stack_name,fim_stack,pipeline_mode,permutation_name,status,dataset,protected_attribute,budget,diffusion_model,ranking_policy,community_method,community_input_mode,clustering_method,clustering_input_mode,embedding_method,ranking_model,optimizer_mode,method_type,repair_enabled,swap_local_search_enabled,debias_mode,fairness_objective,spread_estimator_search,spread_estimator_final,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,mf,dcv,f_score,MF,DCV,F-score,runtime_seconds,search_runtime_seconds,final_eval_runtime_seconds,scalability_mode,scalability_pass,candidate_pool_size,ris_num_rr_sets,effective_ris_num_rr_sets,zero_covered_groups_count,fraction_groups_covered,fairness_gate_status,fairness_gate_failures,protected_group_coverage_summary,protected_group_counts,group_imbalance_ratio,budget_per_group_estimate,group_influence_distribution,adaptive_fairness_multiplier,mc_runs_search,mc_runs_eval,key_enabled_modules,use_community_features,community_feature_mode,allow_protected_features_in_ml,ml_score_weight,ris_score_weight,fair_ris_score_weight,fairness_bonus_weight,weak_group_bonus_weight,community_diversity_weight,protected_group_coverage_weight,spread_proxy_weight,community_balance_enabled,protected_group_balance_enabled,repair_mode,initial_seed_source,repaired_seed_sets,successful_swaps,final_community_coverage,final_seed_count_per_community,community_coverage_ratio,final_protected_group_coverage,num_communities,community_modularity,score_table_path,embeddings_cache_path,embedding_cache_status,community_cache_status,ris_cache_status,score_cache_status,fitness_cache_hits,marginal_cache_hits,swap_cache_hits,community_assignments_path,community_sizes_path,diagnostics_path,candidate_score_components_constant,notes,skip_reason,skipped_reason
community_aware_fair_greedy,community_aware_fair_greedy,baseline,community_aware_fair_greedy,ok,twitter,color,40,ic,professor_priority,leiden,graph,none,none,none,fairness_weighted_greedy,local_search,non_ml_baseline,True,True,none,f_score,monte_carlo,monte_carlo,monte_carlo,none,monte_carlo,community_round_robin+fairness_weighted_greedy+swap_local_search,interpretable_baseline,"[11963282, 13648652, 14255057, 14456828, 14694965, 14742505, 14795369, 15011971, 15098044, 15496979, 15619695, 16004411, 16918618, 18044059, 18134710, 19058868, 20657078, 21081275, 21345004, 21454987, 21654561, 22078338, 22104014, 22750634, 23411888, 23456569, 23460768, 23815405, 2384071, 25652849, 26434364, 26713238, 27131872, 27425310, 28426100, 39314178, 41133911, 43286759, 7376382, 792795]",45.983333333333334,5.983333333333334,0.011917562724014338,0.014430116170288563,-0.0012562767231371124,0.011917562724014338,0.014430116170288563,-0.0012562767231371124,837.8630452000034,837.6858337000012,0.17721150000215857,auto,False,3753,128,128,0,1.0,fail,min_f_score;scalability_required,"{""0"": 9, ""1"": 29, ""2"": 2}","{'0': 812, '1': 2755, '2': 186}",14.811827956989248,"{'0': 8.654409805488942, '1': 29.363176125766053, '2': 1.982414068745004}","{'0': 10.55, '1': 33.21666666666667, '2': 2.216666666666667}",2.0,20,300,diffusion=ic | community=leiden | embedding=none | clustering=none | clustering_input_mode=none | ranking=fairness_weighted_greedy | optimizer=local_search | debias_mode=none | search_estimator=monte_carlo | final_estimator=monte_carlo,True,basic,False,0.7,0.7,2.4,1.0,2.0,0.5,2.0,0.4,True,True,balanced,fairness_weighted_greedy,,,"{""0"": 6, ""1"": 2, ""10"": 3, ""14"": 1, ""18"": 2, ""19"": 2, ""2"": 6, ""20"": 1, ""24"": 3, ""25"": 1, ""27"": 2, ""29"": 2, ""3"": 2, ""38"": 1, ""4"": 1, ""51"": 1, ""7"": 1, ""8"": 1, ""87"": 1, ""9"": 1}","{""0"": 6, ""1"": 2, ""10"": 3, ""14"": 1, ""18"": 2, ""19"": 2, ""2"": 6, ""20"": 1, ""24"": 3, ""25"": 1, ""27"": 2, ""29"": 2, ""3"": 2, ""38"": 1, ""4"": 1, ""51"": 1, ""7"": 1, ""8"": 1, ""87"": 1, ""9"": 1}",0.1694915254237288,"{""0"": 9, ""1"": 29, ""2"": 2}",118,0.655834799478443,,,,hit,,,,,,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_community_aware_fair_greedy_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_community_aware_fair_greedy_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_community_aware_fair_greedy_diagnostics.json,,"initial_rr=[10125822, 10214802, 1086591, 11347052, 11350892, 11425612, 11626822, 11920922, 12062282, 12429382, 1290661, 13258742, 1330691, 14053148, 14110743, 14237896, 14830184, 15664977, 16004411, 16394309, 16431844, 17431643, 17540746, 17850012, 18602421, 19686924, 20788139, 21044126, 21062689, 2140491, 22461427, 2384071, 25681991, 27512951, 27755928, 35967493, 43286759, 5054721, 7376382, 780591]; greedy=[11963282, 13648652, 14255057, 14456828, 14694965, 14742505, 14795369, 15011971, 15098044, 15496979, 15619695, 16004411, 16918618, 18134710, 19058868, 20657078, 21081275, 21345004, 21454987, 21654561, 22078338, 22104014, 22750634, 23411888, 23456569, 23460768, 23815405, 25652849, 26434364, 26713238, 27131872, 27425310, 28426100, 37809748, 39314178, 41133911, 43286759, 5644032, 792795, 9153162]; objective=professor_priority; communities=118; modularity=0.655835",,
graphsage_community_siea,graphsage_community_siea,ml_guided_community_siea,graphsage_community_siea,ok,twitter,color,40,ic,professor_priority,leiden,graph,none,none,graphsage,graphsage,hybrid_si_ea,ml_guided_hybrid,True,True,none,f_score,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,embedding+ranking+hybrid_si_ea,ml_guided,"[1100251, 14167991, 14447648, 14824349, 15085767, 15197493, 15357283, 15394051, 15487691, 16054649, 16236786, 16918618, 17135182, 17354468, 17451621, 17542666, 18353496, 18490620, 19679411, 19808025, 20164970, 20325190, 20573668, 21266715, 22026974, 22461427, 23135992, 2384071, 24241212, 24987071, 26343712, 29698402, 30283530, 32294244, 33437822, 33841004, 34747138, 797018, 9284762, 9981522]",47.92333333333333,7.923333333333332,0.0104162129461585,0.06142648776796606,-0.02550513741090378,0.0104162129461585,0.06142648776796606,-0.02550513741090378,76.92734869999913,76.6583369,0.2690117999991344,auto,True,500,128,160,0,1.0,fail,min_f_score,"{""0"": 9, ""1"": 24, ""2"": 7}","{'0': 812, '1': 2755, '2': 186}",14.811827956989248,"{'0': 8.654409805488942, '1': 29.363176125766053, '2': 1.982414068745004}","{'0': 11.82, '1': 28.696666666666665, '2': 7.406666666666666}",2.0,20,300,diffusion=ic | community=leiden | embedding=graphsage | clustering=none | clustering_input_mode=none | ranking=graphsage | optimizer=hybrid_si_ea | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo,True,basic,False,0.7,0.7,2.6,1.0,2.4,0.5,2.0,0.4,True,True,balanced,combined_candidate_score,1306.0,160.0,"{""0"": 12, ""1"": 4, ""10"": 1, ""14"": 1, ""18"": 1, ""19"": 3, ""2"": 5, ""20"": 2, ""22"": 2, ""24"": 4, ""27"": 2, ""29"": 1, ""7"": 1, ""9"": 1}","{""0"": 12, ""1"": 4, ""10"": 1, ""14"": 1, ""18"": 1, ""19"": 3, ""2"": 5, ""20"": 2, ""22"": 2, ""24"": 4, ""27"": 2, ""29"": 1, ""7"": 1, ""9"": 1}",0.11864406779661017,"{""0"": 9, ""1"": 24, ""2"": 7}",118,0.655834799478443,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_graphsage_community_siea_combined_candidate_scores.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\embeddings\twitter_graphsage_embeddings.pkl,hit,hit,hit,hit,497.0,23467.0,0.0,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_graphsage_community_siea_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_graphsage_community_siea_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_graphsage_community_siea_diagnostics.json,False,main_method=true; ml_guided_only=true; communities=118; modularity=0.655835; embedding_cache=hit; target=label_score; backend=gnn; candidate_pool=500; validation_spearman=0.0111; validation_precision_at_budget=0.1750; history=twitter_graphsage_community_siea_history.csv,,
node2vec_xgboost_community_siea,node2vec_xgboost_community_siea,ml_guided_community_siea,node2vec_xgboost_community_siea,ok,twitter,color,40,ic,professor_priority,leiden,graph,none,none,node2vec,xgboost,hybrid_si_ea,ml_guided_hybrid,True,True,none,f_score,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,embedding+ranking+hybrid_si_ea,ml_guided,"[10125822, 10138132, 1100251, 11672342, 1253451, 13253992, 13330612, 14070736, 14430556, 15076390, 15105269, 15269276, 15338788, 15357283, 15498654, 15521862, 1565151, 15728729, 16004411, 16077875, 16102437, 16236786, 16561591, 17173775, 17515749, 17850012, 18102660, 18602421, 19686924, 21550185, 22461427, 2384071, 25681991, 25784828, 30296618, 7129612, 7376382, 780591, 7976712, 8820652]",54.03666666666667,14.036666666666669,0.01288929219600726,0.04932408917464882,-0.01821739848932078,0.01288929219600726,0.04932408917464882,-0.01821739848932078,90.68205719999969,90.14855360000001,0.5335035999996762,auto,True,500,128,160,0,1.0,fail,min_f_score,"{""0"": 7, ""1"": 27, ""2"": 6}","{'0': 812, '1': 2755, '2': 186}",14.811827956989248,"{'0': 8.654409805488942, '1': 29.363176125766053, '2': 1.982414068745004}","{'0': 11.186666666666667, '1': 35.51, '2': 7.34}",2.0,20,300,diffusion=ic | community=leiden | embedding=node2vec | clustering=none | clustering_input_mode=none | ranking=xgboost | optimizer=hybrid_si_ea | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo,True,basic,False,0.8,0.7,2.4,1.0,2.4,0.5,2.4,0.4,True,True,balanced,combined_candidate_score,1372.0,160.0,"{""0"": 7, ""1"": 1, ""10"": 3, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 2, ""18"": 1, ""19"": 2, ""2"": 2, ""20"": 1, ""21"": 1, ""22"": 2, ""24"": 1, ""25"": 1, ""27"": 1, ""29"": 1, ""3"": 1, ""35"": 1, ""38"": 2, ""4"": 1, ""5"": 1, ""7"": 1, ""8"": 2, ""9"": 1}","{""0"": 7, ""1"": 1, ""10"": 3, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 2, ""18"": 1, ""19"": 2, ""2"": 2, ""20"": 1, ""21"": 1, ""22"": 2, ""24"": 1, ""25"": 1, ""27"": 1, ""29"": 1, ""3"": 1, ""35"": 1, ""38"": 2, ""4"": 1, ""5"": 1, ""7"": 1, ""8"": 2, ""9"": 1}",0.22033898305084745,"{""0"": 7, ""1"": 27, ""2"": 6}",118,0.655834799478443,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_node2vec_xgboost_community_siea_combined_candidate_scores.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\embeddings\twitter_node2vec_embeddings.pkl,hit,hit,hit,miss,500.0,26594.0,0.0,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_node2vec_xgboost_community_siea_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_node2vec_xgboost_community_siea_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_node2vec_xgboost_community_siea_diagnostics.json,False,main_method=true; lightweight_quality_runtime=true; ml_guided_only=true; communities=118; modularity=0.655835; embedding_cache=hit; target=label_score; backend=tabular; candidate_pool=500; validation_spearman=0.5863; validation_precision_at_budget=0.9250; history=twitter_node2vec_xgboost_community_siea_history.csv,,
gcn_community_siea,gcn_community_siea,ml_guided_community_siea,gcn_community_siea,ok,twitter,color,40,ic,professor_priority,leiden,graph,none,none,gcn,gcn,hybrid_si_ea,ml_guided_hybrid,True,True,none,f_score,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,embedding+ranking+hybrid_si_ea,ml_guided,"[11231562, 13473852, 13501922, 14102919, 14116517, 14527485, 14854384, 15978412, 16050772, 16052393, 16220573, 16365985, 16575742, 17291344, 17956232, 18211716, 18826341, 19333638, 19942754, 20537065, 21733345, 21838881, 24060334, 24380688, 25456152, 26478351, 27067262, 27301759, 28057988, 28564091, 29698402, 3036281, 30558373, 39469612, 41133911, 41190466, 43659020, 594103, 7340872, 7791532]",43.943333333333335,3.943333333333335,0.010168179068360556,0.04386070916920404,-0.016846265050421742,0.010168179068360556,0.04386070916920404,-0.016846265050421742,60.84675269999934,60.69568219999928,0.15107050000005984,auto,True,500,128,160,0,1.0,fail,min_f_score,"{""0"": 13, ""1"": 25, ""2"": 2}","{'0': 812, '1': 2755, '2': 186}",14.811827956989248,"{'0': 8.654409805488942, '1': 29.363176125766053, '2': 1.982414068745004}","{'0': 13.73, '1': 28.013333333333332, '2': 2.2}",2.0,20,300,diffusion=ic | community=leiden | embedding=gcn | clustering=none | clustering_input_mode=none | ranking=gcn | optimizer=hybrid_si_ea | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo,True,basic,False,0.6,0.7,2.8,1.0,2.6,0.5,2.0,0.4,True,True,balanced,combined_candidate_score,976.0,160.0,"{""0"": 11, ""1"": 3, ""10"": 3, ""18"": 1, ""2"": 7, ""24"": 14, ""7"": 1}","{""0"": 11, ""1"": 3, ""10"": 3, ""18"": 1, ""2"": 7, ""24"": 14, ""7"": 1}",0.059322033898305086,"{""0"": 13, ""1"": 25, ""2"": 2}",118,0.655834799478443,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_gcn_community_siea_combined_candidate_scores.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\embeddings\twitter_gcn_embeddings.pkl,hit,hit,hit,hit,496.0,20413.0,0.0,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_gcn_community_siea_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_gcn_community_siea_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\twitter\color\twitter_gcn_community_siea_diagnostics.json,False,optional_gnn_comparison=true; ml_guided_only=true; communities=118; modularity=0.655835; embedding_cache=hit; target=label_score; backend=gnn; candidate_pool=500; validation_spearman=-0.0346; validation_precision_at_budget=0.0250; history=twitter_gcn_community_siea_history.csv,,
