node_id,ml_score,ris_score,fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,protected_group_coverage_bonus,spread_proxy_score,combined_score
0,0.025205269036362,0.0,0.0,0.5,0.5,0.0,0.7859030837004406,0.13488107443281205,1.3574992017990188
1,0.7663608454542874,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.18139414356050793,0.1409393072616545,1.4408891249498375
10,0.17243357841253198,0.5,0.2952504294626065,1.0,1.0,0.0,0.0,0.0643741675781157,1.8507536872751464
100,0.3295510904834157,0.5,0.27460000038672805,0.5,0.5,0.16666666666666666,0.04146151852811609,0.13368507201675675,1.5884746444706166
101,0.10153303057579871,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.1211868416031018,0.2862145247109664
102,0.19046867287037647,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7859030837004406,0.22908793393383,1.5108663282832362
103,0.014713058707884571,0.0,0.0,0.0,0.0,0.0,0.0,0.03746033305033031,0.025283274315651326
104,0.1819545015792399,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.25637329823742716,0.3132508037337721
105,0.017737598050029297,0.0,0.0,0.0,0.0,0.0,0.7859030837004406,0.06259521297896747,0.8233574875270481
106,0.05620850634205354,0.0,0.0,1.0,1.0,0.0,0.04146151852811609,0.039447191343578,1.0965863495049848
107,0.02485503686271512,0.0,0.0,0.0,0.0,0.0,0.18139414356050793,0.07387036423382924,0.2283408150579402
108,0.01621924905301674,0.5,0.2952504294626065,0.0,0.0,0.0,0.0,0.0766258831678725,0.7463043429593885
109,0.11571580612163107,0.0,0.0,0.0,0.0,0.0,0.0,0.02782325130227022,0.09213036480604983
11,0.014361791542590013,0.0,0.0,0.5,0.5,0.0,0.04146151852811609,0.05656295076993963,0.574139952915905
110,0.027093153801242564,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.15384855788149188,0.16383796414679988
111,0.13713461327311235,0.0,0.0,0.0,0.0,0.0,0.0,0.09299712804042264,0.13319308050734768
112,0.017137720391006857,0.0,0.0,0.0,0.0,0.0,0.18139414356050793,0.13218633265769578,0.24626508089729104
113,0.10507993195251242,0.0,0.0,0.0,0.0,0.16666666666666666,0.04146151852811609,0.09990483124624087,0.23831273672670447
114,0.03009954453984546,0.5,0.5,0.0,0.0,0.16666666666666666,0.18139414356050793,0.09089436839740025,1.272154905430693
115,0.05199844031703967,0.0,0.0,0.0,0.0,0.0,0.0,0.08327774479945231,0.06971000614170869
116,0.17700964148397114,0.0,0.0,0.0,0.0,0.0,0.04146151852811609,0.09572834056506362,0.20365960379292133
117,0.47249181696012843,0.5,0.5492000007734561,0.0,0.0,0.0,0.7859030837004406,0.1323236427947237,2.1786168136185675
118,0.030282560562916876,0.0,0.0,0.0,0.0,0.0,0.0,0.06916939075739131,0.04886554869699834
119,0.06823769926717146,0.0,0.0,0.0,0.0,0.0,0.0,0.09573321499157846,0.0860596754836514
