generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,-0.012753024952687047,-0.012753024952687047,50.65,0.011978221415607986,0.03748427132098208,-0.03059974098986442,0.825203560733675,"[11350892, 13258742, 14161889, 14180279, 14315063, 15073198, 15133785, 15162962, 15480002, 16004411, 16236786, 16431844, 16494857, 16541717, 16851290, 16971414, 17173775, 17498138, 17540746, 17850012, 18263331, 18326035, 20199133, 20657078, 20851551, 2140491, 21625645, 22303562, 22461427, 2384071, 25543989, 31285824, 32627702, 36883116, 36963624, 5054721, 5074681, 5988422, 7341752, 8820652]",20,3200,0,3255,0,16.883333333333333,1.0,"1,0,2"
1,-0.012360430024770464,-0.012360430024770464,52.35,0.012395644283121596,0.037116504332662524,-0.023924207715625416,0.7478521567347409,"[10125822, 12062282, 13258742, 13654112, 14180279, 14315063, 14430556, 14456828, 14818703, 14951093, 15162962, 15664977, 15949665, 16004411, 16236786, 16431844, 16494857, 16784574, 16918618, 17173775, 17498138, 17850012, 18326035, 20199133, 22303562, 22461427, 23428392, 2384071, 25232217, 25389502, 25543989, 25681991, 26473619, 31285824, 38559254, 5054721, 7341752, 7725712, 8820652, 9153162]",20,3200,0,3236,0,17.45,1.0,"1,0,2"
2,-0.012360430024770464,-0.012360430024770464,52.35,0.012395644283121596,0.037116504332662524,-0.02048946620275447,0.7487037810102002,"[10125822, 12062282, 13258742, 13654112, 14180279, 14315063, 14430556, 14456828, 14818703, 14951093, 15162962, 15664977, 15949665, 16004411, 16236786, 16431844, 16494857, 16784574, 16918618, 17173775, 17498138, 17850012, 18326035, 20199133, 22303562, 22461427, 23428392, 2384071, 25232217, 25389502, 25543989, 25681991, 26473619, 31285824, 38559254, 5054721, 7341752, 7725712, 8820652, 9153162]",20,3200,0,3237,0,17.45,1.0,"1,0,2"
3,-0.006783284742468421,-0.006783284742468421,51.45,0.01263157894736842,0.026198148432305262,-0.017578311123740514,0.7089105493194736,"[10214802, 12062282, 1304091, 13654112, 14430556, 14625006, 14763573, 14830184, 14951093, 15076390, 15621083, 15664977, 15757811, 15878694, 16004411, 16236786, 16335288, 16431844, 16784574, 16933135, 17398289, 17713109, 17850012, 17864134, 18326035, 19394410, 21044126, 21250871, 22461427, 2384071, 25681991, 27512951, 30157434, 32627702, 41160904, 42254940, 5054721, 56733, 8820652, 9153162]",20,3120,0,3157,0,17.15,1.0,"1,0,2"
4,-0.006783284742468421,-0.006783284742468421,51.45,0.01263157894736842,0.026198148432305262,-0.01622012658894121,0.6960544500235663,"[10214802, 12062282, 1304091, 13654112, 14430556, 14625006, 14763573, 14830184, 14951093, 15076390, 15621083, 15664977, 15757811, 15878694, 16004411, 16236786, 16335288, 16431844, 16784574, 16933135, 17398289, 17713109, 17850012, 17864134, 18326035, 19394410, 21044126, 21250871, 22461427, 2384071, 25681991, 27512951, 30157434, 32627702, 41160904, 42254940, 5054721, 56733, 8820652, 9153162]",20,3200,0,3238,0,17.15,1.0,"1,0,2"
5,-0.006783284742468421,-0.006783284742468421,51.45,0.01263157894736842,0.026198148432305262,-0.014864111766997437,0.7026781857730707,"[10214802, 12062282, 1304091, 13654112, 14430556, 14625006, 14763573, 14830184, 14951093, 15076390, 15621083, 15664977, 15757811, 15878694, 16004411, 16236786, 16335288, 16431844, 16784574, 16933135, 17398289, 17713109, 17850012, 17864134, 18326035, 19394410, 21044126, 21250871, 22461427, 2384071, 25681991, 27512951, 30157434, 32627702, 41160904, 42254940, 5054721, 56733, 8820652, 9153162]",20,3040,0,3075,0,17.15,1.0,"1,0,2"
6,-0.000331660794989491,-0.000331660794989491,51.0,0.013030852994555354,0.013694174584534336,-0.013276256428426262,0.6987620009466995,"[11350892, 14161889, 14930659, 15162962, 15480002, 15949665, 15998006, 16004411, 16236786, 16431844, 16499557, 16784574, 17173775, 17240635, 17540746, 17850012, 18049260, 18263331, 18326035, 18645243, 19686924, 19849576, 19904805, 20199133, 20657078, 21044126, 22210679, 22461427, 2384071, 25681991, 31285824, 32627702, 3602921, 36883116, 36963624, 42254940, 5074681, 789043, 8820652, 9153162]",20,3120,0,3158,0,17.0,1.0,"1,0,2"
7,-0.000331660794989491,-0.000331660794989491,51.0,0.013030852994555354,0.013694174584534336,-0.012892740707856395,0.7050468671358221,"[11350892, 14161889, 14930659, 15162962, 15480002, 15949665, 15998006, 16004411, 16236786, 16431844, 16499557, 16784574, 17173775, 17240635, 17540746, 17850012, 18049260, 18263331, 18326035, 18645243, 19686924, 19849576, 19904805, 20199133, 20657078, 21044126, 22210679, 22461427, 2384071, 25681991, 31285824, 32627702, 3602921, 36883116, 36963624, 42254940, 5074681, 789043, 8820652, 9153162]",20,3120,0,3156,0,17.0,1.0,"1,0,2"
8,-0.000331660794989491,-0.000331660794989491,51.0,0.013030852994555354,0.013694174584534336,-0.011538250828635768,0.6826271862858434,"[11350892, 14161889, 14930659, 15162962, 15480002, 15949665, 15998006, 16004411, 16236786, 16431844, 16499557, 16784574, 17173775, 17240635, 17540746, 17850012, 18049260, 18263331, 18326035, 18645243, 19686924, 19849576, 19904805, 20199133, 20657078, 21044126, 22210679, 22461427, 2384071, 25681991, 31285824, 32627702, 3602921, 36883116, 36963624, 42254940, 5074681, 789043, 8820652, 9153162]",20,3120,0,3156,0,17.0,1.0,"1,0,2"
9,-0.000331660794989491,-0.000331660794989491,51.0,0.013030852994555354,0.013694174584534336,-0.010936925582454652,0.6713982379762369,"[11350892, 14161889, 14930659, 15162962, 15480002, 15949665, 15998006, 16004411, 16236786, 16431844, 16499557, 16784574, 17173775, 17240635, 17540746, 17850012, 18049260, 18263331, 18326035, 18645243, 19686924, 19849576, 19904805, 20199133, 20657078, 21044126, 22210679, 22461427, 2384071, 25681991, 31285824, 32627702, 3602921, 36883116, 36963624, 42254940, 5074681, 789043, 8820652, 9153162]",20,3200,0,3236,0,17.0,1.0,"1,0,2"
