dataset,community_method,diffusion_model,method,variant_type,seed_set,total_spread,extra_spread,seed_set_size,spread_includes_seed_nodes,mf,dcv,f_score,candidate_pool_size,optimization_mode,swarm_guidance,crossover,local_search,community_aware_mutation,node2vec_enabled,node2vec_mode,note,search_runtime_seconds,final_eval_runtime_seconds,runtime_seconds,mc_runs_search,mc_runs_eval,mc_runs_search_used,mc_runs_eval_used,final_recheck_applied,final_recheck_top_k_rank,final_recheck_mc_runs_used,final_recheck_random_seed,final_recheck_total_spread,final_recheck_extra_spread,final_recheck_mf,final_recheck_dcv,final_recheck_f_score,final_recheck_runtime_seconds,ml_guidance_mode,guidance_mode,ml_backend,gnn_model_type,graphsage_enabled,ris_enabled,ris_mode,ml_validation_spearman,ml_validation_precision_at_budget,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note,community_modularity,num_communities,largest_community_size,smallest_community_size,average_community_size,community_size_std,comparison_baseline_method,delta_f_score
twitter,leiden,ic,hybrid_siea,proposed,"[11350892, 14161889, 14930659, 15162962, 15480002, 15949665, 15998006, 16004411, 16236786, 16431844, 16499557, 16784574, 17173775, 17240635, 17540746, 17850012, 18049260, 18263331, 18326035, 18645243, 19686924, 19849576, 19904805, 20199133, 20657078, 21044126, 22210679, 22461427, 2384071, 25681991, 31285824, 32627702, 3602921, 36883116, 36963624, 42254940, 5074681, 789043, 8820652, 9153162]",51.206,11.206000000000003,40,True,0.0128519056261343,0.01935188705176458,-0.0032499907128151406,3753,full,True,True,True,True,False,off,history=twitter_budget40_leiden_hybrid_siea_history.csv,796.8545021,1.0942371999999523,797.9487392999999,20,1000,20,1000,False,,,,,,,,,,off,none,none,,False,False,off,,,0,17.068666666666665,1.0,"1,0,2",0.655834799478443,118,442,2,31.805084745762713,75.2497827548614,hybrid_siea,0.0
twitter,leiden,ic,hybrid_siea_ml_gnn_ris_two_tier_tuned_swap_local_search,ml_guided,"[10651272, 12925, 13253992, 13654112, 14120099, 14265113, 14456828, 14554753, 14778372, 14916450, 15011971, 15070780, 15076390, 15254525, 15357578, 15739897, 15798850, 15983683, 16004411, 16236786, 16431844, 16447060, 16884008, 16918618, 17107079, 17431643, 19285776, 19904805, 21072539, 22299209, 22461427, 23662170, 2384071, 25684080, 28432226, 29103015, 3388571, 43112269, 8820652, 9846942]",49.868,9.868000000000002,40,True,0.012233990147783251,0.03606874497845353,-0.011917377415335141,3753,full,True,True,True,True,False,off,"ML guidance mode=two_tier; full_pool=3753; tier_policy=tuned; backend=gnn_ris; weights=(graphsage=1.250, ris=1.000, fair_ris=0.500, fairness=0.250, diversity=0.150); target=gnn_label_score; target_variance=0.005156; gnn_model_type=graphsage; node2vec_mode=off; feature_shape=(3753, 142); edge_index_shape=(2, 13986); cache=miss; label_variance=0.006361; ris_num_rr_sets=256; ris_mode=weak_group_weighted; fair_ris_enabled=True; ris_reuse_rr_sets=True; history=twitter_budget40_leiden_hybrid_siea_ml_gnn_ris_two_tier_tuned_swap_local_search_history.csv",168.9994179999985,0.9649803999991491,169.96439839999766,20,1000,20,1000,False,,,,,,,,,,two_tier,gnn_ris,gnn_ris,graphsage,True,True,weak_group_weighted,0.22847632863981343,0.1,0,16.622666666666664,1.0,"0,2,1",0.655834799478443,118,442,2,31.805084745762713,75.2497827548614,hybrid_siea,-0.00866738670252
