dataset,method,task,status,runtime_seconds,embedding_runtime_seconds,embedding_dim,node_count,evaluated_count,train_count,test_count,label_column,classifier,edge_feature,accuracy,macro_f1,micro_f1,roc_auc,average_precision,nmi,ari,notes,skipped_reason
rice_subset,line,node_classification,ok,0.010722900000018853,0.0711538999998993,64,445,111,334,111,color,logistic_regression,,0.8828828828828829,0.8245592705167173,0.8828828828828829,,,,,classes=2; stratified=True,
