node_id,ml_score,ris_score,fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,cluster_diversity_bonus,cluster_coverage_bonus,protected_group_coverage_bonus,spread_proxy_score,under_served_group_bonus,over_served_group_penalty,parity_adjusted_score,base_combined_score,combined_score,score_normalization
0,0.14687005249118953,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.7859030837004406,0.3378456070942898,0.0,0.0,2.2562812418631313,2.2562812418631313,2.2562812418631313,per_group
1,0.30783018915823773,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.18139414356050793,0.21429393975099773,0.0,0.0,1.239734063921474,1.239734063921474,1.239734063921474,per_group
10,0.43978999120071527,0.8,0.8000000000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.07801345889195449,0.0,0.0,3.7634556856188923,3.7634556856188923,3.7634556856188923,per_group
100,0.6939981284256203,0.2,0.2,0.5,0.5,0.16666666666666666,0.0,0.0,0.04146151852811609,0.12442168355053684,0.0,0.0,1.7788112118028248,1.7788112118028248,1.7788112118028248,per_group
101,0.5393578842844382,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.14686333107417737,0.0,0.0,0.6069231852139422,0.6069231852139422,0.6069231852139422,per_group
102,0.30022078199036617,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.7859030837004406,0.6920597671894325,0.0,0.0,2.6344695845315833,2.6344695845315833,2.6344695845315833,per_group
103,0.48684185164924887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04539724958702774,0.0,0.0,0.34986874607187973,0.34986874607187973,0.34986874607187973,per_group
104,0.1562540276221635,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3106924487803334,0.0,0.0,0.23818297575824782,0.23818297575824782,0.23818297575824782,per_group
105,0.5431784189851722,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.7859030837004406,0.06605355461268958,0.0,0.0,1.879338687912599,1.879338687912599,1.879338687912599,per_group
106,0.811921998702382,0.2,0.2,1.0,1.0,0.0,0.0,0.0,0.04146151852811609,0.02917612995298501,0.0,0.0,2.3756421436103805,2.3756421436103805,2.3756421436103805,per_group
107,0.33331548703531116,0.33333333333333337,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.18139414356050793,0.09611549027831691,0.0,0.0,1.3672714158742225,1.3672714158742225,1.3672714158742225,per_group
108,0.599282055887588,0.6,0.6000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.09286100949301793,0.0,0.0,2.1180696410199156,2.1180696410199156,2.1180696410199156,per_group
109,0.6963878485118683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03371830896417026,0.0,0.0,0.49421515575114183,0.49421515575114183,0.49421515575114183,per_group
11,0.4388592802712073,0.2,0.2,0.5,0.5,0.0,0.0,0.0,0.04146151852811609,0.04647490588216721,0.0,0.0,1.5179579958943945,1.5179579958943945,1.5179579958943945,per_group
110,0.15032298040827655,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.1864452558755023,0.0,0.0,0.2091818041275607,0.2091818041275607,0.2091818041275607,per_group
111,0.5455212806433256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11270091557529854,0.0,0.0,0.4044050795653876,0.4044050795653876,0.4044050795653876,per_group
112,0.25059806081878017,0.33333333333333337,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.18139414356050793,0.19887081065023882,0.0,0.0,1.3299202815970352,1.3299202815970352,1.3299202815970352,per_group
113,0.8478746361840825,0.2,0.2,0.0,0.0,0.16666666666666666,0.0,0.0,0.04146151852811609,0.09028023522993499,0.0,0.0,1.2796964775696276,1.2796964775696276,1.2796964775696276,per_group
114,0.486642004651403,1.0,1.0,0.0,0.0,0.25,0.0,0.0,0.18139414356050793,0.12611253995647587,0.0,0.0,3.4472660548077854,3.4472660548077854,3.4472660548077854,per_group
115,0.07868073012120179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10092223581210799,0.0,0.0,0.07526095824726284,0.07526095824726284,0.07526095824726284,per_group
116,0.5179387751267469,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.04146151852811609,0.08605908589824209,0.0,0.0,1.5412304782964876,1.5412304782964876,1.5412304782964876,per_group
117,0.5606097233555364,0.7499999999999999,0.75,0.0,0.0,0.0,0.0,0.0,0.7859030837004406,0.3282297627228252,0.0,0.0,3.3439758425938813,3.3439758425938813,3.3439758425938813,per_group
118,0.09213738989615454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0838246710667794,0.0,0.0,0.08126110714066406,0.08126110714066406,0.08126110714066406,per_group
119,0.20985326789873973,0.2,0.20000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.1160167115679969,0.0,0.0,0.7301006298427173,0.7301006298427173,0.7301006298427173,per_group
12,0.31507573111652865,0.6666666666666667,0.6666666666666666,0.4375,0.4375,1.0,0.0,0.0,0.18139414356050793,1.0,0.0,0.0,3.393613822008745,3.393613822008745,3.393613822008745,per_group
120,0.5589005118621987,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.04146151852811609,0.04502596348063544,0.0,0.0,2.121697069527782,2.121697069527782,2.121697069527782,per_group
121,0.6336574594774684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04146151852811609,0.0446722124340999,0.0,0.0,0.4939561826491639,0.4939561826491639,0.4939561826491639,per_group
122,0.5309225359957732,0.6,0.6000000000000002,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.24802914373755763,0.0,0.0,2.4345849372778865,2.4345849372778865,2.4345849372778865,per_group
123,0.6373841558878092,0.4,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.062624883301829,0.0,0.0,1.5786938857818327,1.5786938857818327,1.5786938857818327,per_group
124,0.24222278996834498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02854618929243258,0.0,0.0,0.175265190836328,0.175265190836328,0.175265190836328,per_group
125,0.4775123558802467,0.2,0.20000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.08869896380281576,0.0,0.0,0.911998441876736,0.911998441876736,0.911998441876736,per_group
126,0.433756847988995,0.2,0.20000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.10935235014672076,0.0,0.0,0.8855002636216407,0.8855002636216407,0.8855002636216407,per_group
127,0.49410483939178,0.0,0.0,0.6666666666666666,0.6666666666666666,0.75,0.0,0.0,0.18139414356050793,0.4598451316934249,0.0,0.0,1.719236557473439,1.719236557473439,1.719236557473439,per_group
128,0.7648828175955765,0.4,0.4,1.0,1.0,0.0,0.0,0.0,0.04146151852811609,0.0446754199092238,0.0,0.0,2.9058145748268642,2.9058145748268642,2.9058145748268642,per_group
129,0.49773188952236197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04146151852811609,0.054578595102388175,0.0,0.0,0.40078956021424705,0.40078956021424705,0.40078956021424705,per_group
13,0.3690558616426495,0.6,0.6000000000000002,0.29411764705882354,0.29411764705882354,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.8912802796204433,2.8912802796204433,2.8912802796204433,per_group
130,0.5224446360051226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016571082068534776,0.0,0.0,0.3690254616172927,0.3690254616172927,0.3690254616172927,per_group
131,0.40124800524276627,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.18139414356050793,0.15078494856977784,0.0,0.0,0.5924247369443998,0.5924247369443998,0.5924247369443998,per_group
132,0.3852660055390671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18139414356050793,0.05316188014521406,0.0,0.0,0.4617127234668977,0.4617127234668977,0.4617127234668977,per_group
133,0.4475952091698777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012974513283576648,0.0,0.0,0.3159115490756297,0.3159115490756297,0.3159115490756297,per_group
134,0.47864791054115546,0.4,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.11923224925521056,0.0,0.0,1.478899987229851,1.478899987229851,1.478899987229851,per_group
135,0.6912910533958206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08656384576858527,0.0,0.0,0.5012165065307915,0.5012165065307915,0.5012165065307915,per_group
136,0.4925247508188833,0.2,0.20000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.03407987351579669,0.0,0.0,0.9115833002763778,0.9115833002763778,0.9115833002763778,per_group
137,0.8277724645399334,0.4,0.4,0.0,0.0,0.16666666666666666,0.0,0.0,0.04146151852811609,0.09576748767198971,0.0,0.0,1.826722407907134,1.826722407907134,1.826722407907134,per_group
138,0.2854908491546729,0.4,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.09138944493581469,0.0,0.0,1.338121483395434,1.338121483395434,1.338121483395434,per_group
139,0.33180496371181645,0.33333333333333337,0.3333333333333333,0.4,0.4,0.5,0.0,0.0,0.18139414356050793,0.300093766609274,0.0,0.0,2.0870097048139673,2.0870097048139673,2.0870097048139673,per_group
14,0.3132111062610441,0.0,0.0,0.3076923076923077,0.3076923076923077,0.3333333333333333,0.0,0.0,0.0,0.5360583228663651,0.0,0.0,0.8290235415201064,0.8290235415201064,0.8290235415201064,per_group
140,0.21973326753501396,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1160167115679969,0.0,0.0,2.977016629588109,2.977016629588109,2.977016629588109,per_group
141,0.31601249685909105,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.1524433175011953,0.0,0.0,0.31836407796826943,0.31836407796826943,0.31836407796826943,per_group
142,0.28148414107370623,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.18139414356050793,0.17799210930546666,0.0,0.0,0.8140314641731955,0.8140314641731955,0.8140314641731955,per_group
143,0.5018604959302562,0.0,0.0,0.25,0.25,0.16666666666666666,0.0,0.0,0.0,0.16212953387732554,0.0,0.0,0.750394920593311,0.750394920593311,0.750394920593311,per_group
144,0.7514702353734782,0.6,0.6,1.0,1.0,0.0,0.0,0.0,0.04146151852811609,0.0446754199092238,0.0,0.0,3.4564257672713956,3.4564257672713956,3.4564257672713956,per_group
145,0.5087614521944115,0.33333333333333337,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.18139414356050793,0.008229911123852489,0.0,0.0,1.4725064756547,1.4725064756547,1.4725064756547,per_group
146,0.5898465834924118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04146151852811609,0.03930315322432304,0.0,0.0,0.4622147576176689,0.4622147576176689,0.4622147576176689,per_group
147,0.6697118635373939,0.2,0.20000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.058898318359210694,0.0,0.0,1.0405779681480178,1.0405779681480178,1.0405779681480178,per_group
