generation,best_score,best_f_score,best_objective_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,2.196015776532462,0.09454134204574013,2.196015776532462,86.5,0.19289855072463769,0.0038158666331574048,2.1513101622638495,0.5113577809179322,"[1007, 1228, 1267, 1291, 1315, 1326, 1335, 1494, 1595, 16, 1628, 205, 2216, 2382, 2411, 3259, 3300, 3364, 339, 3623, 3634, 3818, 3838, 3994, 4171, 434, 4812, 4854, 4985, 5, 5135, 5234, 5338, 5351, 5528, 593, 6109, 677, 813, 97]",16,117,0,165,0,43.25,1.0,"1,0"
1,2.199940568451583,0.094979674796748,2.199940568451583,86.1,0.1925,0.0025406504065040125,2.1730599868872806,0.43926487914501783,"[1049, 1228, 1267, 1291, 1315, 1335, 1448, 1494, 1595, 16, 1628, 205, 2411, 3259, 3300, 339, 3623, 3634, 3838, 3854, 4171, 434, 4446, 4812, 4854, 5, 5135, 5234, 5338, 5351, 5615, 5730, 5785, 5834, 586, 593, 6109, 677, 813, 97]",16,108,0,137,0,43.05,1.0,"0,1"
2,2.199940568451583,0.094979674796748,2.199940568451583,86.1,0.1925,0.0025406504065040125,2.1767637586508006,0.41154630142588383,"[1049, 1228, 1267, 1291, 1315, 1335, 1448, 1494, 1595, 16, 1628, 205, 2411, 3259, 3300, 339, 3623, 3634, 3838, 3854, 4171, 434, 4446, 4812, 4854, 5, 5135, 5234, 5338, 5351, 5615, 5730, 5785, 5834, 586, 593, 6109, 677, 813, 97]",16,102,0,134,0,43.05,1.0,"0,1"
3,2.199940568451583,0.094979674796748,2.199940568451583,86.1,0.1925,0.0025406504065040125,2.1826446752360074,0.4027214688606818,"[1049, 1228, 1267, 1291, 1315, 1335, 1448, 1494, 1595, 16, 1628, 205, 2411, 3259, 3300, 339, 3623, 3634, 3838, 3854, 4171, 434, 4446, 4812, 4854, 5, 5135, 5234, 5338, 5351, 5615, 5730, 5785, 5834, 586, 593, 6109, 677, 813, 97]",16,111,0,140,0,43.05,1.0,"0,1"
4,2.199940568451583,0.094979674796748,2.199940568451583,86.1,0.1925,0.0025406504065040125,2.1855406847185392,0.4047580612754254,"[1049, 1228, 1267, 1291, 1315, 1335, 1448, 1494, 1595, 16, 1628, 205, 2411, 3259, 3300, 339, 3623, 3634, 3838, 3854, 4171, 434, 4446, 4812, 4854, 5, 5135, 5234, 5338, 5351, 5615, 5730, 5785, 5834, 586, 593, 6109, 677, 813, 97]",16,117,0,146,0,43.05,1.0,"0,1"
5,2.199940568451583,0.094979674796748,2.199940568451583,86.1,0.1925,0.0025406504065040125,2.1861587741529593,0.4051422583099722,"[1049, 1228, 1267, 1291, 1315, 1335, 1448, 1494, 1595, 16, 1628, 205, 2411, 3259, 3300, 339, 3623, 3634, 3838, 3854, 4171, 434, 4446, 4812, 4854, 5, 5135, 5234, 5338, 5351, 5615, 5730, 5785, 5834, 586, 593, 6109, 677, 813, 97]",16,114,0,145,0,43.05,1.0,"0,1"
6,2.199940568451583,0.094979674796748,2.199940568451583,86.1,0.1925,0.0025406504065040125,2.187646329829074,0.3950496962582598,"[1049, 1228, 1267, 1291, 1315, 1335, 1448, 1494, 1595, 16, 1628, 205, 2411, 3259, 3300, 339, 3623, 3634, 3838, 3854, 4171, 434, 4446, 4812, 4854, 5, 5135, 5234, 5338, 5351, 5615, 5730, 5785, 5834, 586, 593, 6109, 677, 813, 97]",16,120,0,150,0,43.05,1.0,"0,1"
7,2.199940568451583,0.094979674796748,2.199940568451583,86.1,0.1925,0.0025406504065040125,2.188682090697124,0.39844011360863046,"[1049, 1228, 1267, 1291, 1315, 1335, 1448, 1494, 1595, 16, 1628, 205, 2411, 3259, 3300, 339, 3623, 3634, 3838, 3854, 4171, 434, 4446, 4812, 4854, 5, 5135, 5234, 5338, 5351, 5615, 5730, 5785, 5834, 586, 593, 6109, 677, 813, 97]",16,120,0,150,0,43.05,1.0,"0,1"
8,2.199940568451583,0.094979674796748,2.199940568451583,86.1,0.1925,0.0025406504065040125,2.188682090697124,0.39844011360863046,"[1049, 1228, 1267, 1291, 1315, 1335, 1448, 1494, 1595, 16, 1628, 205, 2411, 3259, 3300, 339, 3623, 3634, 3838, 3854, 4171, 434, 4446, 4812, 4854, 5, 5135, 5234, 5338, 5351, 5615, 5730, 5785, 5834, 586, 593, 6109, 677, 813, 97]",16,102,0,132,0,43.05,1.0,"0,1"
9,2.199940568451583,0.094979674796748,2.199940568451583,86.1,0.1925,0.0025406504065040125,2.18976560511629,0.39111687470404777,"[1049, 1228, 1267, 1291, 1315, 1335, 1448, 1494, 1595, 16, 1628, 205, 2411, 3259, 3300, 339, 3623, 3634, 3838, 3854, 4171, 434, 4446, 4812, 4854, 5, 5135, 5234, 5338, 5351, 5615, 5730, 5785, 5834, 586, 593, 6109, 677, 813, 97]",16,105,0,135,0,43.05,1.0,"0,1"
