node_id,ml_score,ris_score,fair_ris_score,fairness_bonus,community_diversity_bonus,combined_score
0,0.5690618096050296,0.0,0.0,0.0,0.0,0.5690618096050296
1,0.5705601594544302,0.0,0.0,0.0,0.0,0.5705601594544302
10,0.5637809059134357,0.0,0.0,0.0,0.0,0.5637809059134357
100,0.2884983987299199,0.0,0.0,0.0,0.16666666666666666,0.3218317320632532
101,0.21900739707619177,0.0,0.0,0.0,0.0,0.21900739707619177
102,0.4355926853353094,0.0,0.0,0.0,0.3333333333333333,0.5022593520019761
103,0.47973819623954406,0.0,0.0,0.0,0.0,0.47973819623954406
104,0.6577710648865923,0.0,0.0,0.1111111111111111,0.16666666666666666,0.7133266204421479
105,0.38712618170915064,0.0,0.0,0.0,0.0,0.38712618170915064
106,0.184266302274571,0.0,0.0,0.0,0.0,0.184266302274571
107,0.47615944930860427,0.0,0.0,0.0,0.0,0.47615944930860427
108,0.25448102181826043,0.0,0.0,0.0,0.0,0.25448102181826043
109,0.2752911686006607,0.0,0.0,0.0,0.0,0.2752911686006607
11,0.5881633600514202,0.0,0.0,0.0,0.0,0.5881633600514202
110,0.6419501956463499,0.0,0.0,0.2,0.16666666666666666,0.7152835289796833
111,0.20907116996087977,0.0,0.0,0.0,0.0,0.20907116996087977
112,0.49660415960415966,0.0,0.0,0.0,0.0,0.49660415960415966
113,0.331328880561543,0.0,0.0,0.0,0.16666666666666666,0.36466221389487635
114,0.5601432613459104,0.0,0.0,0.0,0.16666666666666666,0.5934765946792437
115,0.8127449062770645,0.0,0.0,0.0,0.0,0.8127449062770645
116,0.35726974959391133,0.0,0.0,0.0,0.0,0.35726974959391133
117,0.2908929416454719,0.0,0.0,0.0,0.0,0.2908929416454719
118,0.8097062551926137,0.0,0.0,0.0,0.0,0.8097062551926137
119,0.6215890491970754,0.0,0.0,0.0,0.0,0.6215890491970754
12,0.6864306774440806,0.0,0.0,0.0625,0.6666666666666666,0.8322640107774139
120,0.3484689966079631,0.0,0.0,0.0,0.0,0.3484689966079631
121,0.3621230052285586,0.0,0.0,0.0,0.0,0.3621230052285586
122,0.29906834031355684,0.0,0.0,0.16666666666666666,0.3333333333333333,0.3990683403135568
123,0.1954051106729522,0.0,0.0,0.0,0.0,0.1954051106729522
124,0.6766656074632192,0.0,0.0,0.0,0.0,0.6766656074632192
125,0.4215605117104996,0.0,0.0,0.0,0.0,0.4215605117104996
126,0.4268533154360839,0.0,0.0,0.0,0.0,0.4268533154360839
127,0.3227269635865738,0.0,0.0,0.16666666666666666,0.5,0.4560602969199071
128,0.2623781253876455,0.0,0.0,0.0,0.0,0.2623781253876455
129,0.35597174208890636,0.0,0.0,0.0,0.0,0.35597174208890636
13,0.7051452508357703,0.0,0.0,0.058823529411764705,1.0,0.9169099567181231
130,0.41383806750075863,0.0,0.0,0.0,0.0,0.41383806750075863
131,0.5463330082916876,0.0,0.0,0.0,0.16666666666666666,0.579666341625021
132,0.46613781308857627,0.0,0.0,0.0,0.0,0.46613781308857627
133,0.45124356484949885,0.0,0.0,0.0,0.0,0.45124356484949885
134,0.4213357667647566,0.0,0.0,0.0,0.0,0.4213357667647566
135,0.26845000475624775,0.0,0.0,0.0,0.0,0.26845000475624775
136,0.47977758685838573,0.0,0.0,0.0,0.0,0.47977758685838573
137,0.32871215346705607,0.0,0.0,0.0,0.16666666666666666,0.3620454868003894
138,0.609564027191427,1.0,0.6715760421233944,0.0,0.0,1.9453520482531244
139,0.47522122954013224,0.0,0.0,0.2,0.3333333333333333,0.5818878962067989
14,0.34481930137310574,0.0,0.0,0.0,0.3333333333333333,0.4114859680397724
140,0.6215890491970754,0.0,0.0,0.0,0.0,0.6215890491970754
141,0.501980640151031,0.0,0.0,0.3333333333333333,0.16666666666666666,0.601980640151031
142,0.4929447861771013,0.0,0.0,0.25,0.16666666666666666,0.5762781195104346
143,0.26253998091324926,0.0,0.0,0.0,0.16666666666666666,0.2958733142465826
144,0.2619693064984052,0.0,0.0,0.0,0.0,0.2619693064984052
145,0.4473979709538246,0.0,0.0,0.0,0.0,0.4473979709538246
146,0.3351477370390742,0.0,0.0,0.0,0.0,0.3351477370390742
147,0.21850812286529017,0.0,0.0,0.0,0.0,0.21850812286529017
