node_id,ml_score,ris_score,fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,protected_group_coverage_bonus,spread_proxy_score,combined_score,score_normalization
0,0.2012973127857665,0.0,0.0,0.5,0.5,0.0,0.7859030837004406,0.13488107443281205,2.9666667161240423,global
1,0.25184387078910125,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.18139414356050793,0.1409393072616545,2.1954547195780485,global
10,0.3079677461554779,0.25,0.1792003089626097,1.0,1.0,0.0,0.0,0.0643741675781157,3.282247892642866,global
100,0.38799121367351025,0.25,0.16666666666666666,0.5,0.5,0.16666666666666666,0.04146151852811609,0.13368507201675675,2.299657582101059,global
101,0.3748121021218999,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.1211868416031018,0.7108432081265706,global
102,0.4875932169972979,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7859030837004406,0.22908793393383,2.9714232595391885,global
103,0.2729082877457319,0.0,0.0,0.0,0.0,0.0,0.0,0.03746033305033031,0.20601993464214444,global
104,0.41193770052170664,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.25637329823742716,0.4742390429934988,global
105,0.31357443573436383,0.25,0.3333333333333333,0.0,0.0,0.0,0.7859030837004406,0.06259521297896747,2.85801302427319,global
106,0.32564439947007734,0.25,0.16666666666666666,1.0,1.0,0.0,0.04146151852811609,0.039447191343578,3.334986326556051,global
107,0.28528974824260706,0.25,0.30347171600863915,0.0,0.0,0.0,0.18139414356050793,0.07387036423382924,1.5560657182068343,global
108,0.3193281124534823,0.5,0.3584006179252194,0.0,0.0,0.0,0.0,0.0766258831678725,1.5360216385901568,global
109,0.2934088337947639,0.0,0.0,0.0,0.0,0.0,0.0,0.02782325130227022,0.2165154841772428,global
11,0.3094545727639447,0.0,0.0,0.5,0.5,0.0,0.04146151852811609,0.05656295076993963,1.5221664182989691,global
110,0.3485345895817444,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.15384855788149188,0.38884696919315115,global
111,0.3379503494206409,0.0,0.0,0.0,0.0,0.0,0.0,0.09299712804042264,0.27376409581061767,global
112,0.34454869795204746,0.0,0.0,0.0,0.0,0.0,0.18139414356050793,0.13218633265769578,0.6568469087505274,global
113,0.3895096815960408,0.0,0.0,0.0,0.0,0.16666666666666666,0.04146151852811609,0.09990483124624087,0.4788750800052904,global
114,0.37849566792907313,0.75,0.9104151480259175,0.0,0.0,0.16666666666666666,0.18139414356050793,0.09089436839740025,3.639505720231046,global
115,0.14483830421843952,0.0,0.0,0.0,0.0,0.0,0.0,0.08327774479945231,0.1346979108726886,global
116,0.35493297383253875,0.25,0.16666666666666666,0.0,0.0,0.0,0.04146151852811609,0.09572834056506362,0.978000788298368,global
117,0.352438415492495,0.5,0.6666666666666666,0.0,0.0,0.0,0.7859030837004406,0.1323236427947237,3.9547758486968507,global
118,0.2140920012806538,0.0,0.0,0.0,0.0,0.0,0.0,0.06916939075739131,0.1775321571994142,global
119,0.3486102577043212,0.25,0.1792003089626097,0.0,0.0,0.0,0.0,0.09573321499157846,0.9232412696924414,global
12,0.6609297560621716,0.25,0.30347171600863915,0.4375,0.4375,0.6666666666666666,0.18139414356050793,0.5868452674988394,3.407537018319867,global
120,0.31352035556012736,0.25,0.16666666666666666,0.0,0.0,0.0,0.04146151852811609,0.05512933779820118,0.9327723544009351,global
121,0.31049060519276195,0.0,0.0,0.0,0.0,0.0,0.04146151852811609,0.05477932934476419,0.3221781924290712,global
122,0.47236120186190855,0.25,0.1792003089626097,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.2046655780937912,1.6201065425103043,global
123,0.3648744604076555,0.25,0.1792003089626097,0.0,0.0,0.0,0.0,0.05167601577331985,0.917003331897472,global
124,0.2279503925965376,0.0,0.0,0.0,0.0,0.0,0.0,0.02355538645931237,0.16898742940130126,global
125,0.33398428088511345,0.25,0.1792003089626097,0.0,0.0,0.0,0.0,0.0731914985048374,0.9039863993242995,global
126,0.3520766834179691,0.0,0.0,0.0,0.0,0.0,0.0,0.090234000817156,0.28254727871944074,global
127,0.49144595668285196,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5,0.18139414356050793,0.2802951625490292,2.6689185218186235,global
128,0.2893830753699568,0.25,0.16666666666666666,1.0,1.0,0.0,0.04146151852811609,0.05478250288564428,3.315737524302793,global
129,0.3570603164440256,0.0,0.0,0.0,0.0,0.0,0.04146151852811609,0.06458090508804375,0.35869762060226756,global
13,0.9249480636508524,0.0,0.0,0.29411764705882354,0.29411764705882354,1.0,0.0,0.8251674581852773,2.183412980770884,global
