node_id,candidate_group,ml_score,ris_score,fair_ris_score,candidate_group_shortfall_ratio,dynamic_shortfall_bonus,shortfall_weighted_fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,cluster_diversity_bonus,cluster_coverage_bonus,ingroup_ris_score,protected_group_coverage_bonus,spread_proxy_score,under_served_group_bonus,over_served_group_penalty,parity_adjusted_score,base_combined_score,target_deficit_adjusted_score,combined_score,score_normalization
0,northwest_antelope_valley,0.5979355074122832,0.6,0.6000000000000001,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.39425837320574164,0.5971446637935213,0.025836369658827428,0.0,3.077136654711792,3.0513002850529647,3.077136654711792,3.077136654711792,per_group
1,northwest_antelope_valley,0.9121323669700265,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39425837320574164,1.0,0.025836369658827428,0.0,4.746225837687733,4.720389468028906,4.746225837687733,4.746225837687733,per_group
10,northeast_antelope_valley,0.34216705686393034,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278879015721121,0.25363742181536736,0.02683007618416694,0.0,4.117512613530944,4.090682537346777,4.117512613530944,4.117512613530944,per_group
100,lancaster,0.40439257361926234,0.23076923076923075,0.23076923076923078,0.0,0.0,0.23076923076923078,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.15924334124376696,0.5828088771116264,0.0,1.748318730557578,1.1655098534459516,1.748318730557578,1.748318730557578,per_group
101,lancaster,0.4848746687424347,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14686333107417737,0.5828088771116264,0.0,1.172337113802692,0.5895282366910655,1.172337113802692,1.172337113802692,per_group
102,lancaster,0.42358741705881603,0.23076923076923075,0.23076923076923078,0.0,0.0,0.23076923076923078,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.22519104744883667,0.5828088771116264,0.0,1.856358511195658,1.2735496340840315,1.856358511195658,1.856358511195658,per_group
103,lancaster,0.13764423369521525,0.3846153846153846,0.3846153846153847,0.0,0.0,0.3846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04539724958702774,0.5828088771116264,0.0,2.0206287134000074,1.437819836288381,2.0206287134000074,2.0206287134000074,per_group
104,lancaster,0.6579985568803771,0.15384615384615385,0.15384615384615385,0.0,0.0,0.15384615384615385,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.3106924487803334,0.5828088771116264,0.0,2.328208039457458,1.7453991623458311,2.328208039457458,2.328208039457458,per_group
105,lancaster,0.15222307293314188,0.3846153846153846,0.3846153846153847,0.0,0.0,0.3846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023422643589314326,0.5828088771116264,0.0,2.024981095743221,1.4421722186315944,2.024981095743221,2.024981095743221,per_group
106,lancaster,0.2193390301745243,0.3846153846153846,0.3846153846153847,0.0,0.0,0.3846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04503878829105072,0.5828088771116264,0.0,2.0695738990283976,1.486765021916771,2.0695738990283976,2.0695738990283976,per_group
107,lancaster,0.2946168031519215,0.3076923076923077,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07741916468913608,0.5828088771116264,0.0,1.8519858688636837,1.2691769917520572,1.8519858688636837,1.8519858688636837,per_group
108,lancaster,0.3101935788940875,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09286100949301793,0.5828088771116264,0.0,4.287497226346682,3.704688349235056,4.287497226346682,4.287497226346682,per_group
109,lancaster,0.22527242577088058,0.3076923076923077,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03371830896417026,0.5828088771116264,0.0,1.8016390712900658,1.2188301941784394,1.8016390712900658,1.8016390712900658,per_group
11,northeast_antelope_valley,0.3837696861443922,0.3,0.29999999999999993,0.0,0.0,0.29999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.278879015721121,0.18506886863055466,0.02683007618416694,0.0,1.6787604804622582,1.6519304042780913,1.6787604804622582,1.6787604804622582,per_group
110,lancaster,0.4641432861000932,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.4,0.4,0.16666666666666666,0.0,0.5,0.3333333333333333,0.0,0.1864452558755023,0.5828088771116264,0.0,2.3844813358442183,1.801672458732592,2.3844813358442183,2.3844813358442183,per_group
111,lancaster,0.4249180825493477,0.7692307692307692,0.7692307692307694,0.0,0.0,0.7692307692307694,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.11270091557529854,0.5828088771116264,0.0,3.8859409353973207,3.3031320582856942,3.8859409353973207,3.8859409353973207,per_group
112,lancaster,0.41957550944351735,0.3846153846153846,0.3846153846153847,0.0,0.0,0.3846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14809084211097243,0.5828088771116264,0.0,2.2103261973537776,1.6275173202421511,2.2103261973537776,2.2103261973537776,per_group
113,lancaster,0.21380586108934244,0.5384615384615384,0.5384615384615384,0.0,0.0,0.5384615384615384,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.11830590432059261,0.5828088771116264,0.0,2.7027022925780684,2.119893415466442,2.7027022925780684,2.7027022925780684,per_group
