stack_name,fim_stack,pipeline_mode,permutation_name,status,dataset,protected_attribute,diffusion_model,community_method,community_input_mode,clustering_method,clustering_input_mode,embedding_method,ranking_model,optimizer_mode,repair_enabled,swap_local_search_enabled,debias_mode,fairness_objective,spread_estimator_search,spread_estimator_final,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,mf,dcv,f_score,MF,DCV,F-score,runtime_seconds,search_runtime_seconds,final_eval_runtime_seconds,mc_runs_search,mc_runs_eval,key_enabled_modules,ml_score_weight,ris_score_weight,fair_ris_score_weight,fairness_bonus_weight,community_diversity_weight,community_balance_enabled,protected_group_balance_enabled,repair_mode,initial_seed_source,repaired_seed_sets,successful_swaps,final_community_coverage,final_protected_group_coverage,notes,skip_reason,skipped_reason
no_ml_community_siea,no_ml_community_siea,ml_guided_community_siea,no_ml_community_siea,ok,graph_spa_500_0,region,ic,leiden,graph,none,none,none,structural_community_score,hybrid_si_ea,True,True,none,f_score,monte_carlo,monte_carlo,monte_carlo,none,monte_carlo,community_structural+hybrid_si_ea,exploratory_fairness,"[17, 271, 360, 468, 492]",5.0,0.0,0.0,0.7327743346700692,-0.3663871673350346,0.0,0.7327743346700692,-0.3663871673350346,0.19784950000030221,0.19721879999997327,0.0006307000003289431,2,3,diffusion=ic | community=leiden | embedding=none | clustering=none | clustering_input_mode=none | ranking=structural_community_score | optimizer=hybrid_si_ea | debias_mode=none | search_estimator=monte_carlo | final_estimator=monte_carlo,1.0,1.0,0.5,0.2,0.2,True,True,balanced,combined_candidate_score,17,4,"{""12"": 1, ""13"": 1, ""16"": 1, ""18"": 1, ""7"": 1}","{""acton"": 0, ""desert_view_highlands"": 0, ""lake_los_angeles"": 0, ""lancaster"": 1, ""leona_valley"": 0, ""littlerock"": 0, ""northeast_antelope_valley"": 0, ""northwest_antelope_valley"": 0, ""northwest_palmdale"": 0, ""palmdale"": 2, ""quartz_hill"": 0, ""southeast_antelope_valley"": 1, ""sun_village"": 1}",preset=no_ml_community_siea; communities=19; modularity=0.802180; scoring=no_ml_structural_community,,
