epoch,train_loss,validation_loss
1,0.018085088580846786,0.013421013951301575
2,0.018092583864927292,0.01160216424614191
3,0.01652957685291767,0.010734251700341702
4,0.016651270911097527,0.010476484894752502
5,0.016109295189380646,0.010365654714405537
6,0.016063349321484566,0.010479147545993328
7,0.015556395053863525,0.010684411972761154
8,0.014976550824940205,0.01076509989798069
9,0.015136751346290112,0.010580451227724552
10,0.015022126957774162,0.010172714479267597
11,0.014750393107533455,0.009711041115224361
12,0.014050101861357689,0.009299112483859062
13,0.014275473542511463,0.00899347010999918
14,0.01389218308031559,0.008782216347754002
15,0.01440154854208231,0.008598924614489079
16,0.013231179676949978,0.00838777981698513
17,0.012678137980401516,0.008122451603412628
18,0.012620145455002785,0.007803685497492552
19,0.011890470050275326,0.007418802473694086
20,0.012201234698295593,0.007197813130915165
21,0.012061833404004574,0.007113687228411436
22,0.011399291455745697,0.007033776491880417
23,0.011117979884147644,0.006559839937835932
24,0.01037193275988102,0.0060850693844258785
25,0.010121272876858711,0.005768196657299995
26,0.009959484450519085,0.0058106654323637486
27,0.009428341872990131,0.005805738270282745
28,0.00916283018887043,0.0048835389316082
29,0.00801682099699974,0.004608647897839546
30,0.008453624323010445,0.004602739121764898
