dataset,community_method,diffusion_model,method,variant_type,seed_set,total_spread,extra_spread,seed_set_size,spread_includes_seed_nodes,mf,dcv,f_score,candidate_pool_size,optimization_mode,swarm_guidance,crossover,local_search,community_aware_mutation,node2vec_enabled,node2vec_mode,note,search_runtime_seconds,final_eval_runtime_seconds,runtime_seconds,mc_runs_search,mc_runs_eval,mc_runs_search_used,mc_runs_eval_used,final_recheck_applied,final_recheck_top_k_rank,final_recheck_mc_runs_used,final_recheck_random_seed,final_recheck_total_spread,final_recheck_extra_spread,final_recheck_mf,final_recheck_dcv,final_recheck_f_score,final_recheck_runtime_seconds,ml_guidance_mode,ml_backend,gnn_model_type,ris_enabled,ris_mode,ml_validation_spearman,ml_validation_precision_at_budget,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note,community_modularity,num_communities,largest_community_size,smallest_community_size,average_community_size,community_size_std,comparison_baseline_method,delta_f_score
email_Eu_core,leiden,ic,cea_fim,comparator,"[160, 5]",9.666666666666666,7.666666666666666,2,True,0.0,0.666367586193797,-0.3331837930968985,1005,full,False,True,False,True,False,off,CEA-style baseline: community EA without swarm guidance or local search.; history=email_Eu_core_budget2_leiden_cea_fim_history.csv,0.13293800000064948,0.006386400000337744,0.13932440000098723,2,3,2,3,False,,,,,,,,,,off,none,,False,off,,,27,0.0,0.35714285714285715,"0,1,10",0.43128661707347077,27,289,1,37.22222222222222,67.85514709772812,hybrid_siea,0.04420861169772744
email_Eu_core,leiden,ic,hybrid_siea,proposed,"[160, 301]",6.333333333333333,4.333333333333333,2,True,0.0,0.7547848095892519,-0.37739240479462594,1005,full,True,True,True,True,False,off,history=email_Eu_core_budget2_leiden_hybrid_siea_history.csv,0.17255690000092727,0.0035404999998718267,0.1760974000007991,2,3,2,3,False,,,,,,,,,,off,none,,False,off,,,31,0.0,0.2619047619047619,"0,12,13",0.43128661707347077,27,289,1,37.22222222222222,67.85514709772812,hybrid_siea,0.0
