generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,-0.11703967592819724,-0.11703967592819724,88.63333333333334,0.0,0.23407935185639447,-0.12999766422276868,0.4978837652429182,"[107, 114, 115, 121, 128, 160, 180, 183, 210, 211, 249, 29, 329, 340, 377, 405, 5, 533, 560, 580, 62, 624, 633, 648, 660, 670, 675, 684, 691, 703, 731, 732, 744, 746, 798, 808, 82, 84, 86, 971]",12,0,0,31,3,0.0,0.9285714285714286,"30,33,41"
1,-0.11421443206562307,-0.11421443206562307,89.3,0.0,0.22842886413124613,-0.1248027294487584,0.5056483175602187,"[106, 107, 115, 121, 128, 13, 15, 160, 180, 183, 211, 252, 28, 329, 333, 340, 371, 411, 434, 5, 533, 560, 62, 64, 653, 658, 670, 675, 691, 703, 731, 732, 744, 746, 772, 798, 82, 84, 86, 971]",12,0,0,20,1,0.022222222222222223,0.9761904761904762,"33,30,6"
2,-0.11421443206562307,-0.11421443206562307,89.3,0.0,0.22842886413124613,-0.12305624928532265,0.4982998926471634,"[106, 107, 115, 121, 128, 13, 15, 160, 180, 183, 211, 252, 28, 329, 333, 340, 371, 411, 434, 5, 533, 560, 62, 64, 653, 658, 670, 675, 691, 703, 731, 732, 744, 746, 772, 798, 82, 84, 86, 971]",12,0,0,20,1,0.022222222222222223,0.9761904761904762,"33,30,6"
3,-0.11421443206562307,-0.11421443206562307,89.3,0.0,0.22842886413124613,-0.12038951445110478,0.4382670623446865,"[106, 107, 115, 121, 128, 13, 15, 160, 180, 183, 211, 252, 28, 329, 333, 340, 371, 411, 434, 5, 533, 560, 62, 64, 653, 658, 670, 675, 691, 703, 731, 732, 744, 746, 772, 798, 82, 84, 86, 971]",12,0,0,22,1,0.022222222222222223,0.9761904761904762,"33,30,6"
4,-0.10324448988581619,-0.10324448988581619,87.8,0.016666666666666666,0.22315564643829905,-0.11465504975026695,0.4599258989593943,"[106, 107, 115, 121, 128, 160, 180, 183, 211, 29, 301, 329, 333, 340, 371, 411, 434, 5, 533, 560, 62, 64, 648, 653, 658, 660, 670, 675, 684, 703, 711, 732, 746, 772, 798, 808, 82, 84, 86, 971]",12,0,0,20,0,0.044444444444444446,1.0,"30,41,6"
5,-0.10231981430431712,-0.10231981430431712,90.66666666666667,0.0,0.20463962860863424,-0.11287566643631747,0.4422070464439832,"[107, 115, 121, 128, 13, 130, 160, 183, 21, 211, 236, 269, 28, 329, 333, 340, 393, 405, 411, 434, 5, 533, 560, 580, 61, 62, 633, 658, 660, 684, 691, 703, 711, 746, 798, 808, 82, 84, 86, 971]",12,0,0,21,1,0.03333333333333333,0.9761904761904762,"33,41,24"
6,-0.10231981430431712,-0.10231981430431712,90.66666666666667,0.0,0.20463962860863424,-0.11225229937936049,0.43587610677924615,"[107, 115, 121, 128, 13, 130, 160, 183, 21, 211, 236, 269, 28, 329, 333, 340, 393, 405, 411, 434, 5, 533, 560, 580, 61, 62, 633, 658, 660, 684, 691, 703, 711, 746, 798, 808, 82, 84, 86, 971]",12,0,0,20,1,0.03333333333333333,0.9761904761904762,"33,41,24"
7,-0.10231981430431712,-0.10231981430431712,90.66666666666667,0.0,0.20463962860863424,-0.11111801847028602,0.43302793602998546,"[107, 115, 121, 128, 13, 130, 160, 183, 21, 211, 236, 269, 28, 329, 333, 340, 393, 405, 411, 434, 5, 533, 560, 580, 61, 62, 633, 658, 660, 684, 691, 703, 711, 746, 798, 808, 82, 84, 86, 971]",12,0,0,20,1,0.03333333333333333,0.9761904761904762,"33,41,24"
8,-0.10231981430431712,-0.10231981430431712,90.66666666666667,0.0,0.20463962860863424,-0.11058890345365836,0.42926027290057034,"[107, 115, 121, 128, 13, 130, 160, 183, 21, 211, 236, 269, 28, 329, 333, 340, 393, 405, 411, 434, 5, 533, 560, 580, 61, 62, 633, 658, 660, 684, 691, 703, 711, 746, 798, 808, 82, 84, 86, 971]",12,0,0,19,1,0.03333333333333333,0.9761904761904762,"33,41,24"
9,-0.10144747899355215,-0.10144747899355215,93.56666666666666,0.0,0.2028949579871043,-0.1088148736646664,0.4181289145431064,"[106, 107, 115, 121, 128, 13, 130, 160, 183, 21, 211, 236, 269, 28, 329, 333, 340, 393, 411, 434, 5, 533, 560, 580, 61, 62, 633, 658, 660, 684, 691, 703, 711, 746, 798, 808, 82, 84, 86, 971]",12,0,0,20,1,0.044444444444444446,0.9761904761904762,"33,39,30"
