rank,node
1,103
2,119
3,146
4,157
5,159
6,166
7,209
8,217
9,226
10,229
11,246
12,251
13,260
14,280
15,285
16,286
17,292
18,300
19,312
20,326
21,330
22,331
23,345
24,349
25,370
26,374
27,38
28,388
29,405
30,442
31,447
32,457
33,459
34,474
35,476
36,62
37,67
38,77
39,93
40,99
