node_id,ml_score,ris_score,fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,protected_group_coverage_bonus,spread_proxy_score,under_served_group_bonus,over_served_group_penalty,parity_adjusted_score,base_combined_score,combined_score,score_normalization
1,0.5462004647856489,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.23350758948828315,0.0,0.215447044893599,0.32500760538740237,0.5404546502810014,0.32500760538740237,per_group
10,0.48269818017264426,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.18124478791643767,0.0,0.215447044893599,0.16441585662774805,0.37986290152134705,0.16441585662774805,per_group
100,0.48770518947619085,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.6350968717699038,0.0,0.215447044893599,0.8051023510334103,1.0205493959270093,0.8051023510334103,per_group
101,0.6362355224942365,0.5,0.5,0.0,0.0,0.5714285714285714,0.0,0.46757686074501575,0.0,0.215447044893599,1.9332207655449591,2.148667810438558,1.9332207655449591,per_group
102,0.5424754267971144,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.31930562690289205,0.0,0.215447044893599,0.3578368051578321,0.5732838500514311,0.3578368051578321,per_group
103,1.0,0.0,0.0,0.25,0.25,0.5714285714285714,0.0,0.3834512997833366,0.0,0.215447044893599,1.1700763321625929,1.3855233770561919,1.1700763321625929,per_group
104,0.7466679082625556,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.6685919628315373,0.0,0.215447044893599,0.9220854749726097,1.1375325198662087,0.9220854749726097,per_group
105,0.6043357258791874,0.5,0.5,0.0,0.0,0.14285714285714285,0.0,0.24769169596031723,0.0,0.215447044893599,1.489649638127917,1.705096683021516,1.489649638127917,per_group
106,0.7231718251500797,0.0,0.0,0.17857142857142855,0.17857142857142855,0.5714285714285714,0.0,0.5023668412422501,0.0,0.215447044893599,0.9997684216633327,1.2152154665569317,0.9997684216633327,per_group
107,0.7497266633718435,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.3303438088728569,0.0,0.215447044893599,0.5594382868614239,0.7748853317550229,0.5594382868614239,per_group
108,0.843874971293985,0.0,0.0,0.27777777777777773,0.27777777777777773,0.7142857142857143,0.0,0.650447451163815,0.0,0.215447044893599,1.3703771621847591,1.5858242070783581,1.3703771621847591,per_group
109,0.39725498786705193,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.5652936460187437,0.0,0.215447044893599,0.6267152658035764,0.8421623106971754,0.6267152658035764,per_group
11,0.6881052227778187,0.0,0.0,0.10416666666666666,0.10416666666666666,0.8571428571428571,0.0,0.8160039402315618,0.0,0.215447044893599,1.228160906024439,1.443607950918038,1.228160906024439,per_group
110,0.7135103479183744,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.36118739434986763,0.0,0.215447044893599,0.4430034805851264,0.6584505254787254,0.4430034805851264,per_group
111,0.610557340496894,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.17868217609181852,0.0,0.215447044893599,0.21453447602760028,0.4299815209211993,0.21453447602760028,per_group
112,0.707366922036083,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.22930834253462118,0.0,0.215447044893599,0.3877944895061113,0.6032415343997103,0.3877944895061113,per_group
113,0.33574006654082256,0.0,0.0,0.15625,0.15625,0.5714285714285714,0.0,0.5360595340420906,0.0,0.215447044893599,0.8247906524824236,1.0402376973760226,0.8247906524824236,per_group
114,0.7677405528718119,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.4947641933858126,0.0,0.215447044893599,0.6324119964665937,0.8478590413601927,0.6324119964665937,per_group
115,0.6649837977037426,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.27224407910754767,0.0,0.215447044893599,0.3880155344023457,0.6034625792959447,0.3880155344023457,per_group
116,0.8098777139957954,0.0,0.0,0.11363636363636363,0.11363636363636363,0.7142857142857143,0.0,0.7264991681136017,0.0,0.215447044893599,1.1409868248332768,1.3564338697268759,1.1409868248332768,per_group
117,0.806378952146079,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.6698249240126806,0.0,0.215447044893599,0.832177362712762,1.047624407606361,0.832177362712762,per_group
118,0.7500441891515971,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.7586105022997018,0.0,0.215447044893599,1.0737291174012065,1.2891761622948055,1.0737291174012065,per_group
119,0.5467015942079434,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.43412643627168673,0.0,0.215447044893599,0.5197413101553959,0.7351883550489949,0.5197413101553959,per_group
12,0.4274199222188473,0.5,0.5,0.3125,0.3125,0.42857142857142855,0.0,0.5130029395631261,0.0,0.215447044893599,2.2223292426763335,2.4377762875699323,2.2223292426763335,per_group
120,0.7490466716954834,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.3203222952542482,0.0,0.215447044893599,0.4408719704577222,0.6563190153513212,0.4408719704577222,per_group
121,0.7025420144445663,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.6799259360913305,0.0,0.215447044893599,0.6803972781779026,0.8958443230715016,0.6803972781779026,per_group
122,0.5356629939459242,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.33339388293320593,0.0,0.215447044893599,0.4750328487151959,0.6904798936087949,0.4750328487151959,per_group
123,0.5738258628782207,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.09639736499032482,0.0,0.215447044893599,0.16692796053953346,0.38237500543313246,0.16692796053953346,per_group
124,0.6788072716289626,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.38928838084073975,0.0,0.215447044893599,0.5546483589514248,0.7700954038450238,0.5546483589514248,per_group
125,0.5295640517114086,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.5224992321335705,0.0,0.215447044893599,0.6625211257872498,0.8779681706808488,0.6625211257872498,per_group
126,0.7279628067818229,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.46190411796562714,0.0,0.215447044893599,0.7176425821482382,0.9330896270418372,0.7176425821482382,per_group
127,0.4215815943775732,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.7854042064445291,0.0,0.215447044893599,0.724490132578099,0.939937177471698,0.724490132578099,per_group
128,0.63862644861934,1.0,1.0,0.3125,0.3125,0.2857142857142857,0.0,0.25367879374599395,0.0,0.215447044893599,3.338796480623963,3.554243525517562,3.338796480623963,per_group
129,0.6930122948031614,0.5,0.5,0.0,0.0,0.2857142857142857,0.0,0.36407616388180963,0.0,0.215447044893599,1.685959767151818,1.901406812045417,1.685959767151818,per_group
13,0.9094461946352338,0.0,0.0,0.25,0.25,0.8571428571428571,0.0,0.7711594169552779,0.0,0.215447044893599,1.5175094854568913,1.7329565303504904,1.5175094854568913,per_group
130,0.4390569976149932,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.27244433908408494,0.0,0.215447044893599,0.29772491835746084,0.5131719632510598,0.29772491835746084,per_group
131,0.42938013295795674,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.5700646277522581,0.0,0.215447044893599,0.5271880022476298,0.7426350471412289,0.5271880022476298,per_group
132,0.7415495941283117,0.0,0.0,0.27777777777777773,0.27777777777777773,0.7142857142857143,0.0,0.6382635830082103,0.0,0.215447044893599,1.3245734640562479,1.5400205089498469,1.3245734640562479,per_group
133,0.6206741971695501,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.7100306350919403,0.0,0.215447044893599,0.7739777451538543,0.9894247900474533,0.7739777451538543,per_group
134,0.384549112214765,0.5,0.5,0.0,0.0,0.7142857142857143,0.0,0.7759710168091772,0.0,0.215447044893599,2.070189578144549,2.2856366230381484,2.070189578144549,per_group
135,0.7504231468342044,0.0,0.0,0.15625,0.15625,0.7142857142857143,0.0,0.5767339417131364,0.0,0.215447044893599,1.1212193619539088,1.3366664068475078,1.1212193619539088,per_group
136,0.9177050454675595,1.0,1.0,0.0,0.0,0.42857142857142855,0.0,0.3938705150807135,0.0,0.215447044893599,3.1520403221828532,3.367487367076452,3.1520403221828532,per_group
137,0.3883904320194151,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.6382480747992473,0.0,0.215447044893599,0.5380655006910089,0.7535125455846079,0.5380655006910089,per_group
138,0.4864137353842283,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.13948072609009082,0.0,0.215447044893599,0.14919645398184295,0.36464349887544195,0.14919645398184295,per_group
139,0.6686123440193628,0.5,0.5,0.0,0.0,0.0,0.0,0.12795877162131572,0.0,0.215447044893599,1.3531814013626724,1.5686284462562714,1.3531814013626724,per_group
14,0.5936180086533579,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.3313888649111058,0.0,0.215447044893599,0.49741284738932934,0.7128598922829283,0.49741284738932934,per_group
140,0.4740511539273215,0.5,0.5,0.0,0.0,0.2857142857142857,0.0,0.2718149470934772,0.0,0.215447044893599,1.5614708240861492,1.7769178689797482,1.5614708240861492,per_group
141,0.7632002463872829,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.42177973240011546,0.0,0.215447044893599,0.6014020894785033,0.8168491343721023,0.6014020894785033,per_group
142,0.4851187178885048,0.5,0.5,0.0,0.0,0.14285714285714285,0.0,0.18465317868390516,0.0,0.215447044893599,1.4167474280210792,1.6321944729146782,1.4167474280210792,per_group
143,0.46478776190502274,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.32151712617552425,0.0,0.215447044893599,0.32764633891004835,0.5430933838036474,0.32764633891004835,per_group
144,0.6263848314677883,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.177623793796748,0.0,0.215447044893599,0.2204421194979298,0.4358891643915288,0.2204421194979298,per_group
145,0.6548450599650174,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.23618492920680026,0.0,0.215447044893599,0.3695363793465566,0.5849834242401556,0.3695363793465566,per_group
146,0.7281760220151208,0.5,0.5,0.0,0.0,0.7142857142857143,0.0,0.6477885804128182,0.0,0.215447044893599,2.1563673675061477,2.371814412399747,2.1563673675061477,per_group
147,0.6274460189977129,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.4090528893549241,0.0,0.215447044893599,0.4277239470188844,0.6431709919124834,0.4277239470188844,per_group
148,0.6440062459105524,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.4625938881405683,0.0,0.215447044893599,0.5700501515839922,0.7854971964775912,0.5700501515839922,per_group
149,0.7178979875839233,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.43934126511062044,0.0,0.215447044893599,0.5903057990413614,0.8057528439349604,0.5903057990413614,per_group
15,0.6231602161107197,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.4504745662856601,0.0,0.215447044893599,0.4425782966363815,0.6580253415299805,0.4425782966363815,per_group
150,0.4800069121198076,0.5,0.5,0.0,0.0,0.2857142857142857,0.0,0.36523051290911657,0.0,0.215447044893599,1.6012193536893993,1.8166663985829983,1.6012193536893993,per_group
151,0.6189221805038936,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.23539898946252308,0.0,0.215447044893599,0.3548528516643962,0.5702998965579952,0.3548528516643962,per_group
152,0.6996019412952496,0.5,0.5,0.0,0.0,0.7142857142857143,0.0,0.6305073972573184,0.0,0.215447044893599,2.138025261956,2.3534723068495986,2.138025261956,per_group
153,0.655588132722831,0.0,0.0,0.15625,0.15625,0.5714285714285714,0.0,0.5314831502772079,0.0,0.215447044893599,0.9508993254492737,1.1663463703428727,0.9508993254492737,per_group
154,0.4345532822806538,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.3413395820322628,0.0,0.215447044893599,0.32348152940299624,0.5389285742965952,0.32348152940299624,per_group
155,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.0,0.36130050478262943,0.0,0.215447044893599,1.7719302998765958,1.9873773447701948,1.7719302998765958,per_group
156,0.6879325596683125,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.37163439186725744,0.0,0.215447044893599,0.5512368785777718,0.7666839234713708,0.5512368785777718,per_group
157,0.7540667419045504,0.5,0.5,0.0,0.0,0.42857142857142855,0.0,0.2788270740215452,0.0,0.215447044893599,1.7905676243339819,2.006014669227581,1.7905676243339819,per_group
158,0.7504492980948629,0.5,0.5,0.0,0.0,0.5714285714285714,0.0,0.6981015351326889,0.0,0.215447044893599,2.0711161455402793,2.286563190433878,2.0711161455402793,per_group
159,0.7487078832916356,0.5,0.5,0.0,0.0,0.7142857142857143,0.0,0.6449738812607092,0.0,0.215447044893599,2.1634542323559103,2.3789012772495095,2.1634542323559103,per_group
16,0.39926246524282477,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.3721786216110927,0.0,0.215447044893599,0.4359865327051109,0.6514335775987099,0.4359865327051109,per_group
160,0.5537178036899075,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.2265951177255196,0.0,0.215447044893599,0.21096383795828616,0.42641088285188516,0.21096383795828616,per_group
161,0.5147124032778838,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.4341881366414149,0.0,0.215447044893599,0.5069703139312633,0.7224173588248624,0.5069703139312633,per_group
162,0.4419950387406778,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.5181355542196017,0.0,0.215447044893599,0.5114623351476557,0.7269093800412547,0.5114623351476557,per_group
