cluster_id,size
0,5
1,15
2,17
3,10
4,10
5,13
6,7
7,5
8,9
9,20
10,8
11,5
12,10
13,4
14,13
15,5
16,6
17,9
18,6
19,10
20,11
21,4
22,4
23,3
24,4
25,4
26,8
27,9
28,8
29,7
30,15
31,3
32,3
33,9
34,10
35,7
36,10
37,10
38,11
39,10
40,18
41,7
42,7
43,12
44,9
45,7
46,12
47,6
48,4
49,6
50,12
51,4
52,7
53,6
54,7
55,6
56,6
57,15
58,4
59,8
