dataset,community_method,diffusion_model,method,variant_type,seed_set,total_spread,extra_spread,seed_set_size,spread_includes_seed_nodes,mf,dcv,f_score,candidate_pool_size,optimization_mode,swarm_guidance,crossover,local_search,community_aware_mutation,node2vec_enabled,node2vec_mode,note,search_runtime_seconds,final_eval_runtime_seconds,runtime_seconds,mc_runs_search,mc_runs_eval,mc_runs_search_used,mc_runs_eval_used,final_recheck_applied,final_recheck_top_k_rank,final_recheck_mc_runs_used,final_recheck_random_seed,final_recheck_total_spread,final_recheck_extra_spread,final_recheck_mf,final_recheck_dcv,final_recheck_f_score,final_recheck_runtime_seconds,ml_guidance_mode,ml_backend,gnn_model_type,ris_enabled,ris_mode,ml_validation_spearman,ml_validation_precision_at_budget,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note,community_modularity,num_communities,largest_community_size,smallest_community_size,average_community_size,community_size_std,comparison_baseline_method,delta_f_score
facebook_combined,leiden,ic,cea_fim,comparator,"[0, 107, 1085, 1173, 1192, 1235, 1360, 1387, 1505, 1534, 1577, 1642, 1666, 1684, 1687, 1718, 1726, 1912, 1988, 2116, 2543, 2659, 2839, 2863, 3318, 3437, 348, 3545, 3596, 3980, 4023, 414, 428, 483, 56, 563, 600, 705, 828, 917]",357.456,317.456,40,True,0.020325242718446605,0.3748879514980334,-0.1772813543897934,4039,full,False,True,False,True,False,off,CEA-style baseline: community EA without swarm guidance or local search.; history=facebook_combined_budget40_leiden_cea_fim_history.csv,234.6991672999975,36.44880569999805,271.14797299999555,30,1000,30,1000,True,1,1000,2000042,356.237,316.237,0.019970873786407765,0.37051101326114844,-0.17527006973737033,35.33024840000144,off,none,,False,off,,,0,1.5090000000000001,1.0,"15,0,5",0.8357048705135435,16,548,19,252.4375,182.52122094088128,hybrid_siea,
