generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,-0.16933993634696745,-0.16933993634696745,358.7,0.018613138686131386,0.3572930113800663,-0.19392410699379373,0.5755939605615072,"[0, 1014, 1052, 107, 1085, 1173, 1192, 1193, 1235, 136, 1360, 1387, 1465, 1505, 1534, 1642, 1666, 1684, 1687, 1718, 1726, 1912, 2207, 2543, 2659, 3318, 3363, 3437, 348, 3545, 4023, 4030, 414, 483, 600, 615, 686, 705, 828, 917]",12,0,0,32,0,1.722222222222222,1.0,"5,0,2"
1,-0.16933993634696745,-0.16933993634696745,358.7,0.018613138686131386,0.3572930113800663,-0.18541087433311554,0.5554733597976484,"[0, 1014, 1052, 107, 1085, 1173, 1192, 1193, 1235, 136, 1360, 1387, 1465, 1505, 1534, 1642, 1666, 1684, 1687, 1718, 1726, 1912, 2207, 2543, 2659, 3318, 3363, 3437, 348, 3545, 4023, 4030, 414, 483, 600, 615, 686, 705, 828, 917]",12,0,0,22,0,1.722222222222222,1.0,"5,0,2"
2,-0.16933993634696745,-0.16933993634696745,358.7,0.018613138686131386,0.3572930113800663,-0.18124256002624495,0.5444975298743145,"[0, 1014, 1052, 107, 1085, 1173, 1192, 1193, 1235, 136, 1360, 1387, 1465, 1505, 1534, 1642, 1666, 1684, 1687, 1718, 1726, 1912, 2207, 2543, 2659, 3318, 3363, 3437, 348, 3545, 4023, 4030, 414, 483, 600, 615, 686, 705, 828, 917]",12,0,0,18,0,1.722222222222222,1.0,"5,0,2"
3,-0.16933993634696745,-0.16933993634696745,358.7,0.018613138686131386,0.3572930113800663,-0.17885597800158473,0.5275374598605725,"[0, 1014, 1052, 107, 1085, 1173, 1192, 1193, 1235, 136, 1360, 1387, 1465, 1505, 1534, 1642, 1666, 1684, 1687, 1718, 1726, 1912, 2207, 2543, 2659, 3318, 3363, 3437, 348, 3545, 4023, 4030, 414, 483, 600, 615, 686, 705, 828, 917]",12,0,0,19,0,1.722222222222222,1.0,"5,0,2"
4,-0.16933993634696745,-0.16933993634696745,358.7,0.018613138686131386,0.3572930113800663,-0.1763137184802591,0.4878154426081825,"[0, 1014, 1052, 107, 1085, 1173, 1192, 1193, 1235, 136, 1360, 1387, 1465, 1505, 1534, 1642, 1666, 1684, 1687, 1718, 1726, 1912, 2207, 2543, 2659, 3318, 3363, 3437, 348, 3545, 4023, 4030, 414, 483, 600, 615, 686, 705, 828, 917]",12,0,0,22,0,1.722222222222222,1.0,"5,0,2"
5,-0.16933993634696745,-0.16933993634696745,358.7,0.018613138686131386,0.3572930113800663,-0.17503885747682604,0.4630580272091201,"[0, 1014, 1052, 107, 1085, 1173, 1192, 1193, 1235, 136, 1360, 1387, 1465, 1505, 1534, 1642, 1666, 1684, 1687, 1718, 1726, 1912, 2207, 2543, 2659, 3318, 3363, 3437, 348, 3545, 4023, 4030, 414, 483, 600, 615, 686, 705, 828, 917]",12,0,0,18,0,1.722222222222222,1.0,"5,0,2"
6,-0.1592158662342983,-0.1592158662342983,332.1,0.019741100323624593,0.33817283279222116,-0.17038565201047465,0.45704092536052143,"[0, 107, 1085, 1173, 1192, 1235, 1360, 1387, 1505, 1534, 1577, 1642, 1666, 1684, 1687, 1718, 1726, 1912, 1988, 2116, 2543, 2659, 2839, 2863, 3318, 3437, 348, 3545, 3596, 3980, 4023, 414, 428, 483, 56, 563, 600, 705, 828, 917]",12,0,0,17,0,1.511111111111111,1.0,"15,0,5"
7,-0.1592158662342983,-0.1592158662342983,332.1,0.019741100323624593,0.33817283279222116,-0.17038565201047465,0.45704092536052143,"[0, 107, 1085, 1173, 1192, 1235, 1360, 1387, 1505, 1534, 1577, 1642, 1666, 1684, 1687, 1718, 1726, 1912, 1988, 2116, 2543, 2659, 2839, 2863, 3318, 3437, 348, 3545, 3596, 3980, 4023, 414, 428, 483, 56, 563, 600, 705, 828, 917]",12,0,0,22,0,1.511111111111111,1.0,"15,0,5"
8,-0.1592158662342983,-0.1592158662342983,332.1,0.019741100323624593,0.33817283279222116,-0.16974151485667166,0.4473615043543272,"[0, 107, 1085, 1173, 1192, 1235, 1360, 1387, 1505, 1534, 1577, 1642, 1666, 1684, 1687, 1718, 1726, 1912, 1988, 2116, 2543, 2659, 2839, 2863, 3318, 3437, 348, 3545, 3596, 3980, 4023, 414, 428, 483, 56, 563, 600, 705, 828, 917]",12,0,0,23,0,1.511111111111111,1.0,"15,0,5"
9,-0.1592158662342983,-0.1592158662342983,332.1,0.019741100323624593,0.33817283279222116,-0.1687204410411874,0.45126280027671956,"[0, 107, 1085, 1173, 1192, 1235, 1360, 1387, 1505, 1534, 1577, 1642, 1666, 1684, 1687, 1718, 1726, 1912, 1988, 2116, 2543, 2659, 2839, 2863, 3318, 3437, 348, 3545, 3596, 3980, 4023, 414, 428, 483, 56, 563, 600, 705, 828, 917]",12,0,0,18,0,1.511111111111111,1.0,"15,0,5"
