generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.001658535649042725,0.001658535649042725,41.75,0.06746031746031746,0.064143246162232,-0.02913639097920926,0.7893238598718865,"[117, 12, 137, 15, 151, 179, 193, 223, 224, 252, 254, 263, 265, 269, 270, 278, 293, 295, 303, 312, 326, 329, 339, 34, 366, 393, 40, 403, 43, 44, 465, 468, 489, 5, 62, 65, 70, 81, 84, 9]",20,296,0,307,0,3.75,1.0,"50-59,65+,30-39"
1,0.0025862157780473932,0.0025862157780473932,41.7,0.06973684210526315,0.06456441054916837,-0.020386395299829753,0.7778898537382002,"[117, 119, 137, 15, 150, 151, 165, 170, 193, 21, 223, 224, 252, 254, 263, 265, 269, 270, 278, 281, 293, 300, 303, 309, 312, 317, 329, 339, 362, 377, 385, 39, 390, 393, 40, 476, 489, 62, 79, 90]",20,304,0,285,0,3.1833333333333336,1.0,"18-24,65+,25-29"
2,0.003738537795282569,0.003738537795282569,41.9,0.06402877697841727,0.056551701387852135,-0.017820224208537898,0.7751028634958184,"[108, 116, 130, 140, 179, 18, 224, 230, 241, 252, 264, 266, 270, 274, 278, 293, 312, 317, 34, 342, 344, 345, 362, 366, 39, 41, 420, 429, 43, 458, 465, 467, 468, 469, 476, 55, 58, 64, 70, 81]",20,288,0,280,0,4.383333333333334,1.0,"40-49,25-29,18-24"
3,0.00828444094105504,0.00828444094105504,42.1,0.06597938144329897,0.04941049956118889,-0.011742681545625234,0.7704586333644681,"[108, 117, 119, 120, 127, 137, 165, 17, 170, 175, 183, 193, 21, 223, 230, 238, 241, 252, 254, 263, 264, 265, 270, 281, 286, 287, 293, 296, 309, 36, 362, 371, 376, 41, 420, 467, 482, 58, 61, 70]",20,304,0,305,0,3.733333333333333,1.0,"30-39,40-49,50-59"
4,0.00892125167903746,0.00892125167903746,41.85,0.07050359712230217,0.05266109376422725,-0.008871158830526514,0.7651610442194705,"[108, 120, 127, 150, 151, 165, 175, 179, 2, 223, 230, 241, 252, 254, 263, 264, 265, 278, 28, 287, 293, 300, 303, 309, 312, 329, 339, 34, 362, 403, 41, 44, 465, 467, 58, 61, 62, 65, 70, 90]",20,264,0,269,0,3.8166666666666664,1.0,"40-49,30-39,25-29"
5,0.009037195846637824,0.009037195846637824,42.25,0.06984126984126984,0.051766878147994196,-0.006258425872148902,0.7669113314719233,"[108, 117, 119, 127, 137, 150, 165, 175, 19, 193, 2, 224, 238, 252, 254, 263, 265, 269, 28, 281, 286, 287, 295, 312, 317, 319, 329, 339, 36, 362, 376, 39, 41, 410, 420, 476, 482, 5, 62, 79]",20,304,0,311,0,4.2,1.0,"50-59,40-49,18-24"
6,0.009037195846637824,0.009037195846637824,42.25,0.06984126984126984,0.051766878147994196,-0.004797535021271644,0.7594847699949041,"[108, 117, 119, 127, 137, 150, 165, 175, 19, 193, 2, 224, 238, 252, 254, 263, 265, 269, 28, 281, 286, 287, 295, 312, 317, 319, 329, 339, 36, 362, 376, 39, 41, 410, 420, 476, 482, 5, 62, 79]",20,296,0,307,0,4.2,1.0,"50-59,40-49,18-24"
7,0.013604367305047254,0.013604367305047254,41.95,0.07122302158273382,0.04401428697263931,-0.0015142137091901943,0.7458144874712914,"[108, 130, 151, 179, 18, 193, 230, 241, 243, 252, 264, 270, 271, 274, 278, 28, 293, 300, 309, 317, 334, 339, 34, 344, 345, 362, 40, 43, 434, 440, 458, 467, 468, 488, 55, 58, 70, 81, 84, 90]",20,280,0,294,0,3.8333333333333335,1.0,"40-49,65+,50-59"
8,0.013604367305047254,0.013604367305047254,41.95,0.07122302158273382,0.04401428697263931,-0.0008959776035887231,0.7375686664810854,"[108, 130, 151, 179, 18, 193, 230, 241, 243, 252, 264, 270, 271, 274, 278, 28, 293, 300, 309, 317, 334, 339, 34, 344, 345, 362, 40, 43, 434, 440, 458, 467, 468, 488, 55, 58, 70, 81, 84, 90]",20,296,0,317,0,3.8333333333333335,1.0,"40-49,65+,50-59"
9,0.013604367305047254,0.013604367305047254,41.95,0.07122302158273382,0.04401428697263931,-9.84207926569022e-05,0.7406980352080532,"[108, 130, 151, 179, 18, 193, 230, 241, 243, 252, 264, 270, 271, 274, 278, 28, 293, 300, 309, 317, 334, 339, 34, 344, 345, 362, 40, 43, 434, 440, 458, 467, 468, 488, 55, 58, 70, 81, 84, 90]",20,320,0,312,0,3.8333333333333335,1.0,"40-49,65+,50-59"
