epoch,train_loss,validation_loss
1,0.00659209443256259,0.005991540849208832
2,0.006058409344404936,0.005695109721273184
3,0.005787726957350969,0.0052544353529810905
4,0.005231995135545731,0.005312465131282806
5,0.005263402126729488,0.005353088956326246
6,0.005208511836826801,0.005106528755277395
7,0.004960585385560989,0.004799725953489542
8,0.004716288764029741,0.004682381637394428
9,0.004632710479199886,0.004607699811458588
10,0.004580295644700527,0.004345329944044352
11,0.004250871483236551,0.004089623689651489
12,0.003975557163357735,0.004015361424535513
13,0.0039403787814080715,0.003715871600434184
14,0.0036102221347391605,0.0032189213670790195
15,0.0032238962594419718,0.00298055587336421
16,0.0031945244409143925,0.0025836278218775988
17,0.0027432693168520927,0.002403260674327612
18,0.0026319040916860104,0.0021700675133615732
19,0.0024243262596428394,0.0017576810205355287
20,0.0020938292145729065,0.0015825898153707385
21,0.002052540658041835,0.001342872390523553
22,0.0017096280353143811,0.0012474305694922805
23,0.0016201082617044449,0.0008808529237285256
24,0.001430382370017469,0.0007938449271023273
25,0.001285090809687972,0.0006657282938249409
26,0.0011633505346253514,0.0006769282626919448
27,0.0010404090862721205,0.00047405861550942063
28,0.0008965394226834178,0.000496252323500812
29,0.0008997413679026067,0.0004420877667143941
30,0.0008061644621193409,0.0004324717738199979
31,0.0007091477746143937,0.000385445193387568
32,0.0006474738474935293,0.00038757649599574506
33,0.0006745583959855139,0.0003864858008455485
34,0.0006831637583673,0.00040636202902533114
35,0.0006188531988300383,0.0003980766632594168
36,0.0005640187300741673,0.0003710150776896626
37,0.0005213609547354281,0.0003561847552191466
38,0.0005580297438427806,0.000360468024155125
39,0.0004834482679143548,0.0003824452287517488
40,0.0005123207229189575,0.0003389223711565137
41,0.0005000503733754158,0.00032971453038044274
42,0.0004999689990654588,0.0003311128821223974
43,0.0005189221701584756,0.00033423927379772067
44,0.0004984774277545512,0.000331861519953236
45,0.000469532678835094,0.0003196189063601196
46,0.00047449380508624017,0.00031303020659834146
47,0.0004986253334209323,0.00030525572947226465
48,0.0004818003799300641,0.00029910251032561064
49,0.00042888824827969074,0.0002888198068831116
50,0.00043592118890956044,0.00029373500728979707
51,0.0004358389996923506,0.0003014760441146791
52,0.00042914191726595163,0.00031247892184183
53,0.00037717638770118356,0.0003080809547100216
54,0.0004808434459846467,0.00031263165874406695
55,0.0004343152104411274,0.0003043041506316513
56,0.0004164390848018229,0.0003117377345915884
57,0.0004313080571591854,0.0003102734626736492
58,0.0004625613510143012,0.00029514008201658726
59,0.000385873339837417,0.00029792130226269364
60,0.00039071691571734846,0.0002960199199151248
61,0.0004095047479495406,0.0002996902330778539
62,0.00040412787348032,0.0002912196796387434
63,0.0003984197392128408,0.0002885758294723928
64,0.0004402605118229985,0.00027450453490018845
65,0.000376261945348233,0.0002738154726102948
66,0.0003943352494388819,0.00027917386614717543
67,0.0003696612548083067,0.0002897038357332349
68,0.0003764375578612089,0.0002832902246154845
69,0.0003671845479402691,0.000287944043520838
70,0.0003539529861882329,0.0002922919811680913
71,0.0004105773114133626,0.0002914358919952065
72,0.0003865119651891291,0.0002815572079271078
73,0.0003436675760895014,0.00027847231831401587
74,0.0003592987486626953,0.00027726401458494365
75,0.00037341410643421113,0.000274734542472288
76,0.00040142968646250665,0.0002712701098062098
77,0.00035656665568239987,0.00027719844365492463
78,0.00035604825825430453,0.00028155039763078094
79,0.0003685037372633815,0.0002772939333226532
80,0.00035951833706349134,0.0002689275424927473
81,0.0003369762853253633,0.00027546679484657943
82,0.00035343514173291624,0.0003001531877089292
83,0.00034852110547944903,0.00028119864873588085
84,0.0003705899289343506,0.0002914874639827758
85,0.00040153018198907375,0.00028748196200467646
86,0.00036131672095507383,0.0002998548443429172
87,0.0003759863320738077,0.0002809399738907814
88,0.0003796768723987043,0.00028392227250151336
89,0.0003707754658535123,0.00027731084264814854
90,0.0003639335627667606,0.00029423291562125087
91,0.0003924418706446886,0.0002688045206014067
92,0.0003573367721401155,0.00027408363530412316
93,0.00036253928556106985,0.0002731252752710134
94,0.000335756572894752,0.0002941601851489395
95,0.00036329476279206574,0.00027918178238905966
96,0.0003468951617833227,0.00027833611238747835
97,0.0003550979308784008,0.00027545879129320383
98,0.00034618357312865555,0.00028353111702017486
99,0.0003416277759242803,0.0002833334438037127
100,0.0003569363325368613,0.0002734398003667593
