generation,best_score,mean_score,best_spread,best_mf,best_mf_to_ideal,best_dcv,population_diversity,best_seed_nodes,best_seed_groups,best_seed_communities,best_seed_group_counts,best_seed_labels
13,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8920660835762877,"[271, 268, 95, 279]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 13, 7, 11]",{'__missing__': 4},"['271|g=__missing__|c=15', '268|g=__missing__|c=13', '95|g=__missing__|c=7', '279|g=__missing__|c=11']"
14,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8901146744412053,"[271, 268, 95, 279]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 13, 7, 11]",{'__missing__': 4},"['271|g=__missing__|c=15', '268|g=__missing__|c=13', '95|g=__missing__|c=7', '279|g=__missing__|c=11']"
15,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8874324586977651,"[271, 268, 95, 279]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 13, 7, 11]",{'__missing__': 4},"['271|g=__missing__|c=15', '268|g=__missing__|c=13', '95|g=__missing__|c=7', '279|g=__missing__|c=11']"
16,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8767891156462586,"[271, 268, 95, 279]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 13, 7, 11]",{'__missing__': 4},"['271|g=__missing__|c=15', '268|g=__missing__|c=13', '95|g=__missing__|c=7', '279|g=__missing__|c=11']"
17,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8549115646258505,"[271, 268, 95, 279]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 13, 7, 11]",{'__missing__': 4},"['271|g=__missing__|c=15', '268|g=__missing__|c=13', '95|g=__missing__|c=7', '279|g=__missing__|c=11']"
18,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.840645286686103,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
19,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8427599611273083,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
20,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.842915451895044,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
21,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.842915451895044,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
22,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.842915451895044,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
23,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8386472303206999,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
24,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.831968901846453,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
25,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.831968901846453,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
26,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8304684159378037,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
27,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8271953352769681,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
28,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.820454810495627,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
29,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8213877551020409,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
30,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8238367346938776,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
31,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8238367346938776,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
32,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8182546161321673,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
33,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8039339164237125,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
34,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7934927113702626,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
35,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7917745383867835,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
36,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7957240038872693,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
37,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7956618075801749,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
38,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7807580174927115,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
39,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7776948493683189,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
40,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7693605442176872,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
41,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7693605442176872,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
42,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7638794946550049,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
43,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7425383867832849,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
44,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7296948493683189,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
45,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7135238095238097,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
46,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7139902818270165,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
47,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.6880233236151605,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
48,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.6880233236151605,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
49,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.6880233236151605,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
50,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.6917551020408164,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
51,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.673795918367347,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
52,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.6529523809523811,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
53,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.6531078717201166,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
54,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.6465539358600585,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
55,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.6262312925170069,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
56,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.6262312925170069,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
57,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.6166686103012635,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
58,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.6166686103012635,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
59,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.6166686103012635,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
60,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5917356656948495,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
61,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5827094266277941,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
62,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5827094266277941,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
63,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5747949465500487,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
64,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5747949465500487,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
65,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5747949465500487,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
66,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5747949465500487,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
67,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5747949465500487,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
68,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5747949465500487,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
69,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5747949465500487,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
70,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5747949465500487,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
71,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5747949465500487,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
72,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.569974732750243,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
73,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.569974732750243,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
74,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.569974732750243,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
75,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.569974732750243,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
76,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5697026239067057,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
77,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5697026239067057,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
78,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5697026239067057,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
79,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.5697026239067057,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 14]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=16', '310|g=__missing__|c=14']"
