stack_name,fim_stack,pipeline_mode,permutation_name,status,dataset,protected_attribute,budget,diffusion_model,ranking_policy,community_method,community_input_mode,clustering_method,clustering_input_mode,embedding_method,ranking_model,optimizer_mode,method_type,graph_embedding_algorithm,ml_ranking_algorithm,community_detection_algorithm,clustering_algorithm,diffusion_model_name,search_time_spread_estimator,fair_ris_mode,fairness_influence_objective,fair_influence_optimizer,repair_strategy,local_refinement,final_evaluator,ranking_policy_name,repair_enabled,swap_local_search_enabled,debias_mode,fairness_objective,search_estimator,final_estimator,spread_estimator_search,spread_estimator_final,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,mf,dcv,f_score,MF,DCV,F-score,runtime_seconds,search_runtime_seconds,final_eval_runtime_seconds,time_dataset_loading,time_preprocessing,time_community_detection,time_embedding,time_ris,time_candidate_scoring,time_optimizer,time_repair,time_local_search,time_final_mc,time_reporting,runtime_breakdown_json,scalability_mode,scalability_pass,candidate_pool_size,use_ris,use_fair_ris,fair_ris_enabled,ris_mode,ris_num_rr_sets,effective_ris_num_rr_sets,ris_reuse_rr_sets,ris_score_nonzero_count,ris_score_std,fair_ris_score_nonzero_count,fair_ris_score_std,ris_verified,fair_ris_verified,ris_active_verified,fair_ris_active_verified,ris_verification_warnings,force_ris_for_all_stacks,require_ris,zero_covered_groups_count,fraction_groups_covered,zero_covered_groups,fairness_gate_status,fairness_gate_failures,protected_group_coverage_summary,protected_group_counts,seed_count,expected_seed_count,duplicate_seed_count,seed_group_counts,seed_community_counts,seed_communities_covered,largest_community_seed_fraction,smallest_group_seed_count,largest_group_seed_count,group_imbalance_ratio,budget_per_group_estimate,group_influence_distribution,normalized_group_influence_distribution,protected_group_influence_json,protected_group_normalized_influence_json,weakest_protected_group,strongest_protected_group,weakest_group,strongest_group,negative_f_score_reason,adaptive_fairness_multiplier,large_imbalance_fairness_active,large_imbalance_fairness_mode,score_normalization,candidate_pool_group_counts,candidate_pool_group_quota,candidate_pool_group_quota_shortfall,group_stratified_candidate_pool,budget_adequacy_warning,seed_quota_per_protected_group,initial_population_group_coverage_summary,repair_attempts,weak_group_repairs,duplicate_repairs,protected_group_seed_counts_before_repair,protected_group_seed_counts_after_repair,swap_attempts,swap_accepted,swap_rejected_fairness_degradation,rejected_fairness_drops,swap_accepted_fscore_improvement,swap_accepted_mf_improvement,swap_accepted_spread_fairness_preserved,best_generation,final_fitness,optimizer_diagnostics_json,mc_runs_search,mc_runs_eval,population_size,generations,key_enabled_modules,use_community_features,community_feature_mode,allow_protected_features_in_ml,ml_score_weight,ris_score_weight,fair_ris_score_weight,fairness_bonus_weight,weak_group_bonus_weight,community_diversity_weight,protected_group_coverage_weight,spread_proxy_weight,community_balance_enabled,protected_group_balance_enabled,repair_mode,initial_seed_source,repaired_seed_sets,successful_swaps,final_community_coverage,final_seed_count_per_community,community_coverage_ratio,final_protected_group_coverage,num_communities,community_modularity,score_table_path,embeddings_cache_path,embedding_cache_status,community_cache_status,ris_cache_status,score_cache_status,fitness_cache_hits,marginal_cache_hits,swap_cache_hits,community_assignments_path,community_sizes_path,diagnostics_path,candidate_score_components_constant,score_component_stats_json,constant_score_components,notes,skip_reason,skipped_reason
community_aware_fair_greedy,community_aware_fair_greedy,baseline,community_aware_fair_greedy,ok,graph_spa_500_0,region,40,ic,professor_priority,leiden,graph,none,none,none,fairness_weighted_greedy,local_search,non_ml_baseline,None,None,Leiden,None,Independent Cascade,Fair Reverse Influence Sampling / Fair RIS,weak_group_weighted,F-score fairness / influence objective,Fairness-weighted greedy + local search,Fairness-first repair,Swap Local Search,Monte Carlo simulation,Professor-priority ranking,True,True,none,f_score,fairness_aware_ris,monte_carlo,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,community_round_robin+fairness_weighted_greedy+swap_local_search,interpretable_baseline,"[1, 117, 12, 139, 15, 17, 189, 21, 227, 229, 243, 252, 256, 261, 266, 271, 274, 275, 276, 281, 292, 30, 302, 319, 33, 34, 344, 35, 371, 393, 40, 45, 458, 463, 475, 476, 480, 481, 495, 9]",42.27333333333333,2.2733333333333334,0.06666666666666667,0.02990098968651248,0.018382838490077092,0.06666666666666667,0.02990098968651248,0.018382838490077092,37.66363139999976,37.58050590000039,0.08312549999936891,0.0069747000006827875,0.009483599999839498,0.03598669999973936,,0.004640100000870007,0.2127612999993289,15.478224000001319,,21.853533900000002,0.08312549999936891,,"{""candidate_scoring"": 0.2127612999993289, ""community_detection"": 0.03598669999973936, ""dataset_loading"": 0.0069747000006827875, ""embedding_generation"": null, ""final_mc_evaluation"": 0.08312549999936891, ""preprocessing"": 0.009483599999839498, ""repair"": null, ""reporting"": null, ""ris_rr-set_generation"": 0.004640100000870007, ""siea_optimization"": 15.478224000001319, ""swap_local_search"": 21.853533900000002, ""total_runtime"": 37.66363139999976}",auto,True,150,True,True,True,weak_group_weighted,128,256,True,206,0.18455622449540954,206,0.18316948734487612,True,True,True,True,,True,True,0,1.0,0,pass,,"{""acton"": 1, ""desert_view_highlands"": 1, ""lake_los_angeles"": 2, ""lancaster"": 13, ""leona_valley"": 1, ""littlerock"": 1, ""northeast_antelope_valley"": 1, ""northwest_antelope_valley"": 1, ""northwest_palmdale"": 1, ""palmdale"": 13, ""quartz_hill"": 2, ""southeast_antelope_valley"": 1, ""sun_village"": 2}","{'acton': 11, 'desert_view_highlands': 3, 'lake_los_angeles': 18, 'lancaster': 211, 'leona_valley': 2, 'littlerock': 2, 'northeast_antelope_valley': 7, 'northwest_antelope_valley': 5, 'northwest_palmdale': 5, 'palmdale': 198, 'quartz_hill': 15, 'southeast_antelope_valley': 8, 'sun_village': 15}",40,40,0,"{""acton"": 1, ""desert_view_highlands"": 1, ""lake_los_angeles"": 2, ""lancaster"": 13, ""leona_valley"": 1, ""littlerock"": 1, ""northeast_antelope_valley"": 1, ""northwest_antelope_valley"": 1, ""northwest_palmdale"": 1, ""palmdale"": 13, ""quartz_hill"": 2, ""southeast_antelope_valley"": 1, ""sun_village"": 2}","{""0"": 3, ""1"": 3, ""10"": 2, ""11"": 3, ""12"": 3, ""13"": 5, ""14"": 2, ""16"": 2, ""18"": 2, ""2"": 1, ""3"": 2, ""4"": 3, ""5"": 1, ""6"": 2, ""7"": 2, ""8"": 1, ""9"": 3}",17,0.125,1,13,105.5,"{'acton': 0.88, 'desert_view_highlands': 0.24, 'lake_los_angeles': 1.44, 'lancaster': 16.88, 'leona_valley': 0.16, 'littlerock': 0.16, 'northeast_antelope_valley': 0.56, 'northwest_antelope_valley': 0.4, 'northwest_palmdale': 0.4, 'palmdale': 15.84, 'quartz_hill': 1.2, 'southeast_antelope_valley': 0.64, 'sun_village': 1.2}","{'acton': 1.0433333333333332, 'desert_view_highlands': 1.03, 'lake_los_angeles': 2.0566666666666666, 'lancaster': 14.066666666666666, 'leona_valley': 1.01, 'littlerock': 1.0033333333333334, 'northeast_antelope_valley': 1.0666666666666667, 'northwest_antelope_valley': 1.0266666666666666, 'northwest_palmdale': 1.0366666666666666, 'palmdale': 13.773333333333333, 'quartz_hill': 2.0933333333333333, 'southeast_antelope_valley': 1.0466666666666666, 'sun_village': 2.02}","{'acton': 0.09484848484848483, 'desert_view_highlands': 0.3433333333333333, 'lake_los_angeles': 0.11425925925925925, 'lancaster': 0.06666666666666667, 'leona_valley': 0.505, 'littlerock': 0.5016666666666667, 'northeast_antelope_valley': 0.15238095238095237, 'northwest_antelope_valley': 0.2053333333333333, 'northwest_palmdale': 0.20733333333333331, 'palmdale': 0.06956228956228956, 'quartz_hill': 0.13955555555555554, 'southeast_antelope_valley': 0.13083333333333333, 'sun_village': 0.13466666666666666}","{""acton"": 1.0433333333333332, ""desert_view_highlands"": 1.03, ""lake_los_angeles"": 2.0566666666666666, ""lancaster"": 14.066666666666666, ""leona_valley"": 1.01, ""littlerock"": 1.0033333333333334, ""northeast_antelope_valley"": 1.0666666666666667, ""northwest_antelope_valley"": 1.0266666666666666, ""northwest_palmdale"": 1.0366666666666666, ""palmdale"": 13.773333333333333, ""quartz_hill"": 2.0933333333333333, ""southeast_antelope_valley"": 1.0466666666666666, ""sun_village"": 2.02}","{""acton"": 0.09484848484848483, ""desert_view_highlands"": 0.3433333333333333, ""lake_los_angeles"": 0.11425925925925925, ""lancaster"": 0.06666666666666667, ""leona_valley"": 0.505, ""littlerock"": 0.5016666666666667, ""northeast_antelope_valley"": 0.15238095238095237, ""northwest_antelope_valley"": 0.2053333333333333, ""northwest_palmdale"": 0.20733333333333331, ""palmdale"": 0.06956228956228956, ""quartz_hill"": 0.13955555555555554, ""southeast_antelope_valley"": 0.13083333333333333, ""sun_village"": 0.13466666666666666}",lancaster,leona_valley,lancaster,leona_valley,,2.0,False,off,global,,,,,Budget may be too small for stable fairness on this graph. Reasons: budget below protected-group seed warning threshold; smallest protected group is very small; protected-group imbalance ratio above warning threshold,,,,,,,,,,,,,,,,,"{""accepted_fscore_swaps"": null, ""accepted_spread_safe_swaps"": null, ""best_generation"": null, ""candidate_pool_size"": 150, ""duplicate_repairs"": null, ""final_fitness"": null, ""generations"": 10, ""initial_population_size"": 16, ""rejected_fairness_drops"": null, ""repair_attempts"": null, ""successful_swaps"": null, ""swap_attempts"": null, ""weak_group_repairs"": null}",20,300,16,10,diffusion=ic | community=leiden | embedding=none | clustering=none | clustering_input_mode=none | ranking=fairness_weighted_greedy | optimizer=local_search | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo | fair_ris=True,True,basic,False,0.7,0.7,2.4,1.0,2.0,0.5,2.0,0.4,True,True,balanced,fairness_weighted_greedy,,,"{""0"": 3, ""1"": 3, ""10"": 2, ""11"": 3, ""12"": 3, ""13"": 5, ""14"": 2, ""16"": 2, ""18"": 2, ""2"": 1, ""3"": 2, ""4"": 3, ""5"": 1, ""6"": 2, ""7"": 2, ""8"": 1, ""9"": 3}","{""0"": 3, ""1"": 3, ""10"": 2, ""11"": 3, ""12"": 3, ""13"": 5, ""14"": 2, ""16"": 2, ""18"": 2, ""2"": 1, ""3"": 2, ""4"": 3, ""5"": 1, ""6"": 2, ""7"": 2, ""8"": 1, ""9"": 3}",0.8947368421052632,"{""acton"": 1, ""desert_view_highlands"": 1, ""lake_los_angeles"": 2, ""lancaster"": 13, ""leona_valley"": 1, ""littlerock"": 1, ""northeast_antelope_valley"": 1, ""northwest_antelope_valley"": 1, ""northwest_palmdale"": 1, ""palmdale"": 13, ""quartz_hill"": 2, ""southeast_antelope_valley"": 1, ""sun_village"": 2}",19,0.8021797497446647,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_region\runs\seed_42\budget_40\region\graph_spa_500_0\region\graph_spa_500_0_community_aware_fair_greedy_combined_candidate_scores.csv,,,miss,,,,,,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_region\runs\seed_42\budget_40\region\graph_spa_500_0\region\graph_spa_500_0_community_aware_fair_greedy_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_region\runs\seed_42\budget_40\region\graph_spa_500_0\region\graph_spa_500_0_community_aware_fair_greedy_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_region\runs\seed_42\budget_40\region\graph_spa_500_0\region\graph_spa_500_0_community_aware_fair_greedy_diagnostics.json,False,"{""combined_score"": {""constant"": false, ""count"": 500, ""max"": 3.5802230760212965, ""mean"": 0.6173359343714095, ""min"": 0.0010014705991073373, ""std"": 0.6786441531519695}, ""community_diversity_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.07366666666666666, ""min"": 0.0, ""std"": 0.15371655011018748}, ""fair_ris_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.12925760640201428, ""min"": 0.0, ""std"": 0.18316948734487612}, ""fairness_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.023367805233981707, ""min"": 0.0, ""std"": 0.09765485276729943}, ""ml_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.11148068968783732, ""min"": 0.0, ""std"": 0.11425978955810491}, ""protected_group_coverage_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.04292822966507177, ""min"": 0.0, ""std"": 0.12618497110545465}, ""ris_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.133, ""min"": 0.0, ""std"": 0.18455622449540954}, ""spread_proxy_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.11148068968783732, ""min"": 0.0, ""std"": 0.11425978955810491}, ""weak_group_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.023367805233981707, ""min"": 0.0, ""std"": 0.09765485276729943}}",[],"fair_ris_explicit=true; initial_rr=[12, 13, 14, 15, 17, 18, 21, 223, 229, 238, 24, 241, 264, 265, 267, 268, 269, 271, 278, 281, 284, 287, 30, 303, 312, 326, 33, 331, 38, 39, 40, 44, 464, 465, 481, 485, 5, 53, 59, 6]; greedy=[1, 117, 12, 139, 15, 17, 189, 227, 229, 243, 252, 256, 260, 261, 266, 271, 275, 276, 281, 292, 30, 302, 319, 33, 34, 344, 371, 393, 40, 44, 45, 458, 463, 475, 476, 480, 481, 495, 81, 9]; objective=professor_priority; communities=19; modularity=0.802180; ris_greedy_approximation=true; ris_rr_sets=256; final_eval=monte_carlo",,
graphsage_community_siea,graphsage_community_siea,ml_guided_community_siea,graphsage_community_siea,ok,graph_spa_500_0,region,40,ic,professor_priority,leiden,graph,none,none,graphsage,graphsage,hybrid_si_ea,ml_guided_hybrid,GraphSAGE,GraphSAGE + Fair RIS scoring,Leiden,None,Independent Cascade,Fair Reverse Influence Sampling / Fair RIS,weak_group_weighted,F-score fairness / influence objective,Swarm Intelligence + Evolutionary Algorithm,Fairness-first repair,Swap Local Search,Monte Carlo simulation,Professor-priority ranking,True,True,none,f_score,fairness_aware_ris,monte_carlo,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,embedding+ranking+hybrid_si_ea,ml_guided,"[12, 127, 13, 14, 15, 17, 18, 20, 21, 223, 238, 243, 256, 261, 263, 264, 265, 27, 271, 275, 282, 287, 297, 298, 312, 317, 33, 35, 350, 37, 371, 45, 461, 464, 479, 481, 492, 52, 85, 92]",42.57,2.5700000000000003,0.0,0.1888459029638264,-0.0944229514819132,0.0,0.1888459029638264,-0.0944229514819132,36.47490000000016,36.3902035000001,0.08469650000006368,0.0069747000006827875,0.13187230000039563,0.031832099999519414,13.562142599999788,0.018799200000103156,0.7770883000002868,21.833240099999784,,,0.08469650000006368,,"{""candidate_scoring"": 0.7770883000002868, ""community_detection"": 0.031832099999519414, ""dataset_loading"": 0.0069747000006827875, ""embedding_generation"": 13.562142599999788, ""final_mc_evaluation"": 0.08469650000006368, ""preprocessing"": 0.13187230000039563, ""repair"": null, ""reporting"": null, ""ris_rr-set_generation"": 0.018799200000103156, ""siea_optimization"": 21.833240099999784, ""swap_local_search"": null, ""total_runtime"": 36.47490000000016}",auto,True,150,True,True,True,weak_group_weighted,128,256,True,206,0.18455622449540954,206,0.18316948734487612,True,True,True,True,,True,True,1,0.9230769230769231,1,fail,min_f_score;min_mf;zero_covered_groups,"{""acton"": 1, ""desert_view_highlands"": 1, ""lake_los_angeles"": 2, ""lancaster"": 17, ""leona_valley"": 1, ""littlerock"": 1, ""northeast_antelope_valley"": 0, ""northwest_antelope_valley"": 0, ""northwest_palmdale"": 1, ""palmdale"": 13, ""quartz_hill"": 1, ""southeast_antelope_valley"": 1, ""sun_village"": 1}","{'acton': 11, 'desert_view_highlands': 3, 'lake_los_angeles': 18, 'lancaster': 211, 'leona_valley': 2, 'littlerock': 2, 'northeast_antelope_valley': 7, 'northwest_antelope_valley': 5, 'northwest_palmdale': 5, 'palmdale': 198, 'quartz_hill': 15, 'southeast_antelope_valley': 8, 'sun_village': 15}",40,40,0,"{""acton"": 1, ""desert_view_highlands"": 1, ""lake_los_angeles"": 2, ""lancaster"": 17, ""leona_valley"": 1, ""littlerock"": 1, ""northeast_antelope_valley"": 0, ""northwest_antelope_valley"": 0, ""northwest_palmdale"": 1, ""palmdale"": 13, ""quartz_hill"": 1, ""southeast_antelope_valley"": 1, ""sun_village"": 1}","{""0"": 2, ""1"": 4, ""10"": 2, ""11"": 2, ""12"": 2, ""13"": 5, ""14"": 2, ""16"": 3, ""17"": 1, ""18"": 1, ""2"": 5, ""3"": 2, ""4"": 2, ""5"": 2, ""7"": 2, ""8"": 1, ""9"": 2}",17,0.125,0,17,105.5,"{'acton': 0.88, 'desert_view_highlands': 0.24, 'lake_los_angeles': 1.44, 'lancaster': 16.88, 'leona_valley': 0.16, 'littlerock': 0.16, 'northeast_antelope_valley': 0.56, 'northwest_antelope_valley': 0.4, 'northwest_palmdale': 0.4, 'palmdale': 15.84, 'quartz_hill': 1.2, 'southeast_antelope_valley': 0.64, 'sun_village': 1.2}","{'acton': 1.0466666666666666, 'desert_view_highlands': 1.0, 'lake_los_angeles': 2.0866666666666664, 'lancaster': 18.18, 'leona_valley': 1.0033333333333334, 'littlerock': 1.0066666666666666, 'northeast_antelope_valley': 0.05, 'northwest_antelope_valley': 0.0, 'northwest_palmdale': 1.02, 'palmdale': 14.076666666666666, 'quartz_hill': 1.06, 'southeast_antelope_valley': 1.0233333333333334, 'sun_village': 1.0166666666666666}","{'acton': 0.09515151515151515, 'desert_view_highlands': 0.3333333333333333, 'lake_los_angeles': 0.11592592592592592, 'lancaster': 0.08616113744075829, 'leona_valley': 0.5016666666666667, 'littlerock': 0.5033333333333333, 'northeast_antelope_valley': 0.0071428571428571435, 'northwest_antelope_valley': 0.0, 'northwest_palmdale': 0.20400000000000001, 'palmdale': 0.0710942760942761, 'quartz_hill': 0.07066666666666667, 'southeast_antelope_valley': 0.12791666666666668, 'sun_village': 0.06777777777777777}","{""acton"": 1.0466666666666666, ""desert_view_highlands"": 1.0, ""lake_los_angeles"": 2.0866666666666664, ""lancaster"": 18.18, ""leona_valley"": 1.0033333333333334, ""littlerock"": 1.0066666666666666, ""northeast_antelope_valley"": 0.05, ""northwest_antelope_valley"": 0.0, ""northwest_palmdale"": 1.02, ""palmdale"": 14.076666666666666, ""quartz_hill"": 1.06, ""southeast_antelope_valley"": 1.0233333333333334, ""sun_village"": 1.0166666666666666}","{""acton"": 0.09515151515151515, ""desert_view_highlands"": 0.3333333333333333, ""lake_los_angeles"": 0.11592592592592592, ""lancaster"": 0.08616113744075829, ""leona_valley"": 0.5016666666666667, ""littlerock"": 0.5033333333333333, ""northeast_antelope_valley"": 0.0071428571428571435, ""northwest_antelope_valley"": 0.0, ""northwest_palmdale"": 0.20400000000000001, ""palmdale"": 0.0710942760942761, ""quartz_hill"": 0.07066666666666667, ""southeast_antelope_valley"": 0.12791666666666668, ""sun_village"": 0.06777777777777777}",northwest_antelope_valley,littlerock,northwest_antelope_valley,littlerock,DCV exceeds MF after lambda weighting; weakest protected group has low normalized influence.,2.0,False,off,global,"{'acton': 1, 'desert_view_highlands': 1, 'lake_los_angeles': 2, 'lancaster': 62, 'leona_valley': 1, 'littlerock': 1, 'northeast_antelope_valley': 0, 'northwest_antelope_valley': 0, 'northwest_palmdale': 1, 'palmdale': 78, 'quartz_hill': 1, 'southeast_antelope_valley': 1, 'sun_village': 1}",,{},False,Budget may be too small for stable fairness on this graph. Reasons: budget below protected-group seed warning threshold; smallest protected group is very small; protected-group imbalance ratio above warning threshold,{},"{'acton': 16, 'desert_view_highlands': 3, 'lake_los_angeles': 16, 'lancaster': 16, 'leona_valley': 5, 'littlerock': 9, 'northeast_antelope_valley': 0, 'northwest_antelope_valley': 0, 'northwest_palmdale': 16, 'palmdale': 16, 'quartz_hill': 16, 'southeast_antelope_valley': 16, 'sun_village': 16}",0.0,0.0,,"{'acton': 1, 'desert_view_highlands': 1, 'lake_los_angeles': 2, 'lancaster': 16, 'leona_valley': 1, 'littlerock': 1, 'northeast_antelope_valley': 0, 'northwest_antelope_valley': 0, 'northwest_palmdale': 1, 'palmdale': 15, 'quartz_hill': 1, 'southeast_antelope_valley': 1, 'sun_village': 0}","{'acton': 1, 'desert_view_highlands': 1, 'lake_los_angeles': 2, 'lancaster': 15, 'leona_valley': 1, 'littlerock': 1, 'northeast_antelope_valley': 0, 'northwest_antelope_valley': 0, 'northwest_palmdale': 1, 'palmdale': 15, 'quartz_hill': 1, 'southeast_antelope_valley': 1, 'sun_village': 1}",1116.0,311.0,805.0,805.0,285.0,0.0,26.0,9.0,0.2784506508290949,"{""accepted_fscore_swaps"": 285, ""accepted_spread_safe_swaps"": 26, ""best_generation"": 9, ""candidate_pool_size"": 150, ""duplicate_repairs"": null, ""final_fitness"": 0.2784506508290949, ""generations"": 10, ""initial_population_size"": 16, ""rejected_fairness_drops"": 805, ""repair_attempts"": 0, ""successful_swaps"": 160, ""swap_attempts"": 1116, ""weak_group_repairs"": 0}",20,300,16,10,diffusion=ic | community=leiden | embedding=graphsage | clustering=none | clustering_input_mode=none | ranking=graphsage | optimizer=hybrid_si_ea | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo | fair_ris=True,True,basic,False,0.7,0.7,2.6,1.0,2.4,0.5,2.0,0.4,True,True,balanced,combined_candidate_score,1590.0,160.0,"{""0"": 2, ""1"": 4, ""10"": 2, ""11"": 2, ""12"": 2, ""13"": 5, ""14"": 2, ""16"": 3, ""17"": 1, ""18"": 1, ""2"": 5, ""3"": 2, ""4"": 2, ""5"": 2, ""7"": 2, ""8"": 1, ""9"": 2}","{""0"": 2, ""1"": 4, ""10"": 2, ""11"": 2, ""12"": 2, ""13"": 5, ""14"": 2, ""16"": 3, ""17"": 1, ""18"": 1, ""2"": 5, ""3"": 2, ""4"": 2, ""5"": 2, ""7"": 2, ""8"": 1, ""9"": 2}",0.8947368421052632,"{""acton"": 1, ""desert_view_highlands"": 1, ""lake_los_angeles"": 2, ""lancaster"": 17, ""leona_valley"": 1, ""littlerock"": 1, ""northeast_antelope_valley"": 0, ""northwest_antelope_valley"": 0, ""northwest_palmdale"": 1, ""palmdale"": 13, ""quartz_hill"": 1, ""southeast_antelope_valley"": 1, ""sun_village"": 1}",19,0.8021797497446647,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_region\runs\seed_42\budget_40\region\graph_spa_500_0\region\graph_spa_500_0_graphsage_community_siea_combined_candidate_scores.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_region\runs\seed_42\budget_40\region\graph_spa_500_0\embeddings\graph_spa_500_0_graphsage_embeddings.pkl,miss,miss,miss,miss,700.0,17244.0,42.0,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_region\runs\seed_42\budget_40\region\graph_spa_500_0\region\graph_spa_500_0_graphsage_community_siea_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_region\runs\seed_42\budget_40\region\graph_spa_500_0\region\graph_spa_500_0_graphsage_community_siea_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_region\runs\seed_42\budget_40\region\graph_spa_500_0\region\graph_spa_500_0_graphsage_community_siea_diagnostics.json,False,"{""combined_score"": {""constant"": false, ""count"": 500, ""max"": 4.333948391812237, ""mean"": 0.9498877892006369, ""min"": 0.10922271394120192, ""std"": 0.7360259669115199}, ""community_diversity_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.07366666666666666, ""min"": 0.0, ""std"": 0.15371655011018748}, ""fair_ris_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.12925760640201428, ""min"": 0.0, ""std"": 0.18316948734487612}, ""fairness_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.023367805233981707, ""min"": 0.0, ""std"": 0.09765485276729943}, ""ml_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.4247903020789028, ""min"": 0.0, ""std"": 0.10844223418809548}, ""protected_group_coverage_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.04292822966507177, ""min"": 0.0, ""std"": 0.12618497110545465}, ""ris_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.133, ""min"": 0.0, ""std"": 0.18455622449540954}, ""spread_proxy_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.11148068968783732, ""min"": 0.0, ""std"": 0.11425978955810491}, ""weak_group_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.023367805233981707, ""min"": 0.0, ""std"": 0.09765485276729943}}",[],main_method=true; ml_guided_only=true; fair_ris_explicit=true; communities=19; modularity=0.802180; embedding_cache=miss; target=label_score; backend=gnn; candidate_pool=150; validation_spearman=0.2079; validation_precision_at_budget=0.5250; history=graph_spa_500_0_graphsage_community_siea_history.csv,,
