dataset,community_method,clustering_method,clustering_input_mode,diffusion_model,ranking_model,embedding_method,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,seed_set_size,spread_includes_seed_nodes,mf,dcv,f_score,candidate_pool_size,optimization_mode,swarm_guidance,crossover,local_search,community_aware_mutation,node2vec_enabled,node2vec_mode,note,search_runtime_seconds,final_eval_runtime_seconds,runtime_seconds,mc_runs_search,mc_runs_eval,mc_runs_search_used,mc_runs_eval_used,final_recheck_applied,final_recheck_top_k_rank,final_recheck_mc_runs_used,final_recheck_random_seed,final_recheck_total_spread,final_recheck_extra_spread,final_recheck_mf,final_recheck_dcv,final_recheck_f_score,final_recheck_runtime_seconds,ml_guidance_mode,guidance_mode,ml_backend,gnn_model_type,graphsage_enabled,ris_enabled,ris_mode,ml_validation_spearman,ml_validation_precision_at_budget,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note,community_modularity,num_communities,largest_community_size,smallest_community_size,average_community_size,community_size_std,community_category,community_input_mode,community_requested_input_mode,protected_attribute,requested_spread_estimator,debias_mode,comparison_baseline_method,delta_f_score
synth2,leiden,none,none,ic,gcn,gcn,monte_carlo,ris_guidance,monte_carlo,hybrid_siea_ml_gnn_ris_two_tier_tuned_swap_local_search,ml_guided,"[10, 102, 126, 129, 137, 139, 149, 150, 160, 167, 173, 196, 237, 238, 261, 291, 299, 301, 308, 319, 331, 340, 345, 348, 364, 375, 398, 406, 408, 415, 437, 462, 464, 479, 485, 487, 49, 496, 63, 72]",43.57,3.5700000000000003,40,True,0.08550857142857143,0.009360962654513229,0.038073804387029106,500,full,True,True,True,True,False,off,"ML guidance mode=two_tier; full_pool=500; tier_policy=tuned; backend=gnn_ris; weights=(graphsage=1.000, ris=1.000, fair_ris=0.500, fairness=0.200, diversity=0.000); target=label_score; target_variance=0.014817; gnn_model_type=gcn; node2vec_mode=off; feature_shape=(500, 29); edge_index_shape=(2, 3668); cache=miss; label_variance=0.014817; ris_num_rr_sets=128; ris_mode=weak_group_weighted; fair_ris_enabled=True; ris_reuse_rr_sets=True; history=synth2_budget40_leiden_hybrid_siea_ml_gnn_ris_two_tier_tuned_swap_local_search_history.csv",11.096047299999555,0.3955519999999524,11.491599299999507,30,1000,30,1000,False,,,,,,,,,,two_tier,gnn_ris,gnn_ris,gcn,False,True,weak_group_weighted,0.4534241999734857,0.525,0,21.785,1.0,"1,0",0.4024841566484994,11,130,1,45.45454545454545,39.923480528639544,graph_native,graph,graph,color,ris_guidance,off,hybrid_siea,
