generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.04472253052164264,0.04472253052164264,45.05,0.09,0.0005549389567147167,0.013891587971088243,0.4650328157687571,"[102, 105, 138, 139, 141, 155, 18, 196, 2, 206, 233, 24, 250, 254, 261, 271, 291, 301, 318, 342, 345, 348, 364, 375, 406, 415, 421, 437, 442, 451, 462, 464, 479, 485, 496, 53, 63, 72, 78, 98]",20,3040,0,3098,0,22.525,1.0,"0,1"
1,0.04514113597246127,0.04514113597246127,45.65,0.09114285714285714,0.0008605851979345911,0.027108468496976956,0.4502428364338744,"[102, 105, 124, 138, 139, 141, 163, 18, 196, 2, 206, 233, 24, 250, 254, 261, 271, 291, 301, 313, 318, 322, 342, 345, 348, 364, 365, 375, 39, 406, 421, 437, 442, 451, 462, 479, 485, 487, 496, 72]",20,2960,0,2996,0,22.825,1.0,"1,0"
2,0.04514113597246127,0.04514113597246127,45.65,0.09114285714285714,0.0008605851979345911,0.03266121926346987,0.43952546052736025,"[102, 105, 124, 138, 139, 141, 163, 18, 196, 2, 206, 233, 24, 250, 254, 261, 271, 291, 301, 313, 318, 322, 342, 345, 348, 364, 365, 375, 39, 406, 421, 437, 442, 451, 462, 479, 485, 487, 496, 72]",20,2720,0,2756,0,22.825,1.0,"1,0"
3,0.04514113597246127,0.04514113597246127,45.65,0.09114285714285714,0.0008605851979345911,0.035269137969361763,0.4299945030598415,"[102, 105, 124, 138, 139, 141, 163, 18, 196, 2, 206, 233, 24, 250, 254, 261, 271, 291, 301, 313, 318, 322, 342, 345, 348, 364, 365, 375, 39, 406, 421, 437, 442, 451, 462, 479, 485, 487, 496, 72]",20,2400,0,2438,0,22.825,1.0,"1,0"
4,0.04514113597246127,0.04514113597246127,45.65,0.09114285714285714,0.0008605851979345911,0.037832361173650644,0.42689997374900873,"[102, 105, 124, 138, 139, 141, 163, 18, 196, 2, 206, 233, 24, 250, 254, 261, 271, 291, 301, 313, 318, 322, 342, 345, 348, 364, 365, 375, 39, 406, 421, 437, 442, 451, 462, 479, 485, 487, 496, 72]",20,2720,0,2756,0,22.825,1.0,"1,0"
5,0.04514113597246127,0.04514113597246127,45.65,0.09114285714285714,0.0008605851979345911,0.041105624918269815,0.4218665016453084,"[102, 105, 124, 138, 139, 141, 163, 18, 196, 2, 206, 233, 24, 250, 254, 261, 271, 291, 301, 313, 318, 322, 342, 345, 348, 364, 365, 375, 39, 406, 421, 437, 442, 451, 462, 479, 485, 487, 496, 72]",20,2560,0,2593,0,22.825,1.0,"1,0"
6,0.04514113597246127,0.04514113597246127,45.65,0.09114285714285714,0.0008605851979345911,0.0423570236918234,0.40680775401674896,"[102, 105, 124, 138, 139, 141, 163, 18, 196, 2, 206, 233, 24, 250, 254, 261, 271, 291, 301, 313, 318, 322, 342, 345, 348, 364, 365, 375, 39, 406, 421, 437, 442, 451, 462, 479, 485, 487, 496, 72]",20,2480,0,2515,0,22.825,1.0,"1,0"
7,0.04514113597246127,0.04514113597246127,45.65,0.09114285714285714,0.0008605851979345911,0.04276566037097547,0.40738768444971074,"[102, 105, 124, 138, 139, 141, 163, 18, 196, 2, 206, 233, 24, 250, 254, 261, 271, 291, 301, 313, 318, 322, 342, 345, 348, 364, 365, 375, 39, 406, 421, 437, 442, 451, 462, 479, 485, 487, 496, 72]",20,2960,0,3000,0,22.825,1.0,"1,0"
8,0.04514113597246127,0.04514113597246127,45.65,0.09114285714285714,0.0008605851979345911,0.04318667221159916,0.399113741939709,"[102, 105, 124, 138, 139, 141, 163, 18, 196, 2, 206, 233, 24, 250, 254, 261, 271, 291, 301, 313, 318, 322, 342, 345, 348, 364, 365, 375, 39, 406, 421, 437, 442, 451, 462, 479, 485, 487, 496, 72]",20,2640,0,2674,0,22.825,1.0,"1,0"
9,0.04514113597246127,0.04514113597246127,45.65,0.09114285714285714,0.0008605851979345911,0.043215594491263026,0.40527662058330416,"[102, 105, 124, 138, 139, 141, 163, 18, 196, 2, 206, 233, 24, 250, 254, 261, 271, 291, 301, 313, 318, 322, 342, 345, 348, 364, 365, 375, 39, 406, 421, 437, 442, 451, 462, 479, 485, 487, 496, 72]",20,2720,0,2757,0,22.825,1.0,"1,0"
