dataset,community_method,diffusion_model,method,variant_type,seed_set,total_spread,extra_spread,seed_set_size,spread_includes_seed_nodes,mf,dcv,f_score,candidate_pool_size,optimization_mode,swarm_guidance,crossover,local_search,community_aware_mutation,node2vec_enabled,node2vec_mode,note,search_runtime_seconds,final_eval_runtime_seconds,runtime_seconds,mc_runs_search,mc_runs_eval,mc_runs_search_used,mc_runs_eval_used,final_recheck_applied,final_recheck_top_k_rank,final_recheck_mc_runs_used,final_recheck_random_seed,final_recheck_total_spread,final_recheck_extra_spread,final_recheck_mf,final_recheck_dcv,final_recheck_f_score,final_recheck_runtime_seconds,ml_guidance_mode,guidance_mode,ml_backend,gnn_model_type,graphsage_enabled,ris_enabled,ris_mode,ml_validation_spearman,ml_validation_precision_at_budget,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note,community_modularity,num_communities,largest_community_size,smallest_community_size,average_community_size,community_size_std,comparison_baseline_method,delta_f_score
synth2,leiden,ic,hybrid_siea,proposed,"[233, 375, 63, 72]",4.5,0.5,4,True,0.006666666666666667,0.1296296296296296,-0.06148148148148146,500,full,True,True,True,True,False,off,history=synth2_budget4_leiden_hybrid_siea_history.csv,0.038712700001269695,0.000504099998579477,0.03921679999984917,1,2,1,2,False,,,,,,,,,,off,none,none,,False,False,off,,,0,2.25,1.0,"0,1",0.4024841566484994,11,130,1,45.45454545454545,39.923480528639544,hybrid_siea,0.0
