node_id,ml_score,ris_score,fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,protected_group_coverage_bonus,spread_proxy_score,combined_score,score_normalization
1,0.09183737890051355,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.23350758948828315,0.309730081772867,global
10,0.09248873653676679,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.18124478791643767,0.2179174758245599,global
100,0.19211314996271647,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.6350968717699038,0.7648721258209918,global
101,0.11451087248581035,0.5,0.25,0.0,0.0,0.5714285714285714,0.0,0.46757686074501575,1.2143537280009404,global
102,0.09792307400774533,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.31930562690289205,0.34891785282449594,global
103,0.4942143310693241,0.0,0.0,0.2,0.2,0.5714285714285714,0.0,0.3834512997833366,1.0744662704830796,global
104,0.1805640072891522,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.6685919628315373,0.7690308481067938,global
105,0.1192084880757722,0.5,0.25,0.0,0.0,0.14285714285714285,0.0,0.24769169596031723,0.915872040273316,global
106,0.07340397953878221,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.0,0.5023668412422501,0.7168127772707829,global
107,0.028899384438946022,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.3303438088728569,0.36954274538601384,global
108,0.5360117167465618,0.0,0.0,0.2222222222222222,0.2222222222222222,0.7142857142857143,0.0,0.650447451163815,1.3127978776722995,global
109,0.16329439112485572,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.5652936460187437,0.6424672570216678,global
11,0.18353796638648928,0.0,0.0,0.08333333333333333,0.08333333333333333,0.8571428571428571,0.0,0.8160039402315618,1.0018033777732447,global
110,0.01768398067332451,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.36118739434986763,0.3014792851357495,global
111,0.08164929853153775,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.17868217609181852,0.20822088069052902,global
112,0.019599757679719096,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.22930834253462118,0.25026028601476663,global
113,0.8240341214157099,0.0,0.0,0.125,0.125,0.5714285714285714,0.0,0.5360595340420906,1.30936539646369,global
114,0.15077724038471743,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.4947641933858126,0.5328131839478133,global
115,0.07829746992068454,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.27224407910754767,0.31439275043670956,global
116,0.3432664639088379,0.0,0.0,0.09090909090909091,0.09090909090909091,0.7142857142857143,0.0,0.7264991681136017,1.0314466046062774,global
117,0.2317716457890452,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.6698249240126806,0.7390615719505942,global
118,0.32092063783321156,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.7586105022997018,0.9887521397578786,global
119,0.09045688268539463,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.43412643627168673,0.4603017949427047,global
12,0.009975156524996663,0.5,0.25,0.25,0.25,0.42857142857142855,0.0,0.5130029395631261,1.377467015330962,global
120,0.05435489667726081,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.3203222952542482,0.3144699783006508,global
121,0.28333955003175004,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.6799259360913305,0.7129277287476465,global
