dataset,community_method,clustering_method,clustering_input_mode,diffusion_model,ranking_model,embedding_method,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,seed_set_size,spread_includes_seed_nodes,mf,dcv,f_score,candidate_pool_size,optimization_mode,swarm_guidance,crossover,local_search,community_aware_mutation,node2vec_enabled,node2vec_mode,note,search_runtime_seconds,final_eval_runtime_seconds,runtime_seconds,mc_runs_search,mc_runs_eval,mc_runs_search_used,mc_runs_eval_used,final_recheck_applied,final_recheck_top_k_rank,final_recheck_mc_runs_used,final_recheck_random_seed,final_recheck_total_spread,final_recheck_extra_spread,final_recheck_mf,final_recheck_dcv,final_recheck_f_score,final_recheck_runtime_seconds,ml_guidance_mode,guidance_mode,ml_backend,gnn_model_type,graphsage_enabled,ris_enabled,ris_mode,ml_validation_spearman,ml_validation_precision_at_budget,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note,community_modularity,num_communities,largest_community_size,smallest_community_size,average_community_size,community_size_std,community_category,community_input_mode,community_requested_input_mode,protected_attribute,requested_spread_estimator,debias_mode,comparison_baseline_method,delta_f_score
graph_spa_500_0,leiden,none,none,ic,graphsage,graphsage,monte_carlo,ris_guidance,monte_carlo,hybrid_siea_ml_gnn_ris_two_tier_tuned_swap_local_search,ml_guided,"[0, 10, 12, 14, 17, 179, 22, 224, 241, 254, 258, 261, 262, 263, 268, 272, 276, 285, 3, 300, 313, 33, 331, 34, 35, 359, 411, 447, 45, 461, 477, 480, 489, 495, 52, 62, 77, 80, 81, 84]",42.0,2.0,40,True,0.05723905723905724,0.06228795486299437,-0.002524448811968564,500,full,True,True,True,True,False,off,"ML guidance mode=two_tier; full_pool=500; tier_policy=tuned; backend=gnn_ris; weights=(graphsage=1.000, ris=1.000, fair_ris=0.500, fairness=0.200, diversity=0.000); target=label_score; target_variance=0.006410; gnn_model_type=graphsage; node2vec_mode=off; feature_shape=(500, 53); edge_index_shape=(2, 1938); cache=miss; label_variance=0.006410; ris_num_rr_sets=128; ris_mode=weak_group_weighted; fair_ris_enabled=True; ris_reuse_rr_sets=True; history=graph_spa_500_0_budget40_leiden_hybrid_siea_ml_gnn_ris_two_tier_tuned_swap_local_search_history.csv",3.798050499997771,0.0012311999998928513,3.799281699997664,2,3,2,3,False,,,,,,,,,,two_tier,gnn_ris,gnn_ris,graphsage,True,True,weak_group_weighted,-0.13408764857600236,0.35,0,1.0,1.0,"palmdale,quartz_hill,sun_village",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,graph_native,graph,graph,region,ris_guidance,worst_group_boost,hybrid_siea,
