rank,node
1,11
2,138
3,15
4,152
5,16
6,184
7,196
8,2
9,228
10,237
11,245
12,248
13,249
14,250
15,251
16,252
17,263
18,266
19,270
20,274
21,275
22,286
23,312
24,32
25,320
26,340
27,345
28,348
29,4
30,404
31,43
32,430
33,442
34,444
35,458
36,46
37,463
38,466
39,474
40,489
41,495
42,5
43,53
44,58
45,60
46,7
47,8
48,9
49,92
50,97
