stack_name,permutation_name,status,dataset,protected_attribute,diffusion_model,community_method,community_input_mode,clustering_method,clustering_input_mode,embedding_method,ranking_model,optimizer_mode,debias_mode,fairness_objective,spread_estimator_search,spread_estimator_final,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,mf,dcv,f_score,MF,DCV,F-score,runtime_seconds,search_runtime_seconds,final_eval_runtime_seconds,mc_runs_search,mc_runs_eval,key_enabled_modules,notes,skip_reason,skipped_reason
community_aware_fair_greedy,community_aware_fair_greedy,ok,graph_spa_500_0,region,ic,leiden,graph,none,none,none,fairness_weighted_greedy,local_search,none,f_score,monte_carlo,monte_carlo,monte_carlo,none,monte_carlo,community_round_robin+fairness_weighted_greedy+swap_local_search,interpretable_baseline,"[2, 236, 238, 262, 28, 297, 34, 461, 478, 499]",10.0,0.0,0.0,0.40565700755274214,-0.20282850377637107,0.0,0.40565700755274214,-0.20282850377637107,3.1043312000037986,3.1037051000021165,0.0006261000016820617,2,3,diffusion=ic | community=leiden | embedding=none | clustering=none | clustering_input_mode=none | ranking=fairness_weighted_greedy | optimizer=local_search | debias_mode=none | search_estimator=monte_carlo | final_estimator=monte_carlo,"initial_rr=[12, 13, 14, 17, 18, 21, 223, 38, 40, 481]; greedy=[143, 2, 236, 238, 262, 28, 297, 461, 478, 499]; communities=19; modularity=0.802180",,
