rank,node
1,1
2,114
3,115
4,143
5,15
6,152
7,16
8,199
9,205
10,224
11,231
12,232
13,240
14,250
15,273
16,286
17,289
18,309
19,318
20,32
21,323
22,340
23,348
24,350
25,364
26,367
27,373
28,374
29,375
30,386
31,424
32,464
33,479
34,482
35,490
36,493
37,500
38,55
39,7
40,84
