dataset,community_method,clustering_method,clustering_input_mode,diffusion_model,ranking_model,embedding_method,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,seed_set_size,spread_includes_seed_nodes,mf,dcv,f_score,candidate_pool_size,optimization_mode,swarm_guidance,crossover,local_search,community_aware_mutation,node2vec_enabled,node2vec_mode,note,search_runtime_seconds,final_eval_runtime_seconds,runtime_seconds,mc_runs_search,mc_runs_eval,mc_runs_search_used,mc_runs_eval_used,final_recheck_applied,final_recheck_top_k_rank,final_recheck_mc_runs_used,final_recheck_random_seed,final_recheck_total_spread,final_recheck_extra_spread,final_recheck_mf,final_recheck_dcv,final_recheck_f_score,final_recheck_runtime_seconds,ml_guidance_mode,guidance_mode,ml_backend,gnn_model_type,graphsage_enabled,ris_enabled,ris_mode,ml_validation_spearman,ml_validation_precision_at_budget,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note,community_modularity,num_communities,largest_community_size,smallest_community_size,average_community_size,community_size_std,community_category,community_input_mode,community_requested_input_mode,protected_attribute,requested_spread_estimator,debias_mode,comparison_baseline_method,delta_f_score
graph_spa_500_0,leiden,none,none,ic,none,none,not_used,none,monte_carlo,degree,baseline,"[12, 13, 17, 18, 271]",6.333333333333333,1.333333333333333,5,True,0.0,0.8617347564715986,-0.4308673782357993,500,full,False,False,False,False,False,off,,0.00046440000005532056,0.0008015999992494471,0.0012659999993047677,2,3,2,3,False,,,,,,,,,,off,none,none,,False,False,off,,,11,0.0,0.15384615384615385,"acton,desert_view_highlands,lake_los_angeles",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,graph_native,graph,graph,region,auto,off,hybrid_siea,
