node_id,ml_score,ris_score,fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,protected_group_coverage_bonus,spread_proxy_score,combined_score
0,0.6409597184734702,0.0,0.0,0.5,0.5,0.0,0.0,0.08954349696701551,0.9844892017182354
1,0.6868072875738837,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.09036306588973554,0.13407052671714612,0.9580897112116458
10,0.3267687228808637,0.5,0.3357825447231506,0.5,0.5,0.0,0.0,0.062173351444773144,1.5065465002622944
100,0.2188091429392019,0.5,0.44477626579828916,0.0,0.0,0.16666666666666666,0.28297715549005154,0.1451776301297525,1.4612794598906742
101,0.6277477877617957,0.0,0.0,0.0,0.0,0.0,0.17299771167048053,0.1288290123613948,0.6639527680482954
102,0.4468118999624176,0.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.18420289436294338,1.0531161543855363
103,0.27991817281082376,0.0,0.0,0.0,0.0,0.0,0.09036306588973554,0.04012903559573536,0.3023574010956063
104,0.5581523967337456,0.0,0.0,0.0,0.0,0.16666666666666666,0.25175983436853006,0.2690219088983495,0.833408608974825
105,0.29616403020260346,0.0,0.0,0.5,0.5,0.0,0.09036306588973554,0.021909202318120092,0.806441567958806
106,0.35743875773002154,0.0,0.0,0.0,0.0,0.0,0.17299771167048053,0.04440309850104993,0.4409660814819155
107,0.34566051112098123,0.0,0.0,0.0,0.0,0.0,0.09036306588973554,0.06667940716786155,0.358997186541567
108,0.3220134784242714,0.5,0.44477626579828916,0.0,0.0,0.0,0.28297715549005154,0.09013796219650963,1.4281732942235923
109,0.17567391454055487,0.0,0.0,0.0,0.0,0.0,0.28297715549005154,0.04110089899111426,0.42238925526488563
11,0.22189282362525198,0.0,0.0,0.0,0.0,0.0,0.0,0.052030998229541506,0.176137375829493
110,0.41070800163996035,0.0,0.0,0.0,0.0,0.16666666666666666,0.25175983436853006,0.16600467436075267,0.6889906385941367
