rank,node
1,10
2,12
3,138
4,140
5,15
6,178
7,184
8,200
9,21
10,222
11,230
12,232
13,250
14,252
15,258
16,260
17,262
18,278
19,325
20,332
21,342
22,37
23,384
24,391
25,404
26,408
27,409
28,422
29,45
30,458
31,476
32,485
33,486
34,488
35,493
36,498
37,58
38,7
39,70
40,81
