generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.042950680272108833,0.042950680272108833,43.2,0.08632653061224489,0.000425170068027227,0.04078601876045237,0.6347196328593127,"[12, 13, 15, 17, 18, 19, 21, 223, 238, 24, 263, 264, 265, 266, 269, 271, 275, 281, 284, 285, 287, 298, 310, 312, 32, 33, 36, 38, 39, 40, 411, 461, 464, 465, 481, 492, 55, 59, 85, 95]",20,3200,0,3176,0,21.6,1.0,"female,male"
1,0.04300663089575674,0.04300663089575674,43.55,0.08693877551020408,0.0009255137186906151,0.0426632928876713,0.5615666139232917,"[12, 13, 139, 14, 15, 17, 18, 21, 223, 238, 24, 263, 264, 265, 266, 267, 268, 269, 270, 271, 274, 275, 278, 282, 284, 287, 297, 298, 30, 303, 312, 327, 33, 36, 37, 393, 40, 44, 464, 481]",20,3200,0,2840,0,21.775,1.0,"female,male"
2,0.043585434173669474,0.043585434173669474,43.75,0.08745098039215686,0.00028011204481791127,0.042816803194626864,0.541793357915292,"[102, 12, 13, 14, 17, 18, 19, 21, 22, 223, 238, 24, 263, 264, 265, 266, 267, 269, 271, 278, 281, 287, 298, 300, 303, 308, 312, 327, 33, 331, 34, 340, 37, 38, 40, 44, 464, 481, 53, 85]",20,3200,0,2996,0,21.875,1.0,"male,female"
3,0.043585434173669474,0.043585434173669474,43.75,0.08745098039215686,0.00028011204481791127,0.042827260421848944,0.5344349929159701,"[102, 12, 13, 14, 17, 18, 19, 21, 22, 223, 238, 24, 263, 264, 265, 266, 267, 269, 271, 278, 281, 287, 298, 300, 303, 308, 312, 327, 33, 331, 34, 340, 37, 38, 40, 44, 464, 481, 53, 85]",20,3200,0,2756,0,21.875,1.0,"male,female"
4,0.043585434173669474,0.043585434173669474,43.75,0.08745098039215686,0.00028011204481791127,0.0429068937050608,0.5191421137821212,"[102, 12, 13, 14, 17, 18, 19, 21, 22, 223, 238, 24, 263, 264, 265, 266, 267, 269, 271, 278, 281, 287, 298, 300, 303, 308, 312, 327, 33, 331, 34, 340, 37, 38, 40, 44, 464, 481, 53, 85]",20,3200,0,2594,0,21.875,1.0,"male,female"
5,0.043585434173669474,0.043585434173669474,43.75,0.08745098039215686,0.00028011204481791127,0.04294068884394832,0.5149200696510865,"[102, 12, 13, 14, 17, 18, 19, 21, 22, 223, 238, 24, 263, 264, 265, 266, 267, 269, 271, 278, 281, 287, 298, 300, 303, 308, 312, 327, 33, 331, 34, 340, 37, 38, 40, 44, 464, 481, 53, 85]",20,3200,0,2438,0,21.875,1.0,"male,female"
6,0.043585434173669474,0.043585434173669474,43.75,0.08745098039215686,0.00028011204481791127,0.042987572352979245,0.4934049925227353,"[102, 12, 13, 14, 17, 18, 19, 21, 22, 223, 238, 24, 263, 264, 265, 266, 267, 269, 271, 278, 281, 287, 298, 300, 303, 308, 312, 327, 33, 331, 34, 340, 37, 38, 40, 44, 464, 481, 53, 85]",20,3200,0,2835,0,21.875,1.0,"male,female"
7,0.043585434173669474,0.043585434173669474,43.75,0.08745098039215686,0.00028011204481791127,0.04302227842641777,0.4685678620033577,"[102, 12, 13, 14, 17, 18, 19, 21, 22, 223, 238, 24, 263, 264, 265, 266, 267, 269, 271, 278, 281, 287, 298, 300, 303, 308, 312, 327, 33, 331, 34, 340, 37, 38, 40, 44, 464, 481, 53, 85]",20,3200,0,2677,0,21.875,1.0,"male,female"
8,0.043585434173669474,0.043585434173669474,43.75,0.08745098039215686,0.00028011204481791127,0.04306721710662478,0.4623686932136412,"[102, 12, 13, 14, 17, 18, 19, 21, 22, 223, 238, 24, 263, 264, 265, 266, 267, 269, 271, 278, 281, 287, 298, 300, 303, 308, 312, 327, 33, 331, 34, 340, 37, 38, 40, 44, 464, 481, 53, 85]",20,3200,0,2997,0,21.875,1.0,"male,female"
9,0.043585434173669474,0.043585434173669474,43.75,0.08745098039215686,0.00028011204481791127,0.0430773025821055,0.4463003604554434,"[102, 12, 13, 14, 17, 18, 19, 21, 22, 223, 238, 24, 263, 264, 265, 266, 267, 269, 271, 278, 281, 287, 298, 300, 303, 308, 312, 327, 33, 331, 34, 340, 37, 38, 40, 44, 464, 481, 53, 85]",20,3200,0,2757,0,21.875,1.0,"male,female"
