generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.0215930263508118,0.0215930263508118,22.1,0.04411764705882353,0.0009315943571999288,0.017515463758371572,0.6827131746282017,"[12, 13, 14, 15, 17, 21, 238, 263, 264, 265, 266, 271, 278, 287, 317, 33, 38, 464, 52, 85]",12,960,0,995,0,11.05,1.0,"male,female"
1,0.02206223798774591,0.02206223798774591,22.15,0.04428571428571428,0.00016123831022246045,0.02149628270137313,0.5403823763214448,"[12, 13, 15, 17, 18, 21, 22, 223, 238, 263, 264, 265, 266, 267, 271, 287, 33, 464, 481, 53]",12,920,0,897,0,11.075,1.0,"female,male"
2,0.02206223798774591,0.02206223798774591,22.15,0.04428571428571428,0.00016123831022246045,0.021670475617712837,0.5018870410755113,"[12, 13, 15, 17, 18, 21, 22, 223, 238, 263, 264, 265, 266, 267, 271, 287, 33, 464, 481, 53]",12,960,0,744,0,11.075,1.0,"female,male"
3,0.02206223798774591,0.02206223798774591,22.15,0.04428571428571428,0.00016123831022246045,0.021740851300759586,0.4825143649731356,"[12, 13, 15, 17, 18, 21, 22, 223, 238, 263, 264, 265, 266, 267, 271, 287, 33, 464, 481, 53]",12,960,0,784,0,11.075,1.0,"female,male"
4,0.022312696890836828,0.022312696890836828,22.35,0.0446938775510204,6.848376934674853e-05,0.021875907601115074,0.44818257057137617,"[12, 13, 14, 17, 21, 238, 263, 264, 265, 267, 271, 287, 293, 33, 34, 37, 464, 55, 59, 77]",12,880,0,823,0,11.175,1.0,"female,male"
5,0.022312696890836828,0.022312696890836828,22.35,0.0446938775510204,6.848376934674853e-05,0.02189688554349924,0.4551938972137964,"[12, 13, 14, 17, 21, 238, 263, 264, 265, 267, 271, 287, 293, 33, 34, 37, 464, 55, 59, 77]",12,960,0,742,0,11.175,1.0,"female,male"
6,0.022312696890836828,0.022312696890836828,22.35,0.0446938775510204,6.848376934674853e-05,0.021970245996445203,0.4363051102090673,"[12, 13, 14, 17, 21, 238, 263, 264, 265, 267, 271, 287, 293, 33, 34, 37, 464, 55, 59, 77]",12,960,0,818,0,11.175,1.0,"female,male"
7,0.022312696890836828,0.022312696890836828,22.35,0.0446938775510204,6.848376934674853e-05,0.02202774454452873,0.4298210773791166,"[12, 13, 14, 17, 21, 238, 263, 264, 265, 267, 271, 287, 293, 33, 34, 37, 464, 55, 59, 77]",12,960,0,855,0,11.175,1.0,"female,male"
8,0.022312696890836828,0.022312696890836828,22.35,0.0446938775510204,6.848376934674853e-05,0.02207862043966048,0.4203453356286031,"[12, 13, 17, 21, 223, 238, 263, 264, 265, 266, 271, 287, 298, 327, 33, 37, 38, 44, 464, 53]",12,960,0,730,0,11.175,1.0,"female,male"
9,0.022312696890836828,0.022312696890836828,22.35,0.0446938775510204,6.848376934674853e-05,0.02207862043966048,0.4280208251222744,"[12, 13, 17, 21, 223, 238, 263, 264, 265, 266, 271, 287, 298, 327, 33, 37, 38, 44, 464, 53]",12,880,0,655,0,11.175,1.0,"female,male"
