generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.021882086167800446,0.021882086167800446,22.5,0.044897959183673466,0.0011337868480725784,0.018141287323519432,0.6907866873675564,"[12, 13, 14, 17, 196, 21, 223, 238, 263, 264, 265, 266, 267, 271, 298, 303, 312, 45, 468, 77]",12,960,0,845,0,11.25,1.0,"female,male"
1,0.022312696890836828,0.022312696890836828,22.35,0.0446938775510204,6.848376934674853e-05,0.021525462518643974,0.6244566991833689,"[12, 13, 14, 17, 18, 21, 231, 238, 263, 264, 265, 271, 287, 293, 303, 33, 380, 40, 411, 464]",12,920,0,634,0,11.175,1.0,"female,male"
2,0.022312696890836828,0.022312696890836828,22.35,0.0446938775510204,6.848376934674853e-05,0.021772336584907,0.5504220577322158,"[12, 13, 14, 17, 18, 21, 231, 238, 263, 264, 265, 271, 287, 293, 303, 33, 380, 40, 411, 464]",12,880,0,617,0,11.175,1.0,"female,male"
3,0.022312696890836828,0.022312696890836828,22.35,0.0446938775510204,6.848376934674853e-05,0.021835698960501138,0.5366385628312583,"[12, 13, 14, 17, 18, 21, 231, 238, 263, 264, 265, 271, 287, 293, 303, 33, 380, 40, 411, 464]",12,920,0,650,0,11.175,1.0,"female,male"
4,0.022312696890836828,0.022312696890836828,22.35,0.0446938775510204,6.848376934674853e-05,0.02187978551328658,0.5352632942668569,"[12, 13, 14, 17, 18, 21, 231, 238, 263, 264, 265, 271, 287, 293, 303, 33, 380, 40, 411, 464]",12,880,0,588,0,11.175,1.0,"female,male"
5,0.022538150515194977,0.022538150515194977,22.55,0.045098039215686274,2.173818529631803e-05,0.022033080895258444,0.46546913460729283,"[12, 13, 14, 17, 21, 225, 238, 263, 264, 265, 271, 274, 287, 298, 303, 33, 40, 45, 468, 481]",12,880,0,656,0,11.275,1.0,"male,female"
6,0.022538150515194977,0.022538150515194977,22.55,0.045098039215686274,2.173818529631803e-05,0.022092698242607543,0.442052295648225,"[12, 13, 14, 17, 21, 225, 238, 263, 264, 265, 271, 274, 287, 298, 303, 33, 40, 45, 468, 481]",12,880,0,607,0,11.275,1.0,"male,female"
7,0.022538150515194977,0.022538150515194977,22.55,0.045098039215686274,2.173818529631803e-05,0.022092698242607543,0.442052295648225,"[12, 13, 14, 17, 21, 225, 238, 263, 264, 265, 271, 274, 287, 298, 303, 33, 40, 45, 468, 481]",12,800,0,538,0,11.275,1.0,"male,female"
8,0.022538150515194977,0.022538150515194977,22.55,0.045098039215686274,2.173818529631803e-05,0.022134582736101038,0.4379864955395373,"[12, 13, 14, 17, 21, 225, 238, 263, 264, 265, 271, 274, 287, 298, 303, 33, 40, 45, 468, 481]",12,920,0,580,0,11.275,1.0,"male,female"
9,0.022538150515194977,0.022538150515194977,22.55,0.045098039215686274,2.173818529631803e-05,0.022149094675763776,0.43712526727382944,"[12, 13, 14, 17, 21, 225, 238, 263, 264, 265, 271, 274, 287, 298, 303, 33, 40, 45, 468, 481]",12,920,0,501,0,11.275,1.0,"male,female"
