dataset,community_method,diffusion_model,method,variant_type,seed_set,total_spread,extra_spread,seed_set_size,spread_includes_seed_nodes,mf,dcv,f_score,candidate_pool_size,optimization_mode,swarm_guidance,crossover,local_search,community_aware_mutation,node2vec_enabled,node2vec_mode,note,search_runtime_seconds,final_eval_runtime_seconds,runtime_seconds,mc_runs_search,mc_runs_eval,mc_runs_search_used,mc_runs_eval_used,final_recheck_applied,final_recheck_top_k_rank,final_recheck_mc_runs_used,final_recheck_random_seed,final_recheck_total_spread,final_recheck_extra_spread,final_recheck_mf,final_recheck_dcv,final_recheck_f_score,final_recheck_runtime_seconds,ml_guidance_mode,guidance_mode,ml_backend,gnn_model_type,graphsage_enabled,ris_enabled,ris_mode,ml_validation_spearman,ml_validation_precision_at_budget,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note,community_modularity,num_communities,largest_community_size,smallest_community_size,average_community_size,community_size_std,comparison_baseline_method,delta_f_score
graph_spa_500_0,leiden,ic,hybrid_siea,proposed,"[102, 12, 13, 14, 17, 18, 19, 21, 22, 223, 238, 24, 263, 264, 265, 266, 267, 269, 271, 278, 281, 287, 298, 300, 303, 308, 312, 327, 33, 331, 34, 340, 37, 38, 40, 44, 464, 481, 53, 85]",42.683,2.683,40,True,0.08441176470588235,0.005589082855689901,0.039411340925096225,500,full,True,True,True,True,False,off,history=graph_spa_500_0_budget40_leiden_hybrid_siea_history.csv,169.18643730000076,0.28536260000146285,169.47179990000222,20,1000,20,1000,False,,,,,,,,,,off,none,none,,False,False,off,,,0,21.3415,1.0,"male,female",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea,0.0
graph_spa_500_0,leiden,ic,hybrid_siea_ml_gnn_ris_two_tier_tuned_swap_local_search,ml_guided,"[104, 12, 127, 13, 14, 15, 17, 170, 179, 18, 21, 223, 238, 24, 250, 26, 263, 264, 265, 266, 267, 268, 271, 276, 278, 287, 293, 298, 33, 331, 34, 373, 403, 411, 44, 464, 465, 50, 81, 92]",42.399,2.399000000000001,40,True,0.08311764705882353,0.009907975077103651,0.03660483599085994,500,full,True,True,True,True,False,off,"ML guidance mode=two_tier; full_pool=500; tier_policy=tuned; backend=gnn_ris; weights=(graphsage=1.250, ris=1.000, fair_ris=0.500, fairness=0.250, diversity=0.150); target=gnn_label_score; target_variance=0.017138; gnn_model_type=graphsage; node2vec_mode=off; feature_shape=(500, 42); edge_index_shape=(2, 1938); cache=miss; label_variance=0.025930; ris_num_rr_sets=256; ris_mode=weak_group_weighted; fair_ris_enabled=True; ris_reuse_rr_sets=True; history=graph_spa_500_0_budget40_leiden_hybrid_siea_ml_gnn_ris_two_tier_tuned_swap_local_search_history.csv",34.26591589999953,0.24460539999927278,34.5105212999988,20,1000,20,1000,False,,,,,,,,,,two_tier,gnn_ris,gnn_ris,graphsage,True,True,weak_group_weighted,0.4184639016897081,0.575,0,21.1995,1.0,"male,female",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea,-0.002806504934236287
