generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.01948179271708682,0.01948179271708682,21.0,0.04176470588235294,0.0028011204481792947,0.00015537977900519518,0.7504652911704832,"[15, 196, 223, 24, 243, 278, 297, 303, 317, 326, 327, 331, 39, 40, 44, 468, 59, 6, 77, 85]",12,0,0,35,0,10.5,1.0,"male,female"
1,0.020390549662487926,0.020390549662487926,21.35,0.04254901960784314,0.001767920282867285,0.010158171923774568,0.7203329123799731,"[12, 127, 13, 14, 17, 21, 223, 238, 264, 267, 271, 287, 312, 317, 33, 40, 411, 44, 464, 481]",12,0,0,23,0,10.675,1.0,"male,female"
2,0.0215930263508118,0.0215930263508118,22.1,0.04411764705882353,0.0009315943571999288,0.018319532083896327,0.6698702101287084,"[12, 127, 13, 15, 17, 223, 238, 24, 264, 265, 267, 269, 271, 278, 36, 380, 40, 465, 483, 77]",12,0,0,22,0,11.05,1.0,"male,female"
3,0.0215930263508118,0.0215930263508118,22.1,0.04411764705882353,0.0009315943571999288,0.01887130596112606,0.6528270891747394,"[12, 127, 13, 15, 17, 223, 238, 24, 264, 265, 267, 269, 271, 278, 36, 380, 40, 465, 483, 77]",12,0,0,21,0,11.05,1.0,"male,female"
4,0.0215930263508118,0.0215930263508118,22.1,0.04411764705882353,0.0009315943571999288,0.02008759198448772,0.6649705257972353,"[12, 13, 14, 17, 223, 238, 24, 264, 265, 267, 271, 287, 312, 33, 40, 44, 465, 483, 52, 6]",12,0,0,22,0,11.05,1.0,"male,female"
5,0.0215930263508118,0.0215930263508118,22.1,0.04411764705882353,0.0009315943571999288,0.020142929373956436,0.6463859214915684,"[12, 13, 14, 17, 223, 238, 24, 264, 265, 267, 271, 287, 312, 33, 40, 44, 465, 483, 52, 6]",12,0,0,22,0,11.05,1.0,"male,female"
6,0.0215930263508118,0.0215930263508118,22.1,0.04411764705882353,0.0009315943571999288,0.020333468876927732,0.6502636219062706,"[12, 13, 14, 17, 223, 238, 24, 264, 265, 267, 271, 287, 312, 33, 40, 44, 465, 483, 52, 6]",12,0,0,23,0,11.05,1.0,"male,female"
7,0.0215930263508118,0.0215930263508118,22.1,0.04411764705882353,0.0009315943571999288,0.020333468876927732,0.6502636219062706,"[12, 13, 14, 17, 223, 238, 24, 264, 265, 267, 271, 287, 312, 33, 40, 44, 465, 483, 52, 6]",12,0,0,21,0,11.05,1.0,"male,female"
8,0.0215930263508118,0.0215930263508118,22.1,0.04411764705882353,0.0009315943571999288,0.020722961056200414,0.6367231645987738,"[12, 13, 14, 17, 223, 238, 24, 264, 265, 267, 271, 287, 312, 33, 40, 44, 465, 483, 52, 6]",12,0,0,23,0,11.05,1.0,"male,female"
9,0.0215930263508118,0.0215930263508118,22.1,0.04411764705882353,0.0009315943571999288,0.020722961056200414,0.6367231645987738,"[12, 13, 14, 17, 223, 238, 24, 264, 265, 267, 271, 287, 312, 33, 40, 44, 465, 483, 52, 6]",12,0,0,22,0,11.05,1.0,"male,female"
