dataset,community_method,method,seed_set,total_spread,mf,dcv,f_score,runtime_seconds,candidate_pool_size,group_spread,group_targets,note
twitter,leiden,degree,"[22461427, 2384071, 17850012, 16004411, 19686924]",13.0,0.002395644283121597,0.10279864116524733,-0.050201498441062864,0.0014993999975558836,3753,"{""1"": 6.6, ""0"": 3.5, ""2"": 2.9}","{""1"": 9.543032240873966, ""0"": 2.812683186783906, ""2"": 0.6442845723421263}",
twitter,leiden,pagerank,"[22461427, 2384071, 17850012, 16004411, 16447060]",12.6,0.002976406533575317,0.03781868464264112,-0.0174211390545329,0.0013729999991483055,3753,"{""1"": 8.2, ""0"": 3.1, ""2"": 1.3}","{""1"": 9.249400479616307, ""0"": 2.7261390887290164, ""2"": 0.6244604316546762}",
twitter,leiden,community_round_robin,"[2384071, 19686924, 25681991, 18301693, 16004411]",8.8,0.0007389162561576354,0.22828967010001497,-0.11377537692192867,0.09519359999831067,3753,"{""1"": 6.7, ""0"": 0.6, ""2"": 1.5}","{""1"": 6.459898747668532, ""0"": 1.9039701572075673, ""2"": 0.4361310951239009}",
twitter,leiden,random,"[5771302, 29555433, 15610769, 14342597, 18024506]",5.1,0.001088929219600726,0.09747238278251401,-0.04819172678145664,0.00041259999852627516,3753,"{""1"": 3.0, ""0"": 1.0, ""2"": 1.1}","{""1"": 3.7438049560351714, ""0"": 1.10343725019984, ""2"": 0.25275779376498797}",
twitter,leiden,hybrid_siea,"[10638782, 15157283, 15878694, 16335288, 43515339]",5.5,0.0011978221415607985,0.06088324258923173,-0.029842710223835466,0.11508490000051097,3753,"{""1"": 3.3, ""0"": 1.2, ""2"": 1.0}","{""1"": 4.037436717292833, ""0"": 1.1899813482547295, ""2"": 0.27258193445243806}",
