stack_name,fim_stack,pipeline_mode,permutation_name,status,dataset,protected_attribute,budget,diffusion_model,ranking_policy,community_method,community_input_mode,clustering_method,clustering_input_mode,embedding_method,ranking_model,optimizer_mode,method_type,repair_enabled,swap_local_search_enabled,debias_mode,fairness_objective,spread_estimator_search,spread_estimator_final,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,mf,dcv,f_score,MF,DCV,F-score,runtime_seconds,search_runtime_seconds,final_eval_runtime_seconds,scalability_mode,scalability_pass,candidate_pool_size,use_ris,use_fair_ris,fair_ris_enabled,ris_mode,ris_num_rr_sets,effective_ris_num_rr_sets,ris_reuse_rr_sets,ris_score_nonzero_count,ris_score_std,fair_ris_score_nonzero_count,fair_ris_score_std,ris_active_verified,fair_ris_active_verified,ris_verification_warnings,zero_covered_groups_count,fraction_groups_covered,fairness_gate_status,fairness_gate_failures,protected_group_coverage_summary,protected_group_counts,group_imbalance_ratio,budget_per_group_estimate,group_influence_distribution,normalized_group_influence_distribution,weakest_protected_group,strongest_protected_group,negative_f_score_reason,adaptive_fairness_multiplier,large_imbalance_fairness_active,large_imbalance_fairness_mode,score_normalization,candidate_pool_group_counts,candidate_pool_group_quota,candidate_pool_group_quota_shortfall,group_stratified_candidate_pool,budget_adequacy_warning,seed_quota_per_protected_group,initial_population_group_coverage_summary,repair_attempts,weak_group_repairs,protected_group_seed_counts_before_repair,protected_group_seed_counts_after_repair,swap_attempts,swap_accepted,swap_rejected_fairness_degradation,swap_accepted_fscore_improvement,swap_accepted_mf_improvement,swap_accepted_spread_fairness_preserved,mc_runs_search,mc_runs_eval,key_enabled_modules,use_community_features,community_feature_mode,allow_protected_features_in_ml,ml_score_weight,ris_score_weight,fair_ris_score_weight,fairness_bonus_weight,weak_group_bonus_weight,community_diversity_weight,protected_group_coverage_weight,spread_proxy_weight,community_balance_enabled,protected_group_balance_enabled,repair_mode,initial_seed_source,repaired_seed_sets,successful_swaps,final_community_coverage,final_seed_count_per_community,community_coverage_ratio,final_protected_group_coverage,num_communities,community_modularity,score_table_path,embeddings_cache_path,embedding_cache_status,community_cache_status,ris_cache_status,score_cache_status,fitness_cache_hits,marginal_cache_hits,swap_cache_hits,community_assignments_path,community_sizes_path,diagnostics_path,candidate_score_components_constant,notes,skip_reason,skipped_reason
community_aware_fair_greedy,community_aware_fair_greedy,baseline,community_aware_fair_greedy,ok,twitter,color,5,ic,professor_priority,leiden,graph,none,none,none,fairness_weighted_greedy,local_search,non_ml_baseline,True,False,none,f_score,monte_carlo,monte_carlo,monte_carlo,none,monte_carlo,community_round_robin+fairness_weighted_greedy+swap_local_search,interpretable_baseline,"[14830184, 17850012, 21062689, 22461427, 2384071]",10.0,5.0,0.0022988505747126436,0.04574712643678161,-0.021724137931034483,0.0022988505747126436,0.04574712643678161,-0.021724137931034483,1.7810503999971843,1.7787239999997837,0.0023263999974005856,auto,True,50,False,False,False,weak_group_weighted,8,256,True,0,0.0,0,0.0,False,False,,0,1.0,fail,min_f_score,"{""0"": 1, ""1"": 3, ""2"": 1}","{'0': 812, '1': 2755, '2': 186}",14.811827956989248,"{'0': 1.0818012256861178, '1': 3.6703970157207566, '2': 0.2478017585931255}","{'0': 2.3333333333333335, '1': 6.333333333333333, '2': 1.3333333333333333}","{'0': 0.002873563218390805, '1': 0.0022988505747126436, '2': 0.007168458781362007}",1,2,DCV exceeds MF after lambda weighting; weakest protected group has low normalized influence.,2.0,False,off,global,,,,,,,,,,,,,,,,,,1,3,diffusion=ic | community=leiden | embedding=none | clustering=none | clustering_input_mode=none | ranking=fairness_weighted_greedy | optimizer=local_search | debias_mode=none | search_estimator=monte_carlo | final_estimator=monte_carlo | fair_ris=False,True,basic,False,0.7,0.0,0.0,1.0,2.0,0.5,2.0,0.4,True,True,balanced,fairness_weighted_greedy,,,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",0.0423728813559322,"{""0"": 1, ""1"": 3, ""2"": 1}",118,0.655834799478443,C:\Users\User\Desktop\VKU-Internship-2026\results\baseline_pool_smoke\runs\seed_42\budget_5\color\twitter\color\twitter_community_aware_fair_greedy_combined_candidate_scores.csv,,,miss,,,,,,C:\Users\User\Desktop\VKU-Internship-2026\results\baseline_pool_smoke\runs\seed_42\budget_5\color\twitter\color\twitter_community_aware_fair_greedy_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\baseline_pool_smoke\runs\seed_42\budget_5\color\twitter\color\twitter_community_aware_fair_greedy_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\baseline_pool_smoke\runs\seed_42\budget_5\color\twitter\color\twitter_community_aware_fair_greedy_diagnostics.json,False,"initial_rr=[14830184, 17850012, 21062689, 22461427, 2384071]; greedy=[17850012, 20775769, 5597882, 901731, 9244632]; objective=professor_priority; communities=118; modularity=0.655835; baseline_candidate_pool=50",,
