reference_stack_name,reference_kind,stack_name,delta_f_score,delta_mf,delta_dcv,delta_spread,delta_extra_spread,runtime_speedup_vs_baseline,dataset,protected_attribute,budget
community_aware_fair_greedy,baseline,graphsage_community_ea_memetic,0.06998270920392646,0.02049166333199947,-0.11947375507585345,0.4366666666666674,0.4366666666666674,0.05879998173531496,graph_spa_500_0,gender,40
community_aware_fair_greedy,baseline,gcn_community_ea_memetic,0.06850754836915587,0.02031479258370015,-0.11670030415461158,0.5833333333333286,0.5833333333333286,0.04969784583731414,graph_spa_500_0,gender,40
community_aware_fair_greedy,baseline,node2vec_xgboost_community_ea_memetic,0.06732462709624684,0.019403227957849815,-0.11524602623464386,0.23666666666666458,0.23666666666666458,0.05561909008221459,graph_spa_500_0,gender,40
community_aware_fair_greedy,baseline,gcn_community_siea,0.05960812319713907,0.01853594771241831,-0.10068029868185982,1.0599999999999952,1.0599999999999952,0.06614419426240307,graph_spa_500_0,gender,40
community_aware_fair_greedy,baseline,node2vec_xgboost_community_siea,0.05923034250315218,0.01800000000000001,-0.10046068500630434,0.7933333333333294,0.7933333333333294,0.05838057096970992,graph_spa_500_0,gender,40
community_aware_fair_greedy,baseline,graphsage_community_siea,0.030641598404331345,0.009712418300653607,-0.05157077850800908,0.7366666666666646,0.7366666666666646,0.06645148826841618,graph_spa_500_0,gender,40
