rank,node
1,10
2,11
3,112
4,116
5,129
6,139
7,154
8,160
9,188
10,192
11,211
12,217
13,218
14,234
15,241
16,244
17,258
18,270
19,279
20,288
21,304
22,309
23,32
24,322
25,33
26,361
27,367
28,372
29,379
30,424
31,425
32,438
33,450
34,46
35,464
36,469
37,484
38,498
39,60
40,75
