rank,node
1,10
2,116
3,12
4,128
5,138
6,144
7,149
8,15
9,152
10,157
11,179
12,196
13,204
14,21
15,228
16,237
17,250
18,254
19,265
20,274
21,287
22,292
23,296
24,318
25,321
26,345
27,37
28,391
29,446
30,447
31,458
32,463
33,470
34,476
35,489
36,495
37,498
38,57
39,85
40,92
