rank,node
1,101
2,12
3,125
4,139
5,158
6,159
7,160
8,167
9,217
10,218
11,225
12,231
13,244
14,257
15,259
16,262
17,271
18,280
19,290
20,295
21,30
22,351
23,37
24,389
25,39
26,422
27,424
28,431
29,432
30,437
31,438
32,443
33,462
34,463
35,464
36,500
37,72
38,88
39,91
40,96
