stack_name,fim_stack,pipeline_mode,permutation_name,status,dataset,protected_attribute,diffusion_model,community_method,community_input_mode,clustering_method,clustering_input_mode,embedding_method,ranking_model,optimizer_mode,method_type,repair_enabled,swap_local_search_enabled,debias_mode,fairness_objective,spread_estimator_search,spread_estimator_final,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,mf,dcv,f_score,MF,DCV,F-score,runtime_seconds,search_runtime_seconds,final_eval_runtime_seconds,mc_runs_search,mc_runs_eval,key_enabled_modules,use_community_features,community_feature_mode,allow_protected_features_in_ml,ml_score_weight,ris_score_weight,fair_ris_score_weight,fairness_bonus_weight,community_diversity_weight,community_balance_enabled,protected_group_balance_enabled,repair_mode,initial_seed_source,repaired_seed_sets,successful_swaps,final_community_coverage,final_protected_group_coverage,score_table_path,embeddings_cache_path,community_assignments_path,community_sizes_path,notes,skip_reason,skipped_reason
community_aware_fair_greedy,community_aware_fair_greedy,baseline,community_aware_fair_greedy,ok,graph_spa_500_0,region,ic,leiden,graph,none,none,none,fairness_weighted_greedy,local_search,non_ml_baseline,True,True,none,f_score,monte_carlo,monte_carlo,monte_carlo,none,monte_carlo,community_round_robin+fairness_weighted_greedy+swap_local_search,interpretable_baseline,"[2, 236, 238, 264, 297]",5.0,0.0,0.0,0.6923076923076923,-0.34615384615384615,0.0,0.6923076923076923,-0.34615384615384615,1.3457893999948283,1.3452282999969611,0.0005610999978671316,2,3,diffusion=ic | community=leiden | embedding=none | clustering=none | clustering_input_mode=none | ranking=fairness_weighted_greedy | optimizer=local_search | debias_mode=none | search_estimator=monte_carlo | final_estimator=monte_carlo,True,basic,False,1.0,1.0,0.5,0.2,0.2,True,True,balanced,fairness_weighted_greedy,,,"{""0"": 1, ""10"": 1, ""12"": 1, ""16"": 1, ""9"": 1}","{""acton"": 0, ""desert_view_highlands"": 0, ""lake_los_angeles"": 1, ""lancaster"": 0, ""leona_valley"": 0, ""littlerock"": 0, ""northeast_antelope_valley"": 0, ""northwest_antelope_valley"": 1, ""northwest_palmdale"": 0, ""palmdale"": 2, ""quartz_hill"": 1, ""southeast_antelope_valley"": 0, ""sun_village"": 0}",,,C:\Users\User\Desktop\VKU-Internship-2026\results\ml_guided_fim_smoke_baseline\graph_spa_500_0\region\graph_spa_500_0_community_aware_fair_greedy_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\ml_guided_fim_smoke_baseline\graph_spa_500_0\region\graph_spa_500_0_community_aware_fair_greedy_leiden_community_sizes.csv,"preset=community_aware_fair_greedy; initial_rr=[12, 14, 18, 21, 38]; greedy=[2, 236, 238, 28, 297]; communities=19; modularity=0.802180",,
