generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.015688565230864596,0.015688565230864596,23.05,0.04485714285714285,0.01348001239541366,0.0007538959674379288,0.7094171347311079,"[102, 105, 138, 18, 206, 261, 301, 318, 342, 364, 365, 369, 375, 462, 464, 487, 63, 72, 78, 82]",0,11.524999999999999,1.0,"1,0"
1,0.01629295154185025,0.01629295154185025,22.7,0.044333333333333336,0.011747430249632838,0.012258856086352231,0.6953090993386808,"[100, 102, 105, 124, 138, 160, 18, 206, 233, 250, 254, 261, 271, 348, 364, 371, 375, 458, 464, 479]",0,11.350000000000001,1.0,"0,1"
2,0.017166152422091966,0.017166152422091966,23.15,0.04528571428571428,0.010953409441530351,0.014325075931078375,0.7128396999590283,"[102, 139, 18, 196, 206, 227, 250, 271, 29, 301, 313, 348, 363, 371, 375, 451, 464, 479, 487, 72]",0,11.575,1.0,"1,0"
3,0.019562500000000024,0.019562500000000024,22.4,0.044333333333333336,0.005208333333333289,0.015131302062819338,0.7148104410615838,"[100, 102, 18, 196, 206, 233, 238, 250, 261, 271, 301, 313, 348, 363, 371, 375, 408, 451, 479, 72]",0,11.2,1.0,"0,1"
4,0.019562500000000024,0.019562500000000024,22.4,0.044333333333333336,0.005208333333333289,0.015661749096819846,0.6675173738952269,"[100, 102, 18, 196, 206, 233, 238, 250, 261, 271, 301, 313, 348, 363, 371, 375, 408, 451, 479, 72]",0,11.2,1.0,"0,1"
5,0.019562500000000024,0.019562500000000024,22.4,0.044333333333333336,0.005208333333333289,0.015988182098879398,0.6517459140318468,"[100, 102, 18, 196, 206, 233, 238, 250, 261, 271, 301, 313, 348, 363, 371, 375, 408, 451, 479, 72]",0,11.2,1.0,"0,1"
6,0.019562500000000024,0.019562500000000024,22.4,0.044333333333333336,0.005208333333333289,0.01655234847447552,0.631057772559669,"[100, 102, 18, 196, 206, 233, 238, 250, 261, 271, 301, 313, 348, 363, 371, 375, 408, 451, 479, 72]",0,11.2,1.0,"0,1"
7,0.019562500000000024,0.019562500000000024,22.4,0.044333333333333336,0.005208333333333289,0.017234058773010767,0.624144979431156,"[100, 102, 18, 196, 206, 233, 238, 250, 261, 271, 301, 313, 348, 363, 371, 375, 408, 451, 479, 72]",0,11.2,1.0,"0,1"
8,0.02283026113671277,0.02283026113671277,23.25,0.04642857142857143,0.0007680491551458858,0.018382802691788575,0.6253731381769271,"[100, 102, 139, 162, 180, 206, 237, 238, 24, 250, 271, 301, 313, 348, 363, 364, 371, 375, 451, 452]",0,11.625,1.0,"1,0"
9,0.02283026113671277,0.02283026113671277,23.25,0.04642857142857143,0.0007680491551458858,0.018382802691788575,0.6253731381769271,"[100, 102, 139, 162, 180, 206, 237, 238, 24, 250, 271, 301, 313, 348, 363, 364, 371, 375, 451, 452]",0,11.625,1.0,"1,0"
