generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.016327315541601283,0.016327315541601283,22.75,0.04442857142857143,0.011773940345368862,0.0021083292046566175,0.6816610277395088,"[102, 139, 160, 18, 196, 233, 261, 301, 313, 340, 342, 363, 365, 451, 452, 462, 464, 487, 63, 72]",12,192,0,226,0,11.375,1.0,"1,0"
1,0.020297356828193846,0.020297356828193846,22.7,0.045,0.004405286343612307,0.013006072353137372,0.6652757721895247,"[102, 105, 139, 141, 18, 196, 233, 24, 261, 301, 313, 348, 363, 451, 458, 462, 464, 487, 63, 72]",12,168,0,167,0,11.35,1.0,"0,1"
2,0.020297356828193846,0.020297356828193846,22.7,0.045,0.004405286343612307,0.01540711157181846,0.6107875213263135,"[102, 105, 139, 141, 18, 196, 233, 24, 261, 301, 313, 348, 363, 451, 458, 462, 464, 487, 63, 72]",12,168,0,183,0,11.35,1.0,"0,1"
3,0.020297356828193846,0.020297356828193846,22.7,0.045,0.004405286343612307,0.01577582941658533,0.6230292526450468,"[102, 105, 139, 141, 18, 196, 233, 24, 261, 301, 313, 348, 363, 451, 458, 462, 464, 487, 63, 72]",12,176,0,183,0,11.35,1.0,"0,1"
4,0.020297356828193846,0.020297356828193846,22.7,0.045,0.004405286343612307,0.015931528053991287,0.6120714056471553,"[102, 105, 139, 141, 18, 196, 233, 24, 261, 301, 313, 348, 363, 451, 458, 462, 464, 487, 63, 72]",12,176,0,169,0,11.35,1.0,"0,1"
5,0.020297356828193846,0.020297356828193846,22.7,0.045,0.004405286343612307,0.01599672156739727,0.6115129948703201,"[102, 105, 139, 141, 18, 196, 233, 24, 261, 301, 313, 348, 363, 451, 458, 462, 464, 487, 63, 72]",12,176,0,190,0,11.35,1.0,"0,1"
6,0.020297356828193846,0.020297356828193846,22.7,0.045,0.004405286343612307,0.016436043047710538,0.6082588474210479,"[102, 105, 139, 141, 18, 196, 233, 24, 261, 301, 313, 348, 363, 451, 458, 462, 464, 487, 63, 72]",12,184,0,188,0,11.35,1.0,"0,1"
7,0.020297356828193846,0.020297356828193846,22.7,0.045,0.004405286343612307,0.01691431670298315,0.6148335955364561,"[102, 105, 139, 141, 18, 196, 233, 24, 261, 301, 313, 348, 363, 451, 458, 462, 464, 487, 63, 72]",12,184,0,197,0,11.35,1.0,"0,1"
8,0.022062237987745932,0.022062237987745932,22.15,0.04428571428571428,0.00016123831022241955,0.01817651522690726,0.5920395894870901,"[139, 196, 206, 233, 24, 291, 301, 313, 318, 34, 345, 348, 363, 365, 370, 451, 462, 487, 63, 82]",12,152,0,172,0,11.075,1.0,"1,0"
9,0.022062237987745932,0.022062237987745932,22.15,0.04428571428571428,0.00016123831022241955,0.01849093297420446,0.6156474881008875,"[139, 196, 206, 233, 24, 291, 301, 313, 318, 34, 345, 348, 363, 365, 370, 451, 462, 487, 63, 82]",12,184,0,200,0,11.075,1.0,"1,0"
