generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.01429074889867844,0.01429074889867844,22.7,0.044000000000000004,0.015418502202643123,-0.010230594902947367,0.5615248762440929,"[102, 138, 139, 141, 160, 163, 18, 206, 237, 250, 261, 271, 342, 365, 375, 451, 464, 479, 485, 487]",12,0,0,32,0,11.35,1.0,"1,0"
1,0.01429074889867844,0.01429074889867844,22.7,0.044000000000000004,0.015418502202643123,-0.0014334869747228737,0.572195710112419,"[102, 138, 139, 141, 160, 163, 18, 206, 237, 250, 261, 271, 342, 365, 375, 451, 464, 479, 485, 487]",12,0,0,19,0,11.35,1.0,"1,0"
2,0.01429074889867844,0.01429074889867844,22.7,0.044000000000000004,0.015418502202643123,-0.0008371620683558335,0.5525736356516349,"[102, 138, 139, 141, 160, 163, 18, 206, 237, 250, 261, 271, 342, 365, 375, 451, 464, 479, 485, 487]",12,0,0,22,0,11.35,1.0,"1,0"
3,0.01429074889867844,0.01429074889867844,22.7,0.044000000000000004,0.015418502202643123,0.008736274366882029,0.561922576442919,"[102, 138, 139, 141, 160, 163, 18, 206, 237, 250, 261, 271, 342, 365, 375, 451, 464, 479, 485, 487]",12,0,0,20,0,11.35,1.0,"1,0"
4,0.015421815408085425,0.015421815408085425,21.85,0.04266666666666667,0.011823035850495822,0.011688522276241058,0.5572199801200038,"[102, 141, 160, 18, 206, 211, 233, 237, 238, 261, 291, 301, 342, 375, 406, 464, 479, 485, 487, 63]",12,0,0,21,0,10.925,1.0,"0,1"
5,0.015421815408085425,0.015421815408085425,21.85,0.04266666666666667,0.011823035850495822,0.011688522276241058,0.5572199801200038,"[102, 141, 160, 18, 206, 211, 233, 237, 238, 261, 291, 301, 342, 375, 406, 464, 479, 485, 487, 63]",12,0,0,18,0,10.925,1.0,"0,1"
6,0.015421815408085425,0.015421815408085425,21.85,0.04266666666666667,0.011823035850495822,0.012468006947341884,0.5383560332619893,"[102, 141, 160, 18, 206, 211, 233, 237, 238, 261, 291, 301, 342, 375, 406, 464, 479, 485, 487, 63]",12,0,0,18,0,10.925,1.0,"0,1"
7,0.015421815408085425,0.015421815408085425,21.85,0.04266666666666667,0.011823035850495822,0.012600651456664246,0.5370767782471022,"[102, 141, 160, 18, 206, 211, 233, 237, 238, 261, 291, 301, 342, 375, 406, 464, 479, 485, 487, 63]",12,0,0,20,0,10.925,1.0,"0,1"
8,0.015421815408085425,0.015421815408085425,21.85,0.04266666666666667,0.011823035850495822,0.012600651456664246,0.5370767782471022,"[102, 141, 160, 18, 206, 211, 233, 237, 238, 261, 291, 301, 342, 375, 406, 464, 479, 485, 487, 63]",12,0,0,21,0,10.925,1.0,"0,1"
9,0.015421815408085425,0.015421815408085425,21.85,0.04266666666666667,0.011823035850495822,0.012969576480839193,0.5282993487800176,"[102, 141, 160, 18, 206, 211, 233, 237, 238, 261, 291, 301, 342, 375, 406, 464, 479, 485, 487, 63]",12,0,0,19,0,10.925,1.0,"0,1"
