generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.01591889712995813,0.01591889712995813,22.15,0.04328571428571429,0.01144792002579803,0.00611496669789566,0.69246596370401,"[102, 138, 139, 160, 18, 206, 227, 250, 282, 291, 337, 340, 342, 364, 365, 388, 449, 464, 487, 493]",6,55,61,42,0,11.075,1.0,"1,0"
1,0.016151234567901206,0.016151234567901206,21.6,0.042333333333333334,0.010030864197530924,0.00975832815817512,0.6853219356735345,"[105, 124, 138, 160, 18, 180, 206, 233, 282, 291, 313, 345, 363, 364, 365, 452, 458, 487, 63, 78]",6,63,69,37,0,10.8,1.0,"0,1"
2,0.016151234567901206,0.016151234567901206,21.6,0.042333333333333334,0.010030864197530924,0.012160661070569128,0.6755577913327463,"[105, 124, 138, 160, 18, 180, 206, 233, 282, 291, 313, 345, 363, 364, 365, 452, 458, 487, 63, 78]",6,43,49,31,0,10.8,1.0,"0,1"
3,0.016151234567901206,0.016151234567901206,21.6,0.042333333333333334,0.010030864197530924,0.013648710560223466,0.6711948781145295,"[105, 124, 138, 160, 18, 180, 206, 233, 282, 291, 313, 345, 363, 364, 365, 452, 458, 487, 63, 78]",6,34,40,26,0,10.8,1.0,"0,1"
4,0.018626436781609225,0.018626436781609225,21.75,0.043000000000000003,0.005747126436781555,0.014632627999138762,0.6833446193078802,"[102, 139, 180, 206, 227, 271, 282, 291, 313, 337, 340, 342, 363, 364, 365, 375, 489, 493, 63, 78]",6,59,65,33,0,10.875,1.0,"0,1"
5,0.018626436781609225,0.018626436781609225,21.75,0.043000000000000003,0.005747126436781555,0.01496084426322288,0.6885335747378442,"[102, 139, 180, 206, 227, 271, 282, 291, 313, 337, 340, 342, 363, 364, 365, 375, 489, 493, 63, 78]",6,54,60,32,0,10.875,1.0,"0,1"
6,0.018626436781609225,0.018626436781609225,21.75,0.043000000000000003,0.005747126436781555,0.01496084426322288,0.6885335747378442,"[102, 139, 180, 206, 227, 271, 282, 291, 313, 337, 340, 342, 363, 364, 365, 375, 489, 493, 63, 78]",6,44,50,29,0,10.875,1.0,"0,1"
7,0.018626436781609225,0.018626436781609225,21.75,0.043000000000000003,0.005747126436781555,0.015086244993315484,0.676145891073995,"[102, 139, 180, 206, 227, 271, 282, 291, 313, 337, 340, 342, 363, 364, 365, 375, 489, 493, 63, 78]",6,44,50,29,0,10.875,1.0,"0,1"
8,0.018626436781609225,0.018626436781609225,21.75,0.043000000000000003,0.005747126436781555,0.015301636902291462,0.6887716065008025,"[102, 139, 180, 206, 227, 271, 282, 291, 313, 337, 340, 342, 363, 364, 365, 375, 489, 493, 63, 78]",6,52,58,29,0,10.875,1.0,"0,1"
9,0.0193834808259587,0.0193834808259587,22.6,0.04466666666666667,0.005899705014749268,0.015878693634121192,0.6879695551821841,"[139, 141, 18, 180, 196, 206, 250, 271, 291, 340, 348, 363, 364, 388, 452, 487, 489, 63, 72, 82]",6,48,54,31,0,11.3,1.0,"0,1"
