generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.015508928571428573,0.015508928571428573,22.4,0.043666666666666666,0.012648809523809519,-0.003871356429233388,0.6760258733411691,"[102, 105, 160, 18, 206, 233, 24, 291, 301, 313, 342, 365, 369, 404, 449, 479, 493, 72, 82, 98]",12,176,0,197,0,11.2,1.0,"0,1"
1,0.019939393939393944,0.019939393939393944,22.0,0.043666666666666666,0.0037878787878787745,0.014920202085829804,0.6599079414981021,"[100, 105, 124, 139, 160, 180, 206, 233, 24, 261, 291, 301, 313, 348, 364, 365, 413, 449, 451, 489]",12,192,0,191,0,11.0,1.0,"0,1"
2,0.019939393939393944,0.019939393939393944,22.0,0.043666666666666666,0.0037878787878787745,0.015548213030723198,0.6651948002332367,"[100, 105, 124, 139, 160, 180, 206, 233, 24, 261, 291, 301, 313, 348, 364, 365, 413, 449, 451, 489]",12,176,0,188,0,11.0,1.0,"0,1"
3,0.019939393939393944,0.019939393939393944,22.0,0.043666666666666666,0.0037878787878787745,0.016704388111271142,0.6747511155193786,"[100, 105, 124, 139, 160, 180, 206, 233, 24, 261, 291, 301, 313, 348, 364, 365, 413, 449, 451, 489]",12,184,0,175,0,11.0,1.0,"0,1"
4,0.019939393939393944,0.019939393939393944,22.0,0.043666666666666666,0.0037878787878787745,0.016878745776792516,0.6531520461109487,"[100, 105, 124, 139, 160, 180, 206, 233, 24, 261, 291, 301, 313, 348, 364, 365, 413, 449, 451, 489]",12,184,0,183,0,11.0,1.0,"0,1"
5,0.019939393939393944,0.019939393939393944,22.0,0.043666666666666666,0.0037878787878787745,0.016950258353830402,0.6715522763205969,"[100, 105, 124, 139, 160, 180, 206, 233, 24, 261, 291, 301, 313, 348, 364, 365, 413, 449, 451, 489]",12,184,0,187,0,11.0,1.0,"0,1"
6,0.019939393939393944,0.019939393939393944,22.0,0.043666666666666666,0.0037878787878787745,0.01715793539569047,0.685816036204862,"[100, 105, 124, 139, 160, 180, 206, 233, 24, 261, 291, 301, 313, 348, 364, 365, 413, 449, 451, 489]",12,184,0,181,0,11.0,1.0,"0,1"
7,0.022062237987745932,0.022062237987745932,22.15,0.04428571428571428,0.00016123831022241955,0.017780863368988282,0.6690825643841374,"[100, 138, 139, 141, 160, 18, 180, 227, 233, 24, 244, 250, 340, 363, 364, 452, 458, 464, 489, 63]",12,168,0,176,0,11.075,1.0,"1,0"
8,0.022062237987745932,0.022062237987745932,22.15,0.04428571428571428,0.00016123831022241955,0.018325755213406833,0.6585728684394463,"[100, 138, 139, 141, 160, 18, 180, 227, 233, 24, 244, 250, 340, 363, 364, 452, 458, 464, 489, 63]",12,184,0,190,0,11.075,1.0,"1,0"
9,0.022062237987745932,0.022062237987745932,22.15,0.04428571428571428,0.00016123831022241955,0.018374210619485555,0.636383904813027,"[100, 138, 139, 141, 160, 18, 180, 227, 233, 24, 244, 250, 340, 363, 364, 452, 458, 464, 489, 63]",12,176,0,197,0,11.075,1.0,"1,0"
