stack_name,fim_stack,pipeline_mode,permutation_name,status,dataset,protected_attribute,budget,diffusion_model,ranking_policy,community_method,community_input_mode,clustering_method,clustering_input_mode,embedding_method,ranking_model,optimizer_mode,method_type,repair_enabled,swap_local_search_enabled,debias_mode,fairness_objective,spread_estimator_search,spread_estimator_final,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,mf,dcv,f_score,MF,DCV,F-score,runtime_seconds,search_runtime_seconds,final_eval_runtime_seconds,scalability_mode,scalability_pass,candidate_pool_size,ris_num_rr_sets,effective_ris_num_rr_sets,zero_covered_groups_count,fraction_groups_covered,fairness_gate_status,fairness_gate_failures,protected_group_coverage_summary,mc_runs_search,mc_runs_eval,key_enabled_modules,use_community_features,community_feature_mode,allow_protected_features_in_ml,ml_score_weight,ris_score_weight,fair_ris_score_weight,fairness_bonus_weight,weak_group_bonus_weight,community_diversity_weight,protected_group_coverage_weight,spread_proxy_weight,community_balance_enabled,protected_group_balance_enabled,repair_mode,initial_seed_source,repaired_seed_sets,successful_swaps,final_community_coverage,final_seed_count_per_community,community_coverage_ratio,final_protected_group_coverage,num_communities,community_modularity,score_table_path,embeddings_cache_path,embedding_cache_status,community_cache_status,ris_cache_status,score_cache_status,fitness_cache_hits,marginal_cache_hits,swap_cache_hits,community_assignments_path,community_sizes_path,diagnostics_path,candidate_score_components_constant,notes,skip_reason,skipped_reason
community_aware_fair_greedy,community_aware_fair_greedy,baseline,community_aware_fair_greedy,ok,synth3,color,40,ic,professor_priority,leiden,graph,none,none,none,fairness_weighted_greedy,local_search,non_ml_baseline,True,True,none,f_score,monte_carlo,monte_carlo,monte_carlo,none,monte_carlo,community_round_robin+fairness_weighted_greedy+swap_local_search,interpretable_baseline,"[103, 127, 128, 13, 131, 145, 15, 168, 235, 239, 248, 250, 257, 259, 274, 278, 291, 302, 317, 322, 329, 348, 354, 356, 361, 391, 409, 438, 440, 448, 455, 470, 477, 48, 51, 54, 68, 73, 82, 9]",42.346666666666664,2.346666666666664,0.0808,0.023614609571788358,0.028592695214105818,0.0808,0.023614609571788358,0.028592695214105818,75.91958290000002,75.8473296000002,0.07225329999982932,auto,True,500,128,128,0,1.0,pass,,"{""0"": 10, ""1"": 24, ""2"": 6}",20,300,diffusion=ic | community=leiden | embedding=none | clustering=none | clustering_input_mode=none | ranking=fairness_weighted_greedy | optimizer=local_search | debias_mode=none | search_estimator=monte_carlo | final_estimator=monte_carlo,True,basic,False,0.7,0.7,1.2,1.0,1.0,0.5,1.0,0.4,True,True,balanced,fairness_weighted_greedy,,,"{""0"": 4, ""1"": 5, ""13"": 4, ""18"": 1, ""2"": 3, ""24"": 1, ""3"": 2, ""5"": 5, ""6"": 2, ""7"": 3, ""8"": 10}","{""0"": 4, ""1"": 5, ""13"": 4, ""18"": 1, ""2"": 3, ""24"": 1, ""3"": 2, ""5"": 5, ""6"": 2, ""7"": 3, ""8"": 10}",0.39285714285714285,"{""0"": 10, ""1"": 24, ""2"": 6}",28,0.45167406483169625,,,,miss,,,,,,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_community_aware_fair_greedy_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_community_aware_fair_greedy_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_community_aware_fair_greedy_diagnostics.json,,"initial_rr=[11, 169, 178, 201, 203, 209, 212, 248, 251, 269, 277, 287, 291, 292, 304, 326, 331, 368, 399, 400, 403, 416, 423, 429, 430, 434, 444, 446, 448, 449, 452, 453, 463, 466, 470, 472, 498, 499, 9, 96]; greedy=[103, 127, 128, 13, 131, 145, 15, 152, 168, 235, 239, 250, 251, 257, 259, 274, 278, 302, 317, 322, 329, 348, 354, 356, 361, 391, 409, 438, 440, 448, 455, 470, 477, 48, 51, 54, 68, 73, 82, 9]; objective=professor_priority; communities=28; modularity=0.451674",,
graphsage_community_siea,graphsage_community_siea,ml_guided_community_siea,graphsage_community_siea,ok,synth3,color,40,ic,professor_priority,leiden,graph,none,none,graphsage,graphsage,hybrid_si_ea,ml_guided_hybrid,True,True,none,f_score,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,embedding+ranking+hybrid_si_ea,ml_guided,"[116, 13, 136, 158, 166, 178, 179, 224, 225, 229, 239, 241, 248, 251, 263, 264, 290, 293, 301, 31, 312, 314, 321, 345, 376, 38, 397, 398, 400, 405, 422, 436, 439, 456, 457, 464, 471, 62, 77, 93]",42.65,2.6499999999999986,0.08248888888888889,0.014892970344318543,0.033797959272285176,0.08248888888888889,0.014892970344318543,0.033797959272285176,20.644439200000306,20.564678900000217,0.07976030000008905,auto,True,150,128,128,0,1.0,pass,,"{""0"": 11, ""1"": 23, ""2"": 6}",20,300,diffusion=ic | community=leiden | embedding=graphsage | clustering=none | clustering_input_mode=none | ranking=graphsage | optimizer=hybrid_si_ea | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo,True,basic,False,0.7,0.7,1.2,1.0,1.0,0.5,1.0,0.4,True,True,balanced,combined_candidate_score,884.0,160.0,"{""0"": 9, ""1"": 1, ""11"": 1, ""12"": 1, ""13"": 6, ""2"": 3, ""3"": 4, ""4"": 4, ""5"": 3, ""6"": 5, ""7"": 3}","{""0"": 9, ""1"": 1, ""11"": 1, ""12"": 1, ""13"": 6, ""2"": 3, ""3"": 4, ""4"": 4, ""5"": 3, ""6"": 5, ""7"": 3}",0.39285714285714285,"{""0"": 11, ""1"": 23, ""2"": 6}",28,0.45167406483169625,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_graphsage_community_siea_combined_candidate_scores.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\embeddings\synth3_graphsage_embeddings.pkl,miss,miss,miss,miss,504.0,10125.0,0.0,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_graphsage_community_siea_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_graphsage_community_siea_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_graphsage_community_siea_diagnostics.json,False,main_method=true; ml_guided_only=true; communities=28; modularity=0.451674; embedding_cache=miss; target=label_score; backend=gnn; candidate_pool=150; validation_spearman=-0.0662; validation_precision_at_budget=0.3000; history=synth3_graphsage_community_siea_history.csv,,
node2vec_xgboost_community_siea,node2vec_xgboost_community_siea,ml_guided_community_siea,node2vec_xgboost_community_siea,ok,synth3,color,40,ic,professor_priority,leiden,graph,none,none,node2vec,xgboost,hybrid_si_ea,ml_guided_hybrid,True,True,none,f_score,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,embedding+ranking+hybrid_si_ea,ml_guided,"[13, 133, 166, 167, 169, 170, 177, 178, 201, 203, 209, 212, 217, 248, 260, 264, 265, 277, 287, 290, 291, 292, 330, 331, 342, 343, 370, 396, 412, 413, 445, 461, 465, 471, 477, 55, 56, 69, 89, 9]",43.79666666666667,3.796666666666667,0.06781333333333334,0.1450981387049581,-0.038642402685812385,0.06781333333333334,0.1450981387049581,-0.038642402685812385,23.82204080000065,23.712586300000112,0.10945450000053825,auto,True,150,128,128,0,1.0,fail,min_f_score,"{""0"": 8, ""1"": 27, ""2"": 5}",20,300,diffusion=ic | community=leiden | embedding=node2vec | clustering=none | clustering_input_mode=none | ranking=xgboost | optimizer=hybrid_si_ea | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo,True,basic,False,0.7,0.7,1.2,1.0,1.0,0.5,1.0,0.4,True,True,balanced,combined_candidate_score,1042.0,160.0,"{""0"": 6, ""1"": 5, ""13"": 4, ""2"": 7, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 3, ""8"": 8}","{""0"": 6, ""1"": 5, ""13"": 4, ""2"": 7, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 3, ""8"": 8}",0.32142857142857145,"{""0"": 8, ""1"": 27, ""2"": 5}",28,0.45167406483169625,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_node2vec_xgboost_community_siea_combined_candidate_scores.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\embeddings\synth3_node2vec_embeddings.pkl,miss,miss,miss,miss,510.0,11800.0,22.0,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_node2vec_xgboost_community_siea_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_node2vec_xgboost_community_siea_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_node2vec_xgboost_community_siea_diagnostics.json,False,main_method=true; lightweight_quality_runtime=true; ml_guided_only=true; communities=28; modularity=0.451674; embedding_cache=miss; target=label_score; backend=tabular; candidate_pool=150; validation_spearman=0.4282; validation_precision_at_budget=0.6250; history=synth3_node2vec_xgboost_community_siea_history.csv,,
gcn_community_siea,gcn_community_siea,ml_guided_community_siea,gcn_community_siea,ok,synth3,color,40,ic,professor_priority,leiden,graph,none,none,gcn,gcn,hybrid_si_ea,ml_guided_hybrid,True,True,none,f_score,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,embedding+ranking+hybrid_si_ea,ml_guided,"[104, 11, 121, 132, 167, 169, 170, 178, 201, 203, 209, 220, 229, 248, 251, 264, 265, 269, 287, 290, 291, 292, 293, 303, 330, 331, 348, 358, 370, 376, 390, 403, 406, 417, 53, 65, 7, 78, 81, 9]",43.733333333333334,3.7333333333333343,0.00039999999999999996,0.3318089430894309,-0.16570447154471543,0.00039999999999999996,0.3318089430894309,-0.16570447154471543,18.689907199999652,18.58011170000009,0.10979549999956362,auto,True,150,128,128,0,1.0,fail,min_f_score;max_dcv,"{""0"": 11, ""1"": 29, ""2"": 0}",20,300,diffusion=ic | community=leiden | embedding=gcn | clustering=none | clustering_input_mode=none | ranking=gcn | optimizer=hybrid_si_ea | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo,True,basic,False,0.7,0.7,1.2,1.0,1.0,0.5,1.0,0.4,True,True,balanced,combined_candidate_score,868.0,160.0,"{""0"": 5, ""1"": 2, ""2"": 7, ""3"": 3, ""4"": 3, ""5"": 4, ""6"": 2, ""7"": 4, ""8"": 10}","{""0"": 5, ""1"": 2, ""2"": 7, ""3"": 3, ""4"": 3, ""5"": 4, ""6"": 2, ""7"": 4, ""8"": 10}",0.32142857142857145,"{""0"": 11, ""1"": 29, ""2"": 0}",28,0.45167406483169625,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_gcn_community_siea_combined_candidate_scores.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\embeddings\synth3_gcn_embeddings.pkl,miss,miss,miss,miss,506.0,9989.0,2.0,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_gcn_community_siea_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_gcn_community_siea_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\professor_priority_graph_spa\runs\seed_42\budget_40\color\synth3\color\synth3_gcn_community_siea_diagnostics.json,False,optional_gnn_comparison=true; ml_guided_only=true; communities=28; modularity=0.451674; embedding_cache=miss; target=label_score; backend=gnn; candidate_pool=150; validation_spearman=0.4144; validation_precision_at_budget=0.5750; history=synth3_gcn_community_siea_history.csv,,
