community_id,community_size
0,30
1,32
2,48
3,36
4,33
5,35
6,116
7,34
8,21
9,35
10,34
11,2
12,1
13,2
14,26
15,1
16,1
17,1
18,2
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
