rank,node
1,102
2,112
3,136
4,144
5,158
6,161
7,162
8,171
9,194
10,200
11,21
12,22
13,222
14,237
15,245
16,253
17,274
18,29
19,301
20,308
21,325
22,334
23,337
24,355
25,403
26,420
27,424
28,435
29,453
30,463
31,464
32,468
33,469
34,487
35,490
36,493
37,54
38,59
39,8
40,92
