node_id,ris_global_score,fair_ris_score
0,0.45454545454545453,0.4056830825136476
1,0.45454545454545453,0.4056830825136476
10,0.9090909090909091,0.7803578633879463
100,0.09090909090909091,0.05133862776252979
101,0.09090909090909091,0.05133862776252979
102,0.18181818181818182,0.10267725552505957
103,0.2727272727272727,0.15401588328758933
104,0.09090909090909091,0.05133862776252979
105,0.45454545454545453,0.25669313881264894
106,0.2727272727272727,0.15401588328758933
107,0.2727272727272727,0.15401588328758933
108,0.8181818181818182,0.46204764986276814
109,0.2727272727272727,0.15401588328758933
11,0.36363636363636365,0.31214314535517856
110,0.09090909090909091,0.05133862776252979
111,0.5454545454545454,0.30803176657517867
112,0.45454545454545453,0.25669313881264894
113,0.5454545454545454,0.30803176657517867
114,0.6363636363636364,0.3593703943377085
115,0.36363636363636365,0.20535451105011915
116,0.7272727272727273,0.4107090221002383
117,0.7272727272727273,0.4107090221002383
118,0.5454545454545454,0.30803176657517867
119,0.45454545454545453,0.25669313881264894
12,0.8181818181818182,0.48874480843903295
120,0.6363636363636364,0.3593703943377085
121,0.0,0.0
122,0.2727272727272727,0.15401588328758933
123,0.36363636363636365,0.20535451105011915
124,0.2727272727272727,0.15401588328758933
125,0.18181818181818182,0.10267725552505957
126,0.45454545454545453,0.25669313881264894
127,0.36363636363636365,0.20535451105011915
128,0.5454545454545454,0.30803176657517867
129,0.5454545454545454,0.30803176657517867
13,0.8181818181818182,0.48874480843903295
130,0.18181818181818182,0.10267725552505957
131,0.45454545454545453,0.25669313881264894
132,0.09090909090909091,0.05133862776252979
133,0.36363636363636365,0.20535451105011915
134,0.2727272727272727,0.15401588328758933
135,0.2727272727272727,0.15401588328758933
136,0.36363636363636365,0.20535451105011915
137,0.5454545454545454,0.30803176657517867
138,0.7272727272727273,0.4107090221002383
139,0.36363636363636365,0.20535451105011915
14,0.2727272727272727,0.15401588328758933
140,0.6363636363636364,0.3593703943377085
141,0.2727272727272727,0.15401588328758933
142,0.18181818181818182,0.10267725552505957
143,0.2727272727272727,0.15401588328758933
144,0.8181818181818182,0.46204764986276814
145,0.2727272727272727,0.15401588328758933
146,0.2727272727272727,0.15401588328758933
147,0.2727272727272727,0.15401588328758933
148,0.36363636363636365,0.20535451105011915
149,0.36363636363636365,0.20535451105011915
15,0.36363636363636365,0.20535451105011915
150,0.36363636363636365,0.20535451105011915
151,0.36363636363636365,0.20535451105011915
152,0.36363636363636365,0.20535451105011915
153,0.36363636363636365,0.20535451105011915
154,0.36363636363636365,0.20535451105011915
155,0.2727272727272727,0.15401588328758933
156,0.9090909090909091,0.5133862776252979
157,0.2727272727272727,0.15401588328758933
158,0.18181818181818182,0.10267725552505957
159,0.0,0.0
16,0.36363636363636365,0.20535451105011915
160,0.5454545454545454,0.30803176657517867
161,0.36363636363636365,0.20535451105011915
162,0.8181818181818182,0.46204764986276814
163,0.2727272727272727,0.15401588328758933
164,0.5454545454545454,0.30803176657517867
165,0.2727272727272727,0.15401588328758933
166,0.45454545454545453,0.25669313881264894
167,0.09090909090909091,0.05133862776252979
168,0.5454545454545454,0.30803176657517867
169,0.45454545454545453,0.25669313881264894
17,0.18181818181818182,0.10267725552505957
170,0.7272727272727273,0.4107090221002383
171,0.2727272727272727,0.15401588328758933
172,0.2727272727272727,0.15401588328758933
173,0.36363636363636365,0.20535451105011915
174,0.36363636363636365,0.20535451105011915
175,0.18181818181818182,0.10259026493807644
176,0.09090909090909091,0.05133862776252979
177,0.45454545454545453,0.25669313881264894
178,0.7272727272727273,0.4107090221002383
179,0.6363636363636364,0.3593703943377085
18,0.2727272727272727,0.15401588328758933
180,0.2727272727272727,0.15401588328758933
181,0.2727272727272727,0.15401588328758933
182,0.36363636363636365,0.20535451105011915
183,0.7272727272727273,0.4107090221002383
184,0.2727272727272727,0.15401588328758933
185,0.36363636363636365,0.20535451105011915
186,0.36363636363636365,0.20535451105011915
187,0.5454545454545454,0.30803176657517867
188,0.2727272727272727,0.15401588328758933
189,0.36363636363636365,0.20535451105011915
19,0.36363636363636365,0.20535451105011915
190,0.2727272727272727,0.15401588328758933
191,0.36363636363636365,0.20535451105011915
192,0.6363636363636364,0.3593703943377085
193,0.36363636363636365,0.20535451105011915
194,0.18181818181818182,0.10267725552505957
195,0.45454545454545453,0.25669313881264894
196,0.2727272727272727,0.15401588328758933
197,0.45454545454545453,0.25669313881264894
198,0.5454545454545454,0.30803176657517867
199,0.2727272727272727,0.15401588328758933
2,0.18181818181818182,0.16227323300545904
20,0.2727272727272727,0.15401588328758933
200,0.2727272727272727,0.15401588328758933
201,0.18181818181818182,0.10267725552505957
202,0.2727272727272727,0.15401588328758933
203,0.18181818181818182,0.10267725552505957
204,0.36363636363636365,0.20535451105011915
205,0.36363636363636365,0.20535451105011915
206,0.6363636363636364,0.3593703943377085
207,0.2727272727272727,0.15401588328758933
208,0.8181818181818182,0.46204764986276814
209,0.18181818181818182,0.10267725552505957
21,0.9090909090909091,0.5133862776252979
210,0.36363636363636365,0.20535451105011915
211,0.0,0.0
212,0.2727272727272727,0.15401588328758933
213,0.18181818181818182,0.10267725552505957
214,0.2727272727272727,0.15401588328758933
215,0.36363636363636365,0.20535451105011915
216,0.09090909090909091,0.05133862776252979
217,0.2727272727272727,0.15401588328758933
218,0.6363636363636364,0.3593703943377085
219,0.2727272727272727,0.15401588328758933
22,0.2727272727272727,0.15401588328758933
220,0.8181818181818182,0.46204764986276814
221,0.5454545454545454,0.30803176657517867
222,0.36363636363636365,0.20535451105011915
223,0.36363636363636365,0.3115229793223916
224,0.36363636363636365,0.3115229793223916
225,0.18181818181818182,0.1557614896611958
226,0.09090909090909091,0.0778807448305979
227,0.09090909090909091,0.0778807448305979
228,0.2727272727272727,0.2336422344917937
229,0.5454545454545454,0.4672844689835874
23,0.5454545454545454,0.3331381346767166
230,0.2727272727272727,0.2336422344917937
231,0.45454545454545453,0.38940372415298946
232,0.2727272727272727,0.2336422344917937
233,0.36363636363636365,0.3115229793223916
234,0.36363636363636365,0.3115229793223916
235,0.45454545454545453,0.38940372415298946
236,0.09090909090909091,0.0778807448305979
237,0.6363636363636364,0.5451652138141851
238,0.6363636363636364,0.5146231432903292
239,0.2727272727272727,0.23164225776389968
24,0.36363636363636365,0.20535451105011915
240,0.45454545454545453,0.38607042960649945
241,0.5454545454545454,0.46328451552779937
242,0.45454545454545453,0.38607042960649945
243,0.5454545454545454,0.46328451552779937
244,0.36363636363636365,0.3088563436851996
245,0.2727272727272727,0.23164225776389968
246,0.45454545454545453,0.38607042960649945
247,0.7272727272727273,0.6177126873703992
248,0.09090909090909091,0.0772140859212999
249,0.2727272727272727,0.23164225776389968
25,0.2727272727272727,0.15401588328758933
250,1.0,0.8493549451342989
251,0.36363636363636365,0.3088563436851996
252,0.5454545454545454,0.46328451552779937
253,0.18181818181818182,0.1544281718425998
254,0.6363636363636364,0.5404986014490993
255,0.36363636363636365,0.3088563436851996
256,0.2727272727272727,0.24340984950818859
257,0.5454545454545454,0.48681969901637717
258,0.18181818181818182,0.16227323300545904
259,0.2727272727272727,0.24340984950818859
26,0.2727272727272727,0.15401588328758933
260,0.0,0.0
261,0.45454545454545453,0.5125163717554663
262,0.36363636363636365,0.41001309740437303
263,0.2727272727272727,0.1537549115266399
264,0.2727272727272727,0.1537549115266399
265,0.45454545454545453,0.25625818587773314
266,0.45454545454545453,0.25625818587773314
267,0.18181818181818182,0.10250327435109326
268,0.36363636363636365,0.20500654870218651
269,0.18181818181818182,0.10250327435109326
27,0.8181818181818182,0.46204764986276814
270,0.5454545454545454,0.3075098230532798
271,0.5454545454545454,0.3075098230532798
272,0.2727272727272727,0.1537549115266399
273,0.36363636363636365,0.20500654870218651
274,0.36363636363636365,0.20500654870218651
275,0.45454545454545453,0.25625818587773314
276,0.6363636363636364,0.35876146022882643
277,0.9090909090909091,0.5125163717554663
278,0.2727272727272727,0.1537549115266399
279,0.18181818181818182,0.10250327435109326
28,0.45454545454545453,0.25669313881264894
280,0.2727272727272727,0.1537549115266399
281,0.2727272727272727,0.1537549115266399
282,0.2727272727272727,0.1537549115266399
283,0.2727272727272727,0.1537549115266399
284,0.45454545454545453,0.25625818587773314
285,0.09090909090909091,0.05125163717554663
286,0.36363636363636365,0.20500654870218651
287,0.5454545454545454,0.3075098230532798
288,0.6363636363636364,0.35876146022882643
289,0.7272727272727273,0.41001309740437303
29,0.2727272727272727,0.15401588328758933
290,0.2727272727272727,0.1537549115266399
291,0.5454545454545454,0.3075098230532798
292,0.6363636363636364,0.35876146022882643
293,0.09090909090909091,0.05125163717554663
294,0.5454545454545454,0.3075098230532798
295,0.7272727272727273,0.41001309740437303
296,0.6363636363636364,0.35876146022882643
297,0.7272727272727273,0.41001309740437303
298,0.0,0.0
299,0.09090909090909091,0.05125163717554663
3,0.09090909090909091,0.08113661650272952
30,0.5454545454545454,0.30803176657517867
300,0.45454545454545453,0.25625818587773314
301,0.09090909090909091,0.05125163717554663
302,0.2727272727272727,0.1537549115266399
303,0.36363636363636365,0.20500654870218651
304,0.18181818181818182,0.10250327435109326
305,0.18181818181818182,0.10250327435109326
306,0.5454545454545454,0.3075098230532798
307,0.8181818181818182,0.4612647345799197
308,0.18181818181818182,0.10250327435109326
309,0.6363636363636364,0.35876146022882643
31,0.6363636363636364,0.3593703943377085
310,0.45454545454545453,0.25625818587773314
311,0.5454545454545454,0.3075098230532798
312,0.6363636363636364,0.35876146022882643
313,0.18181818181818182,0.10250327435109326
314,0.09090909090909091,0.05125163717554663
315,0.2727272727272727,0.1537549115266399
316,0.0,0.0
317,0.36363636363636365,0.20500654870218651
318,0.5454545454545454,0.3075098230532798
319,0.5454545454545454,0.3075098230532798
32,0.5454545454545454,0.30803176657517867
320,0.18181818181818182,0.10250327435109326
321,0.36363636363636365,0.20500654870218651
322,0.09090909090909091,0.05125163717554663
323,0.18181818181818182,0.10250327435109326
324,0.5454545454545454,0.3075098230532798
325,0.8181818181818182,0.4612647345799197
326,0.9090909090909091,0.5125163717554663
327,0.5454545454545454,0.3075098230532798
328,0.5454545454545454,0.3075098230532798
329,0.36363636363636365,0.20500654870218651
33,0.45454545454545453,0.25669313881264894
330,0.2727272727272727,0.1537549115266399
331,0.6363636363636364,0.35876146022882643
332,0.7272727272727273,0.41001309740437303
333,0.18181818181818182,0.10250327435109326
334,0.45454545454545453,0.25625818587773314
335,0.2727272727272727,0.1537549115266399
336,0.5454545454545454,0.3075098230532798
337,0.6363636363636364,0.35876146022882643
338,0.7272727272727273,0.41001309740437303
339,0.45454545454545453,0.25625818587773314
34,0.5454545454545454,0.30803176657517867
340,0.45454545454545453,0.25625818587773314
341,0.2727272727272727,0.1537549115266399
342,0.7272727272727273,0.41001309740437303
343,0.45454545454545453,0.25625818587773314
344,0.36363636363636365,0.20500654870218651
345,0.6363636363636364,0.35876146022882643
346,0.36363636363636365,0.20500654870218651
