epoch,train_loss,validation_loss
1,0.01872073858976364,0.013215788640081882
2,0.018609533086419106,0.011469892226159573
3,0.017188897356390953,0.010627186857163906
4,0.017303669825196266,0.010419981554150581
5,0.016755016520619392,0.010389233939349651
6,0.016655970364809036,0.010599229484796524
7,0.01618587039411068,0.010919146239757538
8,0.015592386946082115,0.01105918362736702
9,0.015713749453425407,0.010855943895876408
10,0.015635645017027855,0.010458651930093765
11,0.015260189771652222,0.010031268000602722
12,0.014694422483444214,0.009713263250887394
13,0.015018245205283165,0.009539775550365448
14,0.014467557892203331,0.009446638636291027
15,0.01501778420060873,0.00939267873764038
16,0.013837638311088085,0.009258820675313473
17,0.013182306662201881,0.009050688706338406
18,0.013273721560835838,0.008711877278983593
19,0.012475940398871899,0.008244161494076252
20,0.012893706560134888,0.007927114143967628
21,0.013022340834140778,0.007762379478663206
22,0.012195640243589878,0.007780599407851696
23,0.011918527074158192,0.007583306636661291
24,0.011187824420630932,0.007005887106060982
25,0.010737176984548569,0.006497812457382679
26,0.010538909584283829,0.006131059490144253
27,0.010052108205854893,0.006093272939324379
28,0.009512959979474545,0.0054349033161997795
29,0.008432458154857159,0.004899521823972464
30,0.008959195576608181,0.004562541842460632
