generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.055091380012804836,0.055091380012804836,49.8,0.11159420289855072,0.0014114428729410512,0.04802781862179833,0.6646008575095955,"[1048, 1315, 1335, 1448, 16, 1625, 1628, 3292, 3623, 3634, 4171, 4713, 4812, 4854, 4980, 4985, 5234, 5351, 5615, 642]",12,960,0,996,0,24.9,1.0,"1,0"
1,0.055091380012804836,0.055091380012804836,49.8,0.11159420289855072,0.0014114428729410512,0.05090398554190571,0.6625173437898113,"[1048, 1315, 1335, 1448, 16, 1625, 1628, 3292, 3623, 3634, 4171, 4713, 4812, 4854, 4980, 4985, 5234, 5351, 5615, 642]",12,920,0,908,0,24.9,1.0,"1,0"
2,0.05575734001786382,0.05575734001786382,50.3,0.11275362318840579,0.0012389431526781548,0.05409783799963885,0.638368110873757,"[1315, 1324, 1335, 1448, 16, 1628, 2014, 3292, 3634, 4171, 434, 4436, 4980, 4985, 5, 5135, 5234, 5615, 642, 97]",12,960,0,982,0,25.15,1.0,"1,0"
3,0.056667380595416546,0.056667380595416546,50.75,0.11391304347826087,0.0005782822874277721,0.055387329796332076,0.6193626208429226,"[1048, 1198, 1315, 1324, 1335, 1625, 3292, 3364, 3623, 3818, 4171, 4209, 434, 4436, 4854, 5, 5234, 5351, 5615, 97]",12,880,0,899,0,25.375,1.0,"1,0"
4,0.056667380595416546,0.056667380595416546,50.75,0.11391304347826087,0.0005782822874277721,0.05556730833402098,0.6007261156184798,"[1048, 1198, 1315, 1324, 1335, 1625, 3292, 3364, 3623, 3818, 4171, 4209, 434, 4436, 4854, 5, 5234, 5351, 5615, 97]",12,920,0,941,0,25.375,1.0,"1,0"
5,0.056667380595416546,0.056667380595416546,50.75,0.11391304347826087,0.0005782822874277721,0.055671476733462094,0.6073914287724839,"[1048, 1198, 1315, 1324, 1335, 1625, 3292, 3364, 3623, 3818, 4171, 4209, 434, 4436, 4854, 5, 5234, 5351, 5615, 97]",12,960,0,982,0,25.375,1.0,"1,0"
6,0.05689696247766526,0.05689696247766526,51.1,0.11463768115942029,0.0008437562040897776,0.055850815443335554,0.6035370679010672,"[1198, 1315, 1335, 1448, 1494, 1625, 1628, 3623, 3634, 4171, 4209, 4436, 4713, 4854, 4985, 5234, 5351, 5615, 5679, 6109]",12,880,0,903,0,25.549999999999997,1.0,"1,0"
7,0.05773904714309512,0.05773904714309512,52.2,0.11695652173913045,0.0014784274529402004,0.05607145437085975,0.6117836637913412,"[1315, 1335, 1494, 1595, 1625, 1897, 3259, 3364, 3634, 3939, 4171, 434, 4713, 5, 5107, 5135, 5234, 5615, 6109, 642]",12,960,0,826,0,26.1,1.0,"1,0"
8,0.05773904714309512,0.05773904714309512,52.2,0.11695652173913045,0.0014784274529402004,0.05630676760836865,0.588234358704219,"[1315, 1335, 1494, 1595, 1625, 1897, 3259, 3364, 3634, 3939, 4171, 434, 4713, 5, 5107, 5135, 5234, 5615, 6109, 642]",12,920,0,904,0,26.1,1.0,"1,0"
9,0.058070419032619,0.058070419032619,52.45,0.11753623188405796,0.0013953938188199513,0.05651377298763944,0.5785606167479747,"[1198, 1315, 1335, 1448, 1494, 1595, 1628, 3292, 3623, 3634, 3818, 4209, 4436, 4854, 4985, 5, 5107, 5234, 5615, 97]",12,920,0,909,0,26.224999999999998,1.0,"1,0"
