rank,node
1,104
2,114
3,117
4,120
5,123
6,128
7,13
8,141
9,160
10,162
11,163
12,172
13,187
14,193
15,206
16,213
17,223
18,234
19,254
20,283
21,294
22,299
23,301
24,312
25,335
26,355
27,357
28,383
29,386
30,393
31,397
32,399
33,424
34,431
35,456
36,463
37,464
38,487
39,67
40,71
