cluster_id,size
0,22
1,15
2,22
3,16
4,16
5,13
6,23
7,20
8,21
9,10
10,16
11,14
12,12
13,15
14,18
15,15
16,17
17,10
18,15
19,23
20,10
21,13
22,12
23,21
24,18
25,14
26,14
27,12
28,18
29,11
30,12
31,12
