stack_name,permutation_name,status,dataset,protected_attribute,diffusion_model,community_method,community_input_mode,clustering_method,clustering_input_mode,embedding_method,ranking_model,optimizer_mode,debias_mode,fairness_objective,spread_estimator_search,spread_estimator_final,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,mf,dcv,f_score,MF,DCV,F-score,runtime_seconds,search_runtime_seconds,final_eval_runtime_seconds,mc_runs_search,mc_runs_eval,key_enabled_modules,notes,skip_reason,skipped_reason
line_fast_ml,line_fast_ml,ok,graph_spa_500_0,region,ic,leiden,graph,none,none,line,logistic_regression,greedy,none,f_score,monte_carlo,monte_carlo,monte_carlo,none,monte_carlo,embedding+ranking+greedy,ml_guided,"[129, 167, 243, 252, 271, 303, 334, 409, 421, 494]",10.0,0.0,0.0,0.7327743346700692,-0.3663871673350346,0.0,0.7327743346700692,-0.3663871673350346,2.389435199998843,2.3887494999980845,0.0006857000007585157,2,3,diffusion=ic | community=leiden | embedding=line | clustering=none | clustering_input_mode=none | ranking=logistic_regression | optimizer=greedy | debias_mode=none | search_estimator=monte_carlo | final_estimator=monte_carlo,Fast shallow-embedding ML baseline.; communities=18; modularity=0.802426; embedding_cache=miss; target=label_score; backend=tabular; candidate_pool=250; validation_spearman=0.2457; validation_precision_at_budget=0.1000,,
