stack_name,fim_stack,pipeline_mode,permutation_name,status,dataset,protected_attribute,budget,diffusion_model,ranking_policy,community_method,community_input_mode,clustering_method,clustering_input_mode,embedding_method,ranking_model,optimizer_mode,method_type,repair_enabled,swap_local_search_enabled,debias_mode,fairness_objective,spread_estimator_search,spread_estimator_final,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,mf,dcv,f_score,MF,DCV,F-score,runtime_seconds,search_runtime_seconds,final_eval_runtime_seconds,scalability_mode,scalability_pass,candidate_pool_size,use_ris,use_fair_ris,fair_ris_enabled,ris_mode,ris_num_rr_sets,effective_ris_num_rr_sets,ris_reuse_rr_sets,ris_score_nonzero_count,ris_score_std,fair_ris_score_nonzero_count,fair_ris_score_std,ris_active_verified,fair_ris_active_verified,ris_verification_warnings,zero_covered_groups_count,fraction_groups_covered,fairness_gate_status,fairness_gate_failures,protected_group_coverage_summary,protected_group_counts,group_imbalance_ratio,budget_per_group_estimate,group_influence_distribution,normalized_group_influence_distribution,weakest_protected_group,strongest_protected_group,negative_f_score_reason,adaptive_fairness_multiplier,large_imbalance_fairness_active,large_imbalance_fairness_mode,score_normalization,candidate_pool_group_counts,candidate_pool_group_quota,candidate_pool_group_quota_shortfall,group_stratified_candidate_pool,budget_adequacy_warning,seed_quota_per_protected_group,initial_population_group_coverage_summary,repair_attempts,weak_group_repairs,protected_group_seed_counts_before_repair,protected_group_seed_counts_after_repair,swap_attempts,swap_accepted,swap_rejected_fairness_degradation,swap_accepted_fscore_improvement,swap_accepted_mf_improvement,swap_accepted_spread_fairness_preserved,mc_runs_search,mc_runs_eval,key_enabled_modules,use_community_features,community_feature_mode,allow_protected_features_in_ml,ml_score_weight,ris_score_weight,fair_ris_score_weight,fairness_bonus_weight,weak_group_bonus_weight,community_diversity_weight,protected_group_coverage_weight,spread_proxy_weight,community_balance_enabled,protected_group_balance_enabled,repair_mode,initial_seed_source,repaired_seed_sets,successful_swaps,final_community_coverage,final_seed_count_per_community,community_coverage_ratio,final_protected_group_coverage,num_communities,community_modularity,score_table_path,embeddings_cache_path,embedding_cache_status,community_cache_status,ris_cache_status,score_cache_status,fitness_cache_hits,marginal_cache_hits,swap_cache_hits,community_assignments_path,community_sizes_path,diagnostics_path,candidate_score_components_constant,notes,skip_reason,skipped_reason
community_aware_fair_greedy,community_aware_fair_greedy,baseline,community_aware_fair_greedy,ok,twitter,color,100,ic,professor_priority,leiden,graph,none,none,none,fairness_weighted_greedy,local_search,non_ml_baseline,True,True,none,f_score,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,community_round_robin+fairness_weighted_greedy+swap_local_search,interpretable_baseline,"[10125822, 10166632, 10332972, 10651272, 11364652, 11650012, 11724382, 11763862, 11767072, 11792612, 11918842, 11920922, 11963282, 12037502, 12118882, 12174212, 12301112, 12455292, 12790082, 12803772, 12966662, 12973362, 13253832, 13302, 13746182, 13767032, 13894222, 14110253, 14110743, 14111623, 14133954, 14160799, 14161205, 14170847, 14207225, 14219598, 14259990, 14278838, 14301386, 14328764, 14334981, 14344131, 14350969, 14380723, 14418930, 14420936, 14426940, 14437066, 14442244, 14508359, 14519891, 14521343, 14549852, 14552124, 14555289, 14558773, 14690122, 14721642, 14850673, 15068090, 15076390, 15078437, 15105269, 15130854, 15135342, 15202082, 15261848, 15264436, 15291641, 15298719, 15307206, 15322509, 15390684, 15465681, 16168407, 16236786, 1708661, 17558182, 17645505, 18037238, 18361955, 18398842, 18589172, 18982304, 19022050, 19109908, 21706932, 22026974, 22183550, 22242395, 22673770, 25681991, 30095547, 30185290, 31252679, 32232053, 345863, 36016773, 37183, 6107302]",106.75333333333333,6.75333333333333,0.0277664851784634,0.007948899202398628,0.009908792988032386,0.0277664851784634,0.007948899202398628,0.009908792988032386,1399.1144213999996,1398.8933682999996,0.22105310000006284,large_graph,False,3753,True,True,True,weak_group_weighted,256,256,True,258,0.14075266052430918,258,0.1408174658369091,True,True,,0,1.0,fail,scalability_required,"{""0"": 23, ""1"": 72, ""2"": 5}","{'0': 812, '1': 2755, '2': 186}",14.811827956989248,"{'0': 21.636024513722354, '1': 73.40794031441513, '2': 4.95603517186251}","{'0': 24.776666666666667, '1': 76.49666666666667, '2': 5.48}","{'0': 0.03051313628899836, '1': 0.0277664851784634, '2': 0.02946236559139785}",1,0,,2.0,True,auto,per_group,,,,,Budget may be too small for stable fairness on this graph. Reasons: number of communities exceeds budget,,,,,,,,,,,,,20,300,diffusion=ic | community=leiden | embedding=none | clustering=none | clustering_input_mode=none | ranking=fairness_weighted_greedy | optimizer=local_search | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo | fair_ris=True,True,basic,False,0.5,0.6,2.0,1.0,2.0,0.8,2.0,0.2,True,True,balanced,fairness_weighted_greedy,,,"{""0"": 13, ""1"": 9, ""10"": 10, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 5, ""19"": 5, ""2"": 11, ""20"": 1, ""21"": 2, ""22"": 2, ""24"": 7, ""25"": 1, ""27"": 1, ""29"": 3, ""30"": 5, ""31"": 1, ""4"": 2, ""40"": 1, ""45"": 1, ""7"": 10, ""8"": 2, ""9"": 4, ""95"": 1}","{""0"": 13, ""1"": 9, ""10"": 10, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 5, ""19"": 5, ""2"": 11, ""20"": 1, ""21"": 2, ""22"": 2, ""24"": 7, ""25"": 1, ""27"": 1, ""29"": 3, ""30"": 5, ""31"": 1, ""4"": 2, ""40"": 1, ""45"": 1, ""7"": 10, ""8"": 2, ""9"": 4, ""95"": 1}",0.211864406779661,"{""0"": 23, ""1"": 72, ""2"": 5}",118,0.655834799478443,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_community_aware_fair_greedy_combined_candidate_scores.csv,,,miss,,,,,,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_community_aware_fair_greedy_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_community_aware_fair_greedy_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_community_aware_fair_greedy_diagnostics.json,False,"fair_ris_explicit=true; initial_rr=[10125822, 10214802, 1086591, 11347052, 11350892, 11425612, 11626822, 11920922, 12062282, 12429382, 1290661, 13258742, 1330691, 14053148, 14110743, 14161205, 14161889, 14181937, 14237896, 14239038, 14326743, 14380723, 14680965, 14830184, 14857310, 14930659, 15157283, 15258293, 15469032, 15480002, 15557309, 15621083, 15664977, 15751768, 15878694, 15911231, 16004411, 16333340, 16335288, 16359962, 16394309, 16431844, 16460562, 16499557, 16541717, 16573966, 16784574, 16933135, 16971414, 16980497, 17022135, 17107079, 17240635, 17398289, 17431643, 17540746, 17850012, 17864134, 17877831, 18049260, 18280014, 18301693, 18366220, 18446235, 18602421, 19041498, 19187629, 19285776, 19394410, 19396079, 19686924, 19849576, 20199133, 20788139, 21044126, 21062689, 2140491, 21406735, 21625645, 21661811, 22461427, 23662170, 2384071, 24535621, 25596413, 25681991, 27512951, 27755928, 28426100, 31285824, 35967493, 36057656, 36963624, 43286759, 5054721, 5522622, 575263, 7376382, 7725712, 780591]; greedy=[10125822, 10166632, 10332972, 10651272, 11364652, 11650012, 11724382, 11763862, 11767072, 11792612, 11918842, 11920922, 11963282, 12037502, 12118882, 12174212, 12301112, 12455292, 12790082, 12803772, 12966662, 12973362, 13253832, 13302, 13746182, 13767032, 13894222, 14110253, 14110743, 14111623, 14133954, 14160799, 14161205, 14170847, 14207225, 14219598, 14259990, 14278838, 14301386, 14328764, 14334981, 14344131, 14350969, 14380723, 14418930, 14420936, 14426940, 14437066, 14442244, 14508359, 14519891, 14521343, 14549852, 14552124, 14555289, 14558773, 14690122, 14721642, 14850673, 14965263, 15068090, 15076390, 15078437, 15105269, 15130854, 15135342, 15202082, 15261848, 15264436, 15291641, 15298719, 15307206, 15322509, 15390684, 15465681, 16168407, 16236786, 1708661, 17558182, 17645505, 18037238, 18361955, 18398842, 18589172, 18982304, 19022050, 21706932, 22026974, 22183550, 22242395, 22673770, 25681991, 30095547, 30185290, 31252679, 32232053, 345863, 37183, 4750991, 760244]; objective=professor_priority; communities=118; modularity=0.655835; ris_greedy_approximation=true; ris_rr_sets=256; final_eval=monte_carlo",,
graphsage_community_siea,graphsage_community_siea,ml_guided_community_siea,graphsage_community_siea,ok,twitter,color,100,ic,professor_priority,leiden,graph,none,none,graphsage,graphsage,hybrid_si_ea,ml_guided_hybrid,True,True,none,f_score,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,embedding+ranking+hybrid_si_ea,ml_guided,"[10046442, 10104672, 10284152, 11231562, 11541862, 12327342, 1315431, 13501922, 14061925, 14062948, 14111623, 14155739, 14204887, 14265113, 14269768, 14294948, 14307465, 14390067, 14460783, 14599976, 14767753, 14778372, 15011971, 15076390, 15112648, 15145142, 15422070, 15730606, 16054649, 16227947, 16236786, 16575742, 16645520, 16730276, 16796298, 16855827, 16918618, 16945563, 17150049, 17173775, 17340590, 17357985, 17365848, 17498138, 17537187, 17850012, 18033114, 18166634, 18211716, 18301693, 19202226, 19320233, 19401409, 19860841, 20693960, 20708884, 20726522, 20734423, 20745227, 21266715, 21463619, 21491565, 22217321, 22299209, 22461427, 2384071, 23885448, 24920619, 24987071, 25681991, 25684080, 25841161, 26061739, 26565599, 27109599, 27486099, 27667262, 29103015, 30412906, 31015297, 31237866, 32534283, 37529061, 37568391, 37750797, 38843284, 39001941, 39080527, 40732805, 42149443, 43666495, 5699042, 717853, 7536882, 797531, 799192, 8053532, 8521542, 8971572, 9266012]",112.49333333333334,12.49333333333334,0.028955837870538414,0.011325334257445425,0.008815251806546494,0.028955837870538414,0.011325334257445425,0.008815251806546494,1764.3348786999977,1763.9370616999986,0.39781699999912234,large_graph,True,1000,True,True,True,weak_group_weighted,256,256,True,258,0.14075266052430918,258,0.1408174658369091,True,True,,0,1.0,pass,,"{""0"": 21, ""1"": 72, ""2"": 7}","{'0': 812, '1': 2755, '2': 186}",14.811827956989248,"{'0': 21.636024513722354, '1': 73.40794031441513, '2': 4.95603517186251}","{'0': 25.07, '1': 79.77333333333333, '2': 7.65}","{'0': 0.030874384236453202, '1': 0.028955837870538414, '2': 0.04112903225806452}",1,2,,2.0,True,auto,per_group,"{'0': 196, '1': 704, '2': 100}",100.0,"{'0': 0, '1': 0, '2': 0}",True,Budget may be too small for stable fairness on this graph. Reasons: number of communities exceeds budget,"{'0': 30, '1': 56, '2': 14}","{'0': 16, '1': 16, '2': 16}",7797.0,7797.0,"{'0': 20, '1': 70, '2': 10}","{'0': 21, '1': 71, '2': 8}",2224.0,978.0,1246.0,756.0,212.0,10.0,20,300,diffusion=ic | community=leiden | embedding=graphsage | clustering=none | clustering_input_mode=none | ranking=graphsage | optimizer=hybrid_si_ea | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo | fair_ris=True,True,basic,False,0.5,0.6,2.0,1.0,2.0,0.8,2.0,0.2,True,True,balanced,combined_candidate_score,2599.0,160.0,"{""0"": 7, ""1"": 4, ""10"": 33, ""110"": 1, ""13"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 5, ""19"": 7, ""2"": 9, ""20"": 2, ""22"": 3, ""24"": 2, ""25"": 1, ""27"": 2, ""29"": 1, ""3"": 1, ""30"": 1, ""35"": 2, ""38"": 2, ""4"": 5, ""5"": 1, ""7"": 3, ""78"": 1, ""8"": 1, ""9"": 2}","{""0"": 7, ""1"": 4, ""10"": 33, ""110"": 1, ""13"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 5, ""19"": 7, ""2"": 9, ""20"": 2, ""22"": 3, ""24"": 2, ""25"": 1, ""27"": 2, ""29"": 1, ""3"": 1, ""30"": 1, ""35"": 2, ""38"": 2, ""4"": 5, ""5"": 1, ""7"": 3, ""78"": 1, ""8"": 1, ""9"": 2}",0.2288135593220339,"{""0"": 21, ""1"": 72, ""2"": 7}",118,0.655834799478443,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_graphsage_community_siea_combined_candidate_scores.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\embeddings\twitter_graphsage_embeddings.pkl,miss,miss,miss,miss,1017.0,872343.0,0.0,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_graphsage_community_siea_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_graphsage_community_siea_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_graphsage_community_siea_diagnostics.json,False,main_method=true; ml_guided_only=true; fair_ris_explicit=true; communities=118; modularity=0.655835; embedding_cache=miss; target=label_score; backend=gnn; candidate_pool=1000; validation_spearman=0.0110; validation_precision_at_budget=0.1800; history=twitter_graphsage_community_siea_history.csv,,
node2vec_xgboost_community_siea,node2vec_xgboost_community_siea,ml_guided_community_siea,node2vec_xgboost_community_siea,ok,twitter,color,100,ic,professor_priority,leiden,graph,none,none,node2vec,xgboost,hybrid_si_ea,ml_guided_hybrid,True,True,none,f_score,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,embedding+ranking+hybrid_si_ea,ml_guided,"[10046442, 11231562, 11350892, 11541862, 11763862, 12327342, 1315431, 14062948, 14111623, 14155739, 14204887, 14268324, 14269768, 14307465, 14333927, 14390067, 14516061, 14519891, 14599976, 14932486, 15011971, 15076390, 15112648, 15145142, 15225972, 15757811, 15953354, 16054649, 16227947, 16236786, 16394063, 16575742, 16730276, 16796298, 16918618, 16945563, 17150049, 17173775, 17340590, 17357985, 17498138, 17515749, 17537187, 18033114, 18120477, 18211716, 18301693, 18882655, 19202226, 19315174, 19320233, 19401409, 19539658, 19564125, 20693960, 20708884, 20724218, 20726522, 20734423, 20745227, 21248230, 21266715, 21653078, 22299209, 22461427, 22951944, 2384071, 23885448, 24987071, 25671752, 25681991, 25841161, 26061739, 26565599, 27486099, 27667262, 28644355, 29103015, 29186233, 29613217, 29698402, 30412906, 31237866, 32534283, 37750797, 38843284, 39001941, 42149443, 43666495, 5699042, 717853, 7536882, 780591, 797531, 799192, 8053532, 8521542, 8820652, 8971572, 9266012]",112.43333333333334,12.433333333333337,0.02921113127646703,0.008312948866743447,0.010449091204861791,0.02921113127646703,0.008312948866743447,0.010449091204861791,1954.7607238,1954.3546029000008,0.4061208999992232,large_graph,True,1000,True,True,True,weak_group_weighted,256,256,True,258,0.14075266052430918,258,0.1408174658369091,True,True,,0,1.0,pass,,"{""0"": 21, ""1"": 73, ""2"": 6}","{'0': 812, '1': 2755, '2': 186}",14.811827956989248,"{'0': 21.636024513722354, '1': 73.40794031441513, '2': 4.95603517186251}","{'0': 25.333333333333332, '1': 80.47666666666667, '2': 6.623333333333333}","{'0': 0.031198686371100164, '1': 0.02921113127646703, '2': 0.03560931899641577}",1,2,,2.0,True,auto,per_group,"{'0': 210, '1': 690, '2': 100}",100.0,"{'0': 0, '1': 0, '2': 0}",True,Budget may be too small for stable fairness on this graph. Reasons: number of communities exceeds budget,"{'0': 30, '1': 56, '2': 14}","{'0': 16, '1': 16, '2': 16}",8355.0,8355.0,"{'0': 22, '1': 71, '2': 7}","{'0': 22, '1': 72, '2': 6}",2412.0,1198.0,1214.0,934.0,243.0,21.0,20,300,diffusion=ic | community=leiden | embedding=node2vec | clustering=none | clustering_input_mode=none | ranking=xgboost | optimizer=hybrid_si_ea | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo | fair_ris=True,True,basic,False,0.5,0.6,2.0,1.0,2.0,0.8,2.0,0.2,True,True,balanced,combined_candidate_score,2785.0,160.0,"{""0"": 10, ""1"": 1, ""10"": 35, ""104"": 1, ""110"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""17"": 2, ""18"": 1, ""19"": 8, ""2"": 10, ""20"": 2, ""21"": 1, ""22"": 3, ""24"": 1, ""25"": 1, ""27"": 1, ""29"": 1, ""3"": 1, ""30"": 1, ""35"": 2, ""38"": 2, ""4"": 2, ""5"": 1, ""51"": 2, ""7"": 2, ""78"": 1, ""8"": 1, ""9"": 3}","{""0"": 10, ""1"": 1, ""10"": 35, ""104"": 1, ""110"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""17"": 2, ""18"": 1, ""19"": 8, ""2"": 10, ""20"": 2, ""21"": 1, ""22"": 3, ""24"": 1, ""25"": 1, ""27"": 1, ""29"": 1, ""3"": 1, ""30"": 1, ""35"": 2, ""38"": 2, ""4"": 2, ""5"": 1, ""51"": 2, ""7"": 2, ""78"": 1, ""8"": 1, ""9"": 3}",0.2542372881355932,"{""0"": 21, ""1"": 73, ""2"": 6}",118,0.655834799478443,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_node2vec_xgboost_community_siea_combined_candidate_scores.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\embeddings\twitter_node2vec_embeddings.pkl,miss,miss,miss,miss,1065.0,949665.0,0.0,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_node2vec_xgboost_community_siea_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_node2vec_xgboost_community_siea_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_node2vec_xgboost_community_siea_diagnostics.json,False,main_method=true; lightweight_quality_runtime=true; ml_guided_only=true; fair_ris_explicit=true; communities=118; modularity=0.655835; embedding_cache=miss; target=label_score; backend=tabular; candidate_pool=1000; validation_spearman=0.5889; validation_precision_at_budget=0.9700; history=twitter_node2vec_xgboost_community_siea_history.csv,,
gcn_community_siea,gcn_community_siea,ml_guided_community_siea,gcn_community_siea,ok,twitter,color,100,ic,professor_priority,leiden,graph,none,none,gcn,gcn,hybrid_si_ea,ml_guided_hybrid,True,True,none,f_score,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,embedding+ranking+hybrid_si_ea,ml_guided,"[10104672, 10545772, 11541862, 12327342, 1315431, 14061925, 14062948, 14111623, 14155739, 14204887, 14269768, 14294948, 14307465, 14315043, 14333927, 14390067, 14460783, 147563, 14767753, 14778372, 14858006, 14986396, 15070780, 15076390, 15093092, 15112648, 15122176, 15145142, 15655753, 15978412, 16054649, 16227947, 16236786, 16394063, 16403341, 16575742, 16645520, 16730276, 16796298, 16918618, 16945563, 17173775, 17173819, 17340590, 17357985, 17365848, 17416766, 17537187, 17850012, 18033114, 18120477, 18211716, 18983688, 19298258, 19401409, 19539658, 19686924, 19860841, 20414967, 20693960, 20708884, 20726522, 20734423, 20745227, 21653078, 22299209, 22461427, 23885448, 25671752, 25681991, 25684080, 25841161, 26061739, 26565599, 27486099, 27667262, 29089902, 29103015, 30412906, 31237866, 32534283, 37750797, 38843284, 39001941, 39080527, 42149443, 43666495, 5699042, 5771302, 6093352, 6750102, 717853, 780591, 797531, 799192, 8053532, 8414602, 8521542, 8971572, 9266012]",111.00333333333333,11.00333333333333,0.028754990925589835,0.009266545718130605,0.009744222603729615,0.028754990925589835,0.009266545718130605,0.009744222603729615,1894.7435146000007,1894.0251384999992,0.7183761000014783,large_graph,True,1000,True,True,True,weak_group_weighted,256,256,True,258,0.14075266052430918,258,0.1408174658369091,True,True,,0,1.0,pass,,"{""0"": 21, ""1"": 73, ""2"": 6}","{'0': 812, '1': 2755, '2': 186}",14.811827956989248,"{'0': 21.636024513722354, '1': 73.40794031441513, '2': 4.95603517186251}","{'0': 24.62, '1': 79.22, '2': 7.163333333333333}","{'0': 0.030320197044334977, '1': 0.028754990925589835, '2': 0.03851254480286738}",1,2,,2.0,True,auto,per_group,"{'0': 212, '1': 688, '2': 100}",100.0,"{'0': 0, '1': 0, '2': 0}",True,Budget may be too small for stable fairness on this graph. Reasons: number of communities exceeds budget,"{'0': 30, '1': 56, '2': 14}","{'0': 16, '1': 16, '2': 16}",8232.0,8232.0,"{'0': 22, '1': 70, '2': 8}","{'0': 22, '1': 71, '2': 7}",2376.0,1143.0,1233.0,927.0,210.0,6.0,20,300,diffusion=ic | community=leiden | embedding=gcn | clustering=none | clustering_input_mode=none | ranking=gcn | optimizer=hybrid_si_ea | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo | fair_ris=True,True,basic,False,0.5,0.6,2.0,1.0,2.0,0.8,2.0,0.2,True,True,balanced,combined_candidate_score,2744.0,160.0,"{""0"": 6, ""1"": 5, ""10"": 37, ""104"": 1, ""110"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""17"": 2, ""18"": 5, ""19"": 7, ""2"": 5, ""20"": 2, ""22"": 2, ""24"": 1, ""25"": 1, ""27"": 1, ""29"": 4, ""3"": 1, ""30"": 1, ""35"": 3, ""38"": 1, ""4"": 5, ""51"": 1, ""7"": 2, ""78"": 1, ""8"": 1, ""9"": 1}","{""0"": 6, ""1"": 5, ""10"": 37, ""104"": 1, ""110"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""17"": 2, ""18"": 5, ""19"": 7, ""2"": 5, ""20"": 2, ""22"": 2, ""24"": 1, ""25"": 1, ""27"": 1, ""29"": 4, ""3"": 1, ""30"": 1, ""35"": 3, ""38"": 1, ""4"": 5, ""51"": 1, ""7"": 2, ""78"": 1, ""8"": 1, ""9"": 1}",0.23728813559322035,"{""0"": 21, ""1"": 73, ""2"": 6}",118,0.655834799478443,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_gcn_community_siea_combined_candidate_scores.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\embeddings\twitter_gcn_embeddings.pkl,miss,miss,miss,miss,1025.0,959555.0,0.0,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_gcn_community_siea_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_gcn_community_siea_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\twitter_fairness_debug_b100_ris\runs\seed_42\budget_100\color\twitter\color\twitter_gcn_community_siea_diagnostics.json,False,optional_gnn_comparison=true; ml_guided_only=true; fair_ris_explicit=true; communities=118; modularity=0.655835; embedding_cache=miss; target=label_score; backend=gnn; candidate_pool=1000; validation_spearman=-0.0365; validation_precision_at_budget=0.0800; history=twitter_gcn_community_siea_history.csv,,
