node_id,ml_score,ris_score,fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,protected_group_coverage_bonus,spread_proxy_score,combined_score,score_normalization
1,0.6399771037045103,0.0,0.0,0.09090909090909091,0.09090909090909091,0.8333333333333334,0.0,0.6107933752163384,1.4127907504236392,global
10,0.3581385562115625,0.3333333333333333,0.16666666666666666,0.0,0.0,0.5,0.0,0.4869914497831161,1.307199191352361,global
100,0.3579945466147749,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.6044607582043787,1.0874482432558057,global
101,0.1809280423195638,0.3333333333333333,0.16666666666666666,0.0,0.0,0.5,0.0,0.4023277227324561,1.1847284435860979,global
102,0.35975429339126597,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.8060725435702892,1.1689728307904155,global
103,0.18005851828126934,0.0,0.0,0.0,0.0,0.5,0.0,0.3771280310574876,0.6408804715636297,global
104,0.17993340905084812,0.0,0.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.0,0.5100307021048163,1.049534540922906,global
105,0.45402022197347963,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.7456305437354583,1.19192899514759,global
106,0.08998917964725463,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.30522313306532617,0.4337505097164244,global
107,0.18127739540525403,0.0,0.0,0.125,0.125,0.5,0.0,0.38988141851657765,0.8965912651092581,global
108,0.17767735794695647,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5540964260094746,0.8438105827106014,global
109,0.2668016961268943,0.3333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.331761511786972,1.0661054527782359,global
11,0.26578555431271067,0.6666666666666666,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.0,0.36034199116711885,2.0294105260041553,global
110,0.0038456604363343943,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.615426718966497,0.7814268511380993,global
111,0.17992871671036398,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.27202787516809546,0.4654421750890868,global
112,0.0038604780794209907,0.3333333333333333,0.16666666666666666,0.5,0.5,0.16666666666666666,0.0,0.09407153392734362,1.7062255192773144,global
113,0.27643476149401297,0.0,0.0,0.0,0.0,0.5,0.0,0.4514597200585881,0.7188012687704418,global
114,0.5364619289153888,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6033967590842256,1.0429230014247182,global
115,0.36023922415226467,0.3333333333333333,0.16666666666666666,0.0,0.0,0.5,0.0,0.6004980210911126,1.3536521538459105,global
116,0.6431807574868337,0.0,0.0,0.2,0.2,0.6666666666666666,0.0,0.34153210494555175,1.391536554054971,global
117,0.7137876671581086,0.6666666666666666,0.3333333333333333,0.25,0.25,0.3333333333333333,0.0,0.21459053384750607,2.27606338045139,global
118,0.4401215570974123,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.35242593473410416,0.6276978191090145,global
119,0.09018090463020902,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3326661067454967,1.5114902283466363,global
12,0.0015165570103469184,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2808014014456602,0.3797455057501042,global
120,0.0905425423585627,0.0,0.0,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.0,0.4028022579090526,1.0254397933905213,global
121,0.34831948837317117,0.6666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0,0.36401288133226756,1.786431563386159,global
122,0.09022616070594444,0.6666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.18365775973356552,1.3185761842463983,global
123,0.1779987713606269,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.5387869891116697,0.971180847991648,global
124,0.6040514016464981,0.3333333333333333,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.6641461345953745,1.767684154661399,global
125,0.18009778388171663,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4702141794444623,0.5448012303853099,global
126,0.1795105029325942,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.5,0.0,0.3593719592775375,1.452551654224931,global
