generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.017396250852079038,0.017396250852079038,43.46666666666667,0.0768,0.04200749829584192,-0.016835598919485568,0.5886811782917728,"[117, 13, 135, 167, 169, 178, 201, 203, 209, 216, 251, 254, 264, 269, 28, 291, 292, 304, 327, 331, 370, 381, 399, 403, 411, 416, 428, 434, 448, 452, 463, 495, 498, 499, 56, 65, 81, 84, 87, 9]",12,184,0,197,0,14.488888888888889,1.0,"0,1,2"
1,0.02807698291899209,0.02807698291899209,43.8,0.08346666666666668,0.027312700828682496,0.0034296729965918164,0.5820053936807493,"[167, 169, 178, 201, 203, 209, 216, 251, 254, 264, 269, 28, 287, 291, 292, 304, 326, 331, 342, 358, 370, 40, 403, 411, 416, 423, 429, 444, 446, 449, 453, 463, 466, 470, 65, 79, 84, 87, 9, 93]",12,160,0,183,0,14.6,1.0,"0,1,2"
2,0.03628990289593539,0.03628990289593539,43.1,0.08426666666666667,0.011686860874795896,0.02045090330952343,0.5759891004455929,"[117, 120, 134, 152, 159, 169, 178, 187, 203, 209, 216, 220, 251, 254, 269, 28, 291, 292, 293, 304, 314, 326, 331, 370, 391, 403, 411, 416, 423, 448, 452, 466, 470, 472, 474, 499, 53, 65, 78, 9]",12,192,0,188,0,14.366666666666667,1.0,"0,1,2"
3,0.03628990289593539,0.03628990289593539,43.1,0.08426666666666667,0.011686860874795896,0.027585001432289646,0.587404217069933,"[117, 120, 134, 152, 159, 169, 178, 187, 203, 209, 216, 220, 251, 254, 269, 28, 291, 292, 293, 304, 314, 326, 331, 370, 391, 403, 411, 416, 423, 448, 452, 466, 470, 472, 474, 499, 53, 65, 78, 9]",12,184,0,191,0,14.366666666666667,1.0,"0,1,2"
4,0.03628990289593539,0.03628990289593539,43.1,0.08426666666666667,0.011686860874795896,0.028809385675795916,0.5783612641894289,"[117, 120, 134, 152, 159, 169, 178, 187, 203, 209, 216, 220, 251, 254, 269, 28, 291, 292, 293, 304, 314, 326, 331, 370, 391, 403, 411, 416, 423, 448, 452, 466, 470, 472, 474, 499, 53, 65, 78, 9]",12,160,0,169,0,14.366666666666667,1.0,"0,1,2"
5,0.03628990289593539,0.03628990289593539,43.1,0.08426666666666667,0.011686860874795896,0.030703894391819985,0.5771390087135828,"[117, 120, 134, 152, 159, 169, 178, 187, 203, 209, 216, 220, 251, 254, 269, 28, 291, 292, 293, 304, 314, 326, 331, 370, 391, 403, 411, 416, 423, 448, 452, 466, 470, 472, 474, 499, 53, 65, 78, 9]",12,160,0,171,0,14.366666666666667,1.0,"0,1,2"
6,0.03628990289593539,0.03628990289593539,43.1,0.08426666666666667,0.011686860874795896,0.03141052896650893,0.5729207454857266,"[117, 120, 134, 152, 159, 169, 178, 187, 203, 209, 216, 220, 251, 254, 269, 28, 291, 292, 293, 304, 314, 326, 331, 370, 391, 403, 411, 416, 423, 448, 452, 466, 470, 472, 474, 499, 53, 65, 78, 9]",12,184,0,196,0,14.366666666666667,1.0,"0,1,2"
7,0.03628990289593539,0.03628990289593539,43.1,0.08426666666666667,0.011686860874795896,0.03187680287787933,0.5711072326729212,"[117, 120, 134, 152, 159, 169, 178, 187, 203, 209, 216, 220, 251, 254, 269, 28, 291, 292, 293, 304, 314, 326, 331, 370, 391, 403, 411, 416, 423, 448, 452, 466, 470, 472, 474, 499, 53, 65, 78, 9]",12,160,0,162,0,14.366666666666667,1.0,"0,1,2"
8,0.03628990289593539,0.03628990289593539,43.1,0.08426666666666667,0.011686860874795896,0.03187680287787933,0.5711072326729212,"[117, 120, 134, 152, 159, 169, 178, 187, 203, 209, 216, 220, 251, 254, 269, 28, 291, 292, 293, 304, 314, 326, 331, 370, 391, 403, 411, 416, 423, 448, 452, 466, 470, 472, 474, 499, 53, 65, 78, 9]",12,160,0,151,0,14.366666666666667,1.0,"0,1,2"
9,0.03628990289593539,0.03628990289593539,43.1,0.08426666666666667,0.011686860874795896,0.03187680287787933,0.5711072326729212,"[117, 120, 134, 152, 159, 169, 178, 187, 203, 209, 216, 220, 251, 254, 269, 28, 291, 292, 293, 304, 314, 326, 331, 370, 391, 403, 411, 416, 423, 448, 452, 466, 470, 472, 474, 499, 53, 65, 78, 9]",12,160,0,168,0,14.366666666666667,1.0,"0,1,2"
