node_id,ml_score,ris_score,fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,cluster_diversity_bonus,cluster_coverage_bonus,protected_group_coverage_bonus,spread_proxy_score,under_served_group_bonus,over_served_group_penalty,parity_adjusted_score,base_combined_score,combined_score,score_normalization
371,0.22108616000546077,0.29166666666666663,0.31840252467098623,0.2,0.2,0.20833333333333331,0.0,0.0,0.09069707178025396,0.22108616000546077,0.0,0.0,2.7931156178060528,2.7931156178060528,2.7931156178060528,hybrid
372,0.11867964292495453,0.5,0.4292003089626097,0.0,0.0,0.0,0.0,0.0,0.0,0.11867964292495453,0.0,0.0,1.9905371644354297,1.9905371644354297,1.9905371644354297,hybrid
373,0.05398530643662884,0.5,0.4292003089626097,0.0,0.0,0.0,0.0,0.0,0.0,0.05398530643662884,0.0,0.0,1.9775982971377646,1.9775982971377646,1.9775982971377646,hybrid
374,0.04585259619644425,0.25,0.21460015448130484,0.0,0.0,0.0,0.0,0.0,0.0,0.04585259619644425,0.0,0.0,0.9925711371645082,0.9925711371645082,0.9925711371645082,hybrid
375,0.06558723974707684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09069707178025396,0.06558723974707684,0.0,0.0,0.37590573507043124,0.37590573507043124,0.37590573507043124,hybrid
376,0.27919231087884566,0.625,0.6568628713888067,0.25,0.25,0.25,0.0,0.0,0.5,0.27919231087884566,0.0,0.0,6.195789947730996,6.195789947730996,6.195789947730996,hybrid
377,0.07570850382138006,0.29166666666666663,0.25,0.0,0.0,0.0,0.0,0.0,0.020730759264058044,0.07570850382138006,0.0,0.0,1.2438980711538414,1.2438980711538414,1.2438980711538414,hybrid
378,0.09770552568111562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09069707178025396,0.09770552568111562,0.0,0.0,0.382329392257239,0.382329392257239,0.382329392257239,hybrid
379,0.05224303609273135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020730759264058044,0.05224303609273135,0.0,0.0,0.09337164427477845,0.09337164427477845,0.09337164427477845,hybrid
38,0.29465837488948743,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.020730759264058044,0.29465837488948743,0.0,0.0,0.275188045367463,0.275188045367463,0.275188045367463,hybrid
380,0.1518550704415984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020730759264058044,0.1518550704415984,0.0,0.0,0.11329405114455186,0.11329405114455186,0.11329405114455186,hybrid
381,0.015160788051823727,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.015160788051823727,0.0,0.0,4.003032157610365,4.003032157610365,4.003032157610365,hybrid
382,0.042974467244994416,0.25,0.21460015448130484,0.0,0.0,0.0,0.0,0.0,0.0,0.042974467244994416,0.0,0.0,0.9919955113742183,0.9919955113742183,0.9919955113742183,hybrid
383,0.041439282597440945,0.5833333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.020730759264058044,0.041439282597440945,0.0,0.0,2.3828775602423873,2.3828775602423873,2.3828775602423873,hybrid
384,0.0400866696430819,0.875,0.75,0.0,0.0,0.0,0.0,0.0,0.020730759264058044,0.0400866696430819,0.0,0.0,3.528440370984849,3.528440370984849,3.528440370984849,hybrid
385,0.10598076523435082,0.29166666666666663,0.25,0.0,0.0,0.16666666666666666,0.0,0.0,0.020730759264058044,0.10598076523435082,0.0,0.0,1.3832858567697688,1.3832858567697688,1.3832858567697688,hybrid
386,0.0568303401241608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020730759264058044,0.0568303401241608,0.0,0.0,0.09428910508106433,0.09428910508106433,0.09428910508106433,hybrid
387,0.015252997774885306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09069707178025396,0.015252997774885306,0.0,0.0,0.3658388866759929,0.3658388866759929,0.3658388866759929,hybrid
388,0.01278864744620567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01278864744620567,0.0,0.0,0.002557729489241134,0.002557729489241134,0.002557729489241134,hybrid
389,0.029397196701696535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020730759264058044,0.029397196701696535,0.0,0.0,0.08880247639657149,0.08880247639657149,0.08880247639657149,hybrid
39,0.32900768060984364,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.32900768060984364,0.0,0.0,0.19913486945530207,0.19913486945530207,0.19913486945530207,hybrid
390,0.053982786086890826,0.25,0.21460015448130484,0.0,0.0,0.0,0.0,0.0,0.0,0.053982786086890826,0.0,0.0,0.9941971751425975,0.9941971751425975,0.9941971751425975,hybrid
391,0.17209499089579056,0.0,0.0,0.25,0.25,0.3333333333333333,0.0,0.0,0.0,0.17209499089579056,0.0,0.0,1.3010856648458247,1.3010856648458247,1.3010856648458247,hybrid
392,0.09285632764813379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020730759264058044,0.09285632764813379,0.0,0.0,0.10149430258585894,0.10149430258585894,0.10149430258585894,hybrid
393,0.17356159472476687,0.29166666666666663,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.020730759264058044,0.17356159472476687,0.0,0.0,2.063468689334519,2.063468689334519,2.063468689334519,hybrid
394,0.05294048328046283,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05294048328046283,0.0,0.0,4.010588096656092,4.010588096656092,4.010588096656092,hybrid
395,0.042984355261156196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042984355261156196,0.0,0.0,0.00859687105223124,0.00859687105223124,0.00859687105223124,hybrid
396,0.032266069813631594,0.29166666666666663,0.31840252467098623,0.0,0.0,0.0,0.0,0.0,0.09069707178025396,0.032266069813631594,0.0,0.0,1.7886849331010204,1.7886849331010204,1.7886849331010204,hybrid
397,0.09998348537037915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09998348537037915,0.0,0.0,0.019996697074075833,0.019996697074075833,0.019996697074075833,hybrid
398,0.022907546723241773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020730759264058044,0.022907546723241773,0.0,0.0,0.08750454640088053,0.08750454640088053,0.08750454640088053,hybrid
399,0.050717655907662806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020730759264058044,0.050717655907662806,0.0,0.0,0.09306656823776474,0.09306656823776474,0.09306656823776474,hybrid
